VENTTUBE,PULMEMBOLUS,INTUBATION,MINVOL,VENTALV,SHUNT,VENTLUNG,PRESS
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ONESIDED,NORMAL,NORMAL,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW
HIGH,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ESOPHAGEAL,ZERO,ZERO,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,ONESIDED,LOW,LOW,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,ESOPHAGEAL,LOW,HIGH,NORMAL,NORMAL,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ESOPHAGEAL,ZERO,ZERO,HIGH,LOW,HIGH
ZERO,True,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ONESIDED,LOW,LOW,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
NORMAL,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,ZERO
LOW,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ONESIDED,LOW,LOW,HIGH,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,ONESIDED,NORMAL,NORMAL,HIGH,ZERO,LOW
ZERO,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,ESOPHAGEAL,ZERO,ZERO,NORMAL,LOW,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,LOW,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,True,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ESOPHAGEAL,ZERO,ZERO,NORMAL,LOW,HIGH
LOW,False,NORMAL,LOW,HIGH,NORMAL,LOW,LOW
LOW,False,ONESIDED,LOW,LOW,NORMAL,LOW,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,HIGH
LOW,False,NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,ZERO
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,LOW,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,ZERO
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ESOPHAGEAL,ZERO,ZERO,NORMAL,LOW,HIGH
LOW,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,ESOPHAGEAL,ZERO,ZERO,NORMAL,LOW,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH
LOW,False,NORMAL,HIGH,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,ZERO
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,ZERO
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
HIGH,True,NORMAL,HIGH,HIGH,HIGH,LOW,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,ONESIDED,NORMAL,NORMAL,HIGH,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,LOW,NORMAL,LOW,HIGH
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,LOW,ZERO,NORMAL,HIGH,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,ESOPHAGEAL,LOW,LOW,HIGH,ZERO,ZERO
LOW,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,True,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,ZERO
HIGH,False,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,ESOPHAGEAL,ZERO,ZERO,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,True,NORMAL,ZERO,ZERO,HIGH,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH
LOW,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,NORMAL,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
NORMAL,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,ZERO
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,ZERO
LOW,False,ONESIDED,LOW,NORMAL,HIGH,ZERO,HIGH
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,NORMAL,NORMAL,ZERO,LOW
LOW,False,NORMAL,LOW,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
