LungFlow,ChestXray,DuctFlow,CardiacMixing,LungParench
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,,Abnormal
Normal,Grd_Glass,Rt_to_Lt,Complete,Congested
High,Plethoric,Rt_to_Lt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Grd_Glass,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Complete,Congested
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Plethoric,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Rt_to_Lt,,Abnormal
Normal,Grd_Glass,Rt_to_Lt,,Congested
Low,Oligaemic,,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
High,Plethoric,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Congested
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
High,Oligaemic,Rt_to_Lt,Transp.,Abnormal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Mild,Normal
High,Grd_Glass,Rt_to_Lt,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Normal,Normal,Rt_to_Lt,Mild,Normal
Normal,Grd_Glass,,Mild,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,Rt_to_Lt,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Oligaemic,Rt_to_Lt,Mild,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Mild,Congested
High,Oligaemic,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,Lt_to_Rt,Complete,Abnormal
Normal,Normal,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,Rt_to_Lt,Mild,Abnormal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
High,Plethoric,,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Normal,,Mild,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
High,Asy/Patch,,Complete,Congested
High,Plethoric,,Complete,Normal
Low,Oligaemic,,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
High,Plethoric,Rt_to_Lt,,Normal
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,,Abnormal
Normal,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Congested
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Normal,,Transp.,Normal
High,Normal,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Normal,Normal,Rt_to_Lt,Mild,Normal
High,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Mild,Congested
High,Grd_Glass,,Transp.,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
Low,Asy/Patch,Rt_to_Lt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Normal,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Plethoric,,Transp.,Normal
High,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
High,Grd_Glass,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,,,Normal
High,Oligaemic,Lt_to_Rt,Complete,Abnormal
High,Grd_Glass,,Complete,Congested
High,Normal,,Transp.,Normal
High,Plethoric,Rt_to_Lt,Transp.,Congested
Normal,Grd_Glass,Lt_to_Rt,,Congested
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Mild,Normal
Normal,Grd_Glass,,Transp.,Congested
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Grd_Glass,,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Plethoric,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,Lt_to_Rt,Complete,Abnormal
High,Normal,Rt_to_Lt,,Abnormal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
High,Normal,Lt_to_Rt,Mild,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Complete,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
High,Normal,Rt_to_Lt,Transp.,Abnormal
Normal,Normal,,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Grd_Glass,,Complete,Abnormal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Congested
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Grd_Glass,,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
High,Grd_Glass,,Transp.,Normal
Normal,Plethoric,Lt_to_Rt,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Normal,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Grd_Glass,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Lt_to_Rt,Transp.,Congested
High,Plethoric,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Transp.,Abnormal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,Rt_to_Lt,Complete,Abnormal
Low,Grd_Glass,Rt_to_Lt,Mild,Congested
High,Plethoric,Rt_to_Lt,Mild,Congested
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Normal,Normal,,,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
High,Plethoric,,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,,Abnormal
High,Plethoric,,Transp.,Normal
Normal,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Rt_to_Lt,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Plethoric,Lt_to_Rt,Complete,Normal
High,Oligaemic,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
High,Plethoric,Rt_to_Lt,Complete,Congested
High,Plethoric,,Mild,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
High,Oligaemic,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,,Transp.,Abnormal
Low,Asy/Patch,Lt_to_Rt,Transp.,Abnormal
Low,Oligaemic,,Complete,Normal
Normal,Normal,,Transp.,Normal
Normal,Asy/Patch,Lt_to_Rt,,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Mild,Abnormal
High,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Normal,,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,Mild,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Oligaemic,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,,Complete,Abnormal
Low,Oligaemic,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Congested
Normal,Grd_Glass,Rt_to_Lt,,Congested
Low,Plethoric,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Normal,Asy/Patch,Lt_to_Rt,,Abnormal
High,Plethoric,,,Normal
High,Asy/Patch,Lt_to_Rt,Complete,Congested
Low,Normal,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Normal,Grd_Glass,,,Congested
High,Plethoric,Rt_to_Lt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Congested
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Oligaemic,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Abnormal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,Lt_to_Rt,Transp.,Abnormal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Congested
High,Plethoric,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Asy/Patch,Rt_to_Lt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
High,Grd_Glass,,Transp.,Congested
Normal,Plethoric,,Complete,Congested
High,Plethoric,,Transp.,Normal
Normal,Normal,,Complete,Normal
Low,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Grd_Glass,,Transp.,Congested
High,Plethoric,,Transp.,Normal
Normal,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,,Transp.,Normal
Low,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Mild,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Normal,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Normal,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,,Transp.,Normal
High,Plethoric,Rt_to_Lt,Complete,Congested
Normal,Normal,,Transp.,Normal
Normal,Normal,Rt_to_Lt,,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Normal,,Transp.,Abnormal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
High,Asy/Patch,,Transp.,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
High,Normal,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Normal,,Transp.,Normal
High,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
Normal,Plethoric,Lt_to_Rt,Complete,Congested
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Normal,Lt_to_Rt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Mild,Normal
High,Normal,,Transp.,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
High,Grd_Glass,Lt_to_Rt,Transp.,Congested
Normal,Normal,Lt_to_Rt,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Normal,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
Low,Plethoric,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Grd_Glass,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Asy/Patch,Rt_to_Lt,Transp.,Normal
Normal,Normal,,Complete,Normal
Low,Oligaemic,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Grd_Glass,,Transp.,Abnormal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Asy/Patch,Rt_to_Lt,Mild,Normal
Low,Normal,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Rt_to_Lt,Mild,Abnormal
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Rt_to_Lt,,Normal
High,Normal,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Mild,Abnormal
Normal,Normal,,Transp.,Normal
High,Oligaemic,Lt_to_Rt,Mild,Abnormal
Normal,Plethoric,,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Normal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
Low,Asy/Patch,,Complete,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,,,Abnormal
Normal,Asy/Patch,,Mild,Abnormal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Complete,Normal
High,Grd_Glass,,Complete,Congested
Normal,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Complete,Normal
High,Oligaemic,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
Low,Grd_Glass,Lt_to_Rt,Mild,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Congested
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Mild,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Complete,Normal
Normal,Grd_Glass,,Complete,Congested
High,Plethoric,,Transp.,Normal
High,Oligaemic,,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Asy/Patch,Rt_to_Lt,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,,Complete,Normal
High,Normal,Rt_to_Lt,Transp.,Normal
High,Oligaemic,,Mild,Abnormal
High,Normal,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,,Complete,Abnormal
High,Grd_Glass,,Transp.,Congested
High,Grd_Glass,,Mild,Congested
Low,Oligaemic,Rt_to_Lt,Complete,Abnormal
Normal,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,,Complete,Normal
