HRBP,ERRCAUTER,INSUFFANESTH,LVFAILURE,LVEDVOLUME,EXPCO2,CO,HREKG,PCWP,VENTALV,TPR,ARTCO2,CVP,STROKEVOLUME,BP,ERRLOWOUTPUT,HISTORY
HIGH,True,False,False,HIGH,LOW,HIGH,NORMAL,HIGH,ZERO,LOW,HIGH,NORMAL,HIGH,LOW,False,False
HIGH,False,False,False,NORMAL,ZERO,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW,LOW,False,False
LOW,False,True,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,True,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,True,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,LOW,LOW,False,False
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,True,False
HIGH,False,False,False,NORMAL,ZERO,LOW,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW,LOW,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,False,False
LOW,False,False,False,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,True,LOW,NORMAL,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False,True
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,True,False
HIGH,True,True,False,HIGH,LOW,LOW,NORMAL,HIGH,ZERO,LOW,HIGH,HIGH,LOW,LOW,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,LOW,LOW,LOW,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,True,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,LOW,NORMAL,HIGH,False,False
LOW,False,False,False,HIGH,LOW,LOW,LOW,HIGH,ZERO,LOW,HIGH,HIGH,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
LOW,False,False,False,NORMAL,LOW,HIGH,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,NORMAL,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,False,False
HIGH,False,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
NORMAL,False,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,LOW,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,HIGH,False,False
HIGH,True,False,False,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,LOW,False,False
NORMAL,False,False,False,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,True,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,False,False
HIGH,True,False,False,HIGH,LOW,HIGH,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,False
HIGH,True,False,True,LOW,LOW,LOW,NORMAL,LOW,ZERO,NORMAL,HIGH,LOW,LOW,LOW,False,True
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,LOW,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,LOW,NORMAL,LOW,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,LOW,False,False
HIGH,False,True,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,LOW,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
LOW,False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
LOW,False,False,False,LOW,LOW,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False,False
LOW,False,False,False,HIGH,HIGH,LOW,HIGH,HIGH,ZERO,NORMAL,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,LOW,ZERO,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,True,LOW,LOW,LOW,HIGH,LOW,ZERO,NORMAL,HIGH,LOW,LOW,LOW,False,True
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,LOW,NORMAL,HIGH,False,False
LOW,False,False,False,LOW,LOW,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,True,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,True,LOW,ZERO,HIGH,HIGH,LOW,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,False,True
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
LOW,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,LOW,LOW,HIGH,HIGH,LOW,ZERO,LOW,HIGH,LOW,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
NORMAL,False,False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,True,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,True,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,False,False
LOW,False,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,True,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,LOW,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,True,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,LOW,LOW,LOW,HIGH,LOW,ZERO,NORMAL,HIGH,LOW,LOW,LOW,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,True,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
NORMAL,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,True,False
LOW,False,False,True,LOW,LOW,NORMAL,LOW,LOW,HIGH,NORMAL,LOW,LOW,LOW,NORMAL,False,True
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL,LOW,False,False
HIGH,True,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,True,False,False,HIGH,LOW,HIGH,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,True
LOW,False,True,False,NORMAL,HIGH,LOW,LOW,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,True,LOW,LOW,LOW,HIGH,LOW,ZERO,NORMAL,HIGH,LOW,LOW,LOW,False,True
HIGH,True,False,False,HIGH,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,True,True,False,HIGH,LOW,NORMAL,NORMAL,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW,False,False
LOW,False,False,True,LOW,LOW,LOW,LOW,LOW,ZERO,LOW,HIGH,LOW,LOW,LOW,False,True
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,False
LOW,False,False,False,HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,LOW,False,False
HIGH,False,True,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,True,LOW,LOW,NORMAL,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,False,True
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
