meldug_1,lai_3,lai_1,foto_1,lai_4,dm_1,lai_2,straaling_1
6___10__,2_5___3_5,5_5___6_5,0_50_kg_m2,0_5___1_5,0_26_kg_m2,4_5___5_5,150___199_MJ_m2
10___25__,3_5___4_5,5_5___6_5,0_45_kg_m2,1_5___2_5,0_24_kg_m2,5_5___6_5,150___199_MJ_m2
0_00___0_01__,3_5___4_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_34_kg_m2,5_5___6_5,200___249_MJ_m2
2___6__,3_5___4_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_30_kg_m2,4_5___5_5,200___249_MJ_m2
0_00___0_01__,1_5___2_5,2_5___3_5,0_40_kg_m2,0_5___1_5,0_18_kg_m2,2_5___3_5,150___199_MJ_m2
25___50__,1_5___2_5,3_5___4_5,0_65_kg_m2,0_5___1_5,0_40_kg_m2,2_5___3_5,200___249_MJ_m2
25___50__,2_5___3_5,3_5___4_5,0_35_kg_m2,0_5___1_5,0_12_kg_m2,3_5___4_5,___150_MJ_m2
2___6__,2_5___3_5,3_5___4_5,0_65_kg_m2,0_5___1_5,0_38_kg_m2,3_5___4_5,____250_MJ_m2
0_01___0_5__,4_5___5_5,___6_5,0_75_kg_m2,1_5___2_5,0_44_kg_m2,___6_5,____250_MJ_m2
0_5___1__,2_5___3_5,3_5___4_5,0_60_kg_m2,0_5___1_5,0_34_kg_m2,3_5___4_5,150___199_MJ_m2
10___25__,2_5___3_5,4_5___5_5,0_70_kg_m2,0_5___1_5,0_40_kg_m2,4_5___5_5,200___249_MJ_m2
10___25__,1_5___2_5,2_5___3_5,0_45_kg_m2,0_5___1_5,0_26_kg_m2,2_5___3_5,150___199_MJ_m2
25___50__,0_5___1_5,3_5___4_5,0_45_kg_m2,0_0___0_5,0_24_kg_m2,1_5___2_5,150___199_MJ_m2
2___6__,3_5___4_5,5_5___6_5,0_85_kg_m2,0_5___1_5,0_50_kg_m2,5_5___6_5,____250_MJ_m2
2___6__,3_5___4_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_24_kg_m2,4_5___5_5,150___199_MJ_m2
1___2__,1_5___2_5,2_5___3_5,0_35_kg_m2,0_5___1_5,0_16_kg_m2,2_5___3_5,150___199_MJ_m2
10___25__,2_5___3_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_24_kg_m2,3_5___4_5,150___199_MJ_m2
1___2__,3_5___4_5,5_5___6_5,0_55_kg_m2,0_5___1_5,0_28_kg_m2,4_5___5_5,150___199_MJ_m2
50___100__,0_5___1_5,1_5___2_5,0_35_kg_m2,0_0___0_5,0_18_kg_m2,0_5___1_5,150___199_MJ_m2
0_5___1__,2_5___3_5,4_5___5_5,0_55_kg_m2,0_5___1_5,0_32_kg_m2,4_5___5_5,150___199_MJ_m2
0_5___1__,2_5___3_5,3_5___4_5,0_55_kg_m2,0_5___1_5,0_32_kg_m2,3_5___4_5,200___249_MJ_m2
25___50__,2_5___3_5,2_5___3_5,0_50_kg_m2,0_5___1_5,0_26_kg_m2,3_5___4_5,200___249_MJ_m2
6___10__,2_5___3_5,4_5___5_5,0_55_kg_m2,0_5___1_5,0_34_kg_m2,4_5___5_5,200___249_MJ_m2
0_00___0_01__,3_5___4_5,5_5___6_5,0_45_kg_m2,0_5___1_5,0_22_kg_m2,5_5___6_5,150___199_MJ_m2
50___100__,0_5___1_5,0_5___1_5,0_45_kg_m2,0_0___0_5,0_22_kg_m2,0_5___1_5,200___249_MJ_m2
0_01___0_5__,3_5___4_5,5_5___6_5,0_75_kg_m2,0_5___1_5,0_46_kg_m2,5_5___6_5,200___249_MJ_m2
10___25__,2_5___3_5,4_5___5_5,0_65_kg_m2,0_5___1_5,0_38_kg_m2,4_5___5_5,200___249_MJ_m2
6___10__,3_5___4_5,4_5___5_5,0_35_kg_m2,0_5___1_5,0_18_kg_m2,4_5___5_5,___150_MJ_m2
0_00___0_01__,3_5___4_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_34_kg_m2,___6_5,200___249_MJ_m2
1___2__,2_5___3_5,3_5___4_5,0_45_kg_m2,0_5___1_5,0_26_kg_m2,3_5___4_5,150___199_MJ_m2
6___10__,2_5___3_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_38_kg_m2,5_5___6_5,200___249_MJ_m2
0_5___1__,3_5___4_5,4_5___5_5,0_35_kg_m2,0_5___1_5,0_16_kg_m2,4_5___5_5,___150_MJ_m2
6___10__,1_5___2_5,2_5___3_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,2_5___3_5,200___249_MJ_m2
50___100__,1_5___2_5,1_5___2_5,0_45_kg_m2,0_5___1_5,0_26_kg_m2,1_5___2_5,____250_MJ_m2
0_01___0_5__,1_5___2_5,2_5___3_5,0_50_kg_m2,0_5___1_5,0_26_kg_m2,2_5___3_5,200___249_MJ_m2
2___6__,2_5___3_5,5_5___6_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,5_5___6_5,150___199_MJ_m2
10___25__,1_5___2_5,3_5___4_5,0_60_kg_m2,0_5___1_5,0_36_kg_m2,2_5___3_5,200___249_MJ_m2
6___10__,0_0___0_5,4_5___5_5,0_75_kg_m2,0_0___0_5,0_46_kg_m2,0_5___1_5,____250_MJ_m2
2___6__,3_5___4_5,4_5___5_5,0_40_kg_m2,0_5___1_5,0_20_kg_m2,4_5___5_5,150___199_MJ_m2
50___100__,0_0___0_5,0_5___1_5,0_30_kg_m2,0_0___0_5,0_12_kg_m2,0_5___1_5,200___249_MJ_m2
0_00___0_01__,3_5___4_5,4_5___5_5,0_40_kg_m2,0_5___1_5,0_18_kg_m2,4_5___5_5,___150_MJ_m2
0_01___0_5__,2_5___3_5,4_5___5_5,0_60_kg_m2,0_5___1_5,0_30_kg_m2,5_5___6_5,200___249_MJ_m2
0_00___0_01__,1_5___2_5,4_5___5_5,0_65_kg_m2,0_5___1_5,0_38_kg_m2,3_5___4_5,200___249_MJ_m2
2___6__,2_5___3_5,4_5___5_5,0_45_kg_m2,0_5___1_5,0_26_kg_m2,3_5___4_5,150___199_MJ_m2
0_5___1__,1_5___2_5,3_5___4_5,0_50_kg_m2,0_5___1_5,0_28_kg_m2,3_5___4_5,150___199_MJ_m2
0_01___0_5__,3_5___4_5,5_5___6_5,0_40_kg_m2,0_5___1_5,0_20_kg_m2,4_5___5_5,150___199_MJ_m2
0_01___0_5__,1_5___2_5,3_5___4_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,2_5___3_5,200___249_MJ_m2
0_00___0_01__,2_5___3_5,5_5___6_5,0_75_kg_m2,0_5___1_5,0_46_kg_m2,5_5___6_5,200___249_MJ_m2
1___2__,3_5___4_5,5_5___6_5,0_50_kg_m2,0_5___1_5,0_30_kg_m2,5_5___6_5,150___199_MJ_m2
0_5___1__,4_5___5_5,___6_5,0_35_kg_m2,0_5___1_5,0_16_kg_m2,5_5___6_5,___150_MJ_m2
25___50__,2_5___3_5,2_5___3_5,0_30_kg_m2,0_5___1_5,0_12_kg_m2,3_5___4_5,___150_MJ_m2
6___10__,2_5___3_5,4_5___5_5,0_45_kg_m2,0_5___1_5,0_20_kg_m2,3_5___4_5,150___199_MJ_m2
0_00___0_01__,1_5___2_5,2_5___3_5,0_55_kg_m2,0_5___1_5,0_26_kg_m2,1_5___2_5,200___249_MJ_m2
1___2__,3_5___4_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_38_kg_m2,5_5___6_5,200___249_MJ_m2
10___25__,2_5___3_5,4_5___5_5,0_70_kg_m2,0_5___1_5,0_42_kg_m2,4_5___5_5,200___249_MJ_m2
2___6__,2_5___3_5,3_5___4_5,0_45_kg_m2,0_5___1_5,0_20_kg_m2,3_5___4_5,200___249_MJ_m2
50___100__,0_0___0_5,2_5___3_5,0_40_kg_m2,0_0___0_5,0_18_kg_m2,0_5___1_5,150___199_MJ_m2
6___10__,0_5___1_5,1_5___2_5,0_40_kg_m2,0_0___0_5,0_18_kg_m2,1_5___2_5,200___249_MJ_m2
10___25__,1_5___2_5,3_5___4_5,0_45_kg_m2,0_5___1_5,0_26_kg_m2,2_5___3_5,150___199_MJ_m2
0_01___0_5__,0_5___1_5,2_5___3_5,0_35_kg_m2,0_0___0_5,0_16_kg_m2,1_5___2_5,150___199_MJ_m2
0_01___0_5__,1_5___2_5,3_5___4_5,0_45_kg_m2,0_5___1_5,0_22_kg_m2,2_5___3_5,150___199_MJ_m2
0_01___0_5__,2_5___3_5,4_5___5_5,0_65_kg_m2,0_5___1_5,0_36_kg_m2,3_5___4_5,200___249_MJ_m2
1___2__,2_5___3_5,4_5___5_5,0_45_kg_m2,0_5___1_5,0_28_kg_m2,4_5___5_5,150___199_MJ_m2
2___6__,1_5___2_5,2_5___3_5,0_30_kg_m2,0_5___1_5,0_14_kg_m2,2_5___3_5,___150_MJ_m2
0_00___0_01__,3_5___4_5,4_5___5_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,5_5___6_5,150___199_MJ_m2
25___50__,0_0___0_5,1_5___2_5,0_35_kg_m2,0_0___0_5,0_16_kg_m2,0_0___0_5,150___199_MJ_m2
6___10__,2_5___3_5,3_5___4_5,0_70_kg_m2,0_5___1_5,0_40_kg_m2,3_5___4_5,____250_MJ_m2
2___6__,3_5___4_5,___6_5,0_60_kg_m2,0_5___1_5,0_30_kg_m2,___6_5,150___199_MJ_m2
2___6__,1_5___2_5,2_5___3_5,0_30_kg_m2,0_0___0_5,0_12_kg_m2,2_5___3_5,___150_MJ_m2
0_5___1__,2_5___3_5,3_5___4_5,0_70_kg_m2,0_5___1_5,0_42_kg_m2,3_5___4_5,____250_MJ_m2
0_00___0_01__,2_5___3_5,3_5___4_5,0_60_kg_m2,0_5___1_5,0_36_kg_m2,3_5___4_5,____250_MJ_m2
25___50__,2_5___3_5,4_5___5_5,0_55_kg_m2,0_5___1_5,0_32_kg_m2,4_5___5_5,200___249_MJ_m2
0_5___1__,3_5___4_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_28_kg_m2,5_5___6_5,150___199_MJ_m2
0_5___1__,1_5___2_5,2_5___3_5,0_55_kg_m2,0_5___1_5,0_32_kg_m2,2_5___3_5,200___249_MJ_m2
0_01___0_5__,4_5___5_5,___6_5,0_55_kg_m2,1_5___2_5,0_32_kg_m2,___6_5,200___249_MJ_m2
0_00___0_01__,4_5___5_5,___6_5,0_55_kg_m2,0_5___1_5,0_32_kg_m2,___6_5,150___199_MJ_m2
1___2__,1_5___2_5,3_5___4_5,0_55_kg_m2,0_5___1_5,0_34_kg_m2,2_5___3_5,200___249_MJ_m2
0_5___1__,2_5___3_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_26_kg_m2,4_5___5_5,150___199_MJ_m2
0_5___1__,2_5___3_5,5_5___6_5,0_75_kg_m2,0_5___1_5,0_42_kg_m2,5_5___6_5,200___249_MJ_m2
0_01___0_5__,3_5___4_5,5_5___6_5,0_70_kg_m2,0_5___1_5,0_42_kg_m2,5_5___6_5,____250_MJ_m2
6___10__,1_5___2_5,3_5___4_5,0_50_kg_m2,0_5___1_5,0_30_kg_m2,3_5___4_5,200___249_MJ_m2
0_5___1__,3_5___4_5,___6_5,0_50_kg_m2,0_5___1_5,0_28_kg_m2,___6_5,150___199_MJ_m2
10___25__,3_5___4_5,3_5___4_5,0_30_kg_m2,0_5___1_5,0_14_kg_m2,4_5___5_5,___150_MJ_m2
1___2__,3_5___4_5,5_5___6_5,0_60_kg_m2,0_5___1_5,0_32_kg_m2,4_5___5_5,150___199_MJ_m2
6___10__,2_5___3_5,5_5___6_5,0_30_kg_m2,0_5___1_5,0_16_kg_m2,4_5___5_5,___150_MJ_m2
0_01___0_5__,2_5___3_5,4_5___5_5,0_60_kg_m2,0_5___1_5,0_34_kg_m2,4_5___5_5,200___249_MJ_m2
0_5___1__,2_5___3_5,2_5___3_5,0_40_kg_m2,0_5___1_5,0_22_kg_m2,2_5___3_5,150___199_MJ_m2
2___6__,3_5___4_5,___6_5,0_55_kg_m2,0_5___1_5,0_30_kg_m2,5_5___6_5,150___199_MJ_m2
1___2__,1_5___2_5,3_5___4_5,0_50_kg_m2,0_5___1_5,0_24_kg_m2,3_5___4_5,150___199_MJ_m2
1___2__,4_5___5_5,___6_5,0_55_kg_m2,1_5___2_5,0_32_kg_m2,5_5___6_5,200___249_MJ_m2
0_01___0_5__,4_5___5_5,___6_5,0_40_kg_m2,1_5___2_5,0_22_kg_m2,___6_5,___150_MJ_m2
0_01___0_5__,2_5___3_5,4_5___5_5,0_45_kg_m2,0_5___1_5,0_26_kg_m2,4_5___5_5,200___249_MJ_m2
6___10__,4_5___5_5,5_5___6_5,0_65_kg_m2,1_5___2_5,0_40_kg_m2,___6_5,200___249_MJ_m2
2___6__,3_5___4_5,5_5___6_5,0_55_kg_m2,0_5___1_5,0_30_kg_m2,5_5___6_5,150___199_MJ_m2
6___10__,1_5___2_5,4_5___5_5,0_50_kg_m2,0_0___0_5,0_26_kg_m2,3_5___4_5,150___199_MJ_m2
0_01___0_5__,3_5___4_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_36_kg_m2,5_5___6_5,____250_MJ_m2
0_00___0_01__,4_5___5_5,___6_5,0_35_kg_m2,1_5___2_5,0_18_kg_m2,___6_5,___150_MJ_m2
0_01___0_5__,1_5___2_5,3_5___4_5,0_60_kg_m2,0_0___0_5,0_34_kg_m2,3_5___4_5,200___249_MJ_m2
0_5___1__,2_5___3_5,5_5___6_5,0_50_kg_m2,0_5___1_5,0_28_kg_m2,4_5___5_5,150___199_MJ_m2
6___10__,1_5___2_5,3_5___4_5,0_50_kg_m2,0_0___0_5,0_26_kg_m2,2_5___3_5,150___199_MJ_m2
1___2__,2_5___3_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_34_kg_m2,4_5___5_5,200___249_MJ_m2
0_5___1__,2_5___3_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_34_kg_m2,4_5___5_5,200___249_MJ_m2
1___2__,1_5___2_5,2_5___3_5,0_50_kg_m2,0_5___1_5,0_26_kg_m2,2_5___3_5,200___249_MJ_m2
2___6__,2_5___3_5,3_5___4_5,0_35_kg_m2,0_5___1_5,0_16_kg_m2,3_5___4_5,___150_MJ_m2
1___2__,1_5___2_5,2_5___3_5,0_50_kg_m2,0_5___1_5,0_28_kg_m2,2_5___3_5,200___249_MJ_m2
10___25__,1_5___2_5,3_5___4_5,0_50_kg_m2,0_5___1_5,0_30_kg_m2,2_5___3_5,200___249_MJ_m2
10___25__,0_5___1_5,1_5___2_5,0_35_kg_m2,0_0___0_5,0_18_kg_m2,1_5___2_5,150___199_MJ_m2
6___10__,2_5___3_5,4_5___5_5,0_45_kg_m2,0_5___1_5,0_22_kg_m2,4_5___5_5,150___199_MJ_m2
25___50__,0_5___1_5,1_5___2_5,0_40_kg_m2,0_0___0_5,0_16_kg_m2,1_5___2_5,150___199_MJ_m2
10___25__,2_5___3_5,4_5___5_5,0_30_kg_m2,0_5___1_5,0_14_kg_m2,4_5___5_5,___150_MJ_m2
6___10__,1_5___2_5,3_5___4_5,0_50_kg_m2,0_5___1_5,0_28_kg_m2,3_5___4_5,200___249_MJ_m2
25___50__,0_5___1_5,2_5___3_5,0_30_kg_m2,0_0___0_5,0_12_kg_m2,0_5___1_5,___150_MJ_m2
0_00___0_01__,3_5___4_5,5_5___6_5,0_60_kg_m2,0_5___1_5,0_34_kg_m2,5_5___6_5,200___249_MJ_m2
1___2__,3_5___4_5,5_5___6_5,0_60_kg_m2,0_5___1_5,0_36_kg_m2,5_5___6_5,150___199_MJ_m2
0_01___0_5__,3_5___4_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_38_kg_m2,4_5___5_5,____250_MJ_m2
0_5___1__,2_5___3_5,5_5___6_5,0_75_kg_m2,0_5___1_5,0_48_kg_m2,4_5___5_5,____250_MJ_m2
1___2__,1_5___2_5,3_5___4_5,0_55_kg_m2,0_0___0_5,0_28_kg_m2,2_5___3_5,200___249_MJ_m2
25___50__,0_0___0_5,1_5___2_5,0_40_kg_m2,0_0___0_5,0_20_kg_m2,0_5___1_5,200___249_MJ_m2
6___10__,1_5___2_5,2_5___3_5,0_55_kg_m2,0_5___1_5,0_32_kg_m2,2_5___3_5,200___249_MJ_m2
0_5___1__,1_5___2_5,2_5___3_5,0_40_kg_m2,0_5___1_5,0_20_kg_m2,2_5___3_5,200___249_MJ_m2
2___6__,3_5___4_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_34_kg_m2,5_5___6_5,200___249_MJ_m2
25___50__,0_5___1_5,1_5___2_5,0_50_kg_m2,0_0___0_5,0_24_kg_m2,1_5___2_5,200___249_MJ_m2
25___50__,1_5___2_5,2_5___3_5,0_30_kg_m2,0_0___0_5,0_16_kg_m2,2_5___3_5,___150_MJ_m2
0_01___0_5__,3_5___4_5,___6_5,0_30_kg_m2,0_5___1_5,0_10_kg_m2,___6_5,___150_MJ_m2
50___100__,0_5___1_5,0_5___1_5,0_25_kg_m2,0_0___0_5,0_10_kg_m2,0_5___1_5,150___199_MJ_m2
0_01___0_5__,3_5___4_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_26_kg_m2,4_5___5_5,150___199_MJ_m2
10___25__,2_5___3_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_26_kg_m2,4_5___5_5,150___199_MJ_m2
2___6__,1_5___2_5,4_5___5_5,0_75_kg_m2,0_0___0_5,0_44_kg_m2,2_5___3_5,____250_MJ_m2
0_00___0_01__,4_5___5_5,___6_5,0_75_kg_m2,1_5___2_5,0_44_kg_m2,___6_5,____250_MJ_m2
1___2__,4_5___5_5,___6_5,0_65_kg_m2,0_5___1_5,0_38_kg_m2,5_5___6_5,200___249_MJ_m2
10___25__,3_5___4_5,4_5___5_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,4_5___5_5,150___199_MJ_m2
25___50__,0_5___1_5,1_5___2_5,0_35_kg_m2,0_0___0_5,0_16_kg_m2,1_5___2_5,___150_MJ_m2
25___50__,2_5___3_5,3_5___4_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,3_5___4_5,150___199_MJ_m2
2___6__,3_5___4_5,4_5___5_5,0_55_kg_m2,0_5___1_5,0_30_kg_m2,4_5___5_5,150___199_MJ_m2
25___50__,0_5___1_5,1_5___2_5,0_40_kg_m2,0_0___0_5,0_20_kg_m2,0_5___1_5,150___199_MJ_m2
1___2__,1_5___2_5,4_5___5_5,0_35_kg_m2,0_5___1_5,0_16_kg_m2,3_5___4_5,___150_MJ_m2
0_00___0_01__,3_5___4_5,5_5___6_5,0_50_kg_m2,0_5___1_5,0_24_kg_m2,5_5___6_5,150___199_MJ_m2
10___25__,0_0___0_5,2_5___3_5,0_45_kg_m2,0_0___0_5,0_26_kg_m2,0_5___1_5,200___249_MJ_m2
1___2__,0_5___1_5,1_5___2_5,0_30_kg_m2,0_0___0_5,0_14_kg_m2,1_5___2_5,150___199_MJ_m2
2___6__,0_0___0_5,3_5___4_5,0_60_kg_m2,0_0___0_5,0_32_kg_m2,0_5___1_5,200___249_MJ_m2
2___6__,2_5___3_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_24_kg_m2,4_5___5_5,___150_MJ_m2
0_00___0_01__,3_5___4_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_38_kg_m2,4_5___5_5,200___249_MJ_m2
0_5___1__,2_5___3_5,3_5___4_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,3_5___4_5,150___199_MJ_m2
50___100__,0_5___1_5,1_5___2_5,0_30_kg_m2,0_0___0_5,0_12_kg_m2,1_5___2_5,150___199_MJ_m2
50___100__,0_0___0_5,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2,0_0___0_5,150___199_MJ_m2
6___10__,1_5___2_5,4_5___5_5,0_30_kg_m2,0_5___1_5,0_16_kg_m2,3_5___4_5,___150_MJ_m2
10___25__,0_5___1_5,2_5___3_5,0_35_kg_m2,0_0___0_5,0_18_kg_m2,0_5___1_5,___150_MJ_m2
2___6__,1_5___2_5,2_5___3_5,0_55_kg_m2,0_5___1_5,0_30_kg_m2,2_5___3_5,200___249_MJ_m2
6___10__,2_5___3_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_30_kg_m2,3_5___4_5,150___199_MJ_m2
6___10__,3_5___4_5,5_5___6_5,0_60_kg_m2,0_5___1_5,0_32_kg_m2,5_5___6_5,200___249_MJ_m2
50___100__,0_0___0_5,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2,0_0___0_5,150___199_MJ_m2
0_5___1__,3_5___4_5,5_5___6_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,4_5___5_5,150___199_MJ_m2
50___100__,0_0___0_5,0_5___1_5,0_30_kg_m2,0_0___0_5,0_12_kg_m2,0_0___0_5,200___249_MJ_m2
6___10__,1_5___2_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_36_kg_m2,5_5___6_5,200___249_MJ_m2
2___6__,3_5___4_5,5_5___6_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,___6_5,150___199_MJ_m2
10___25__,1_5___2_5,3_5___4_5,0_40_kg_m2,0_5___1_5,0_22_kg_m2,3_5___4_5,150___199_MJ_m2
25___50__,0_5___1_5,2_5___3_5,0_40_kg_m2,0_0___0_5,0_20_kg_m2,1_5___2_5,___150_MJ_m2
25___50__,1_5___2_5,3_5___4_5,0_55_kg_m2,0_5___1_5,0_30_kg_m2,2_5___3_5,150___199_MJ_m2
6___10__,3_5___4_5,4_5___5_5,0_60_kg_m2,0_5___1_5,0_32_kg_m2,4_5___5_5,150___199_MJ_m2
0_01___0_5__,1_5___2_5,2_5___3_5,0_45_kg_m2,0_5___1_5,0_22_kg_m2,2_5___3_5,200___249_MJ_m2
50___100__,0_0___0_5,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2,0_0___0_5,150___199_MJ_m2
0_00___0_01__,3_5___4_5,4_5___5_5,0_55_kg_m2,0_5___1_5,0_32_kg_m2,4_5___5_5,150___199_MJ_m2
2___6__,3_5___4_5,5_5___6_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,4_5___5_5,150___199_MJ_m2
10___25__,1_5___2_5,3_5___4_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,2_5___3_5,150___199_MJ_m2
2___6__,2_5___3_5,3_5___4_5,0_65_kg_m2,0_5___1_5,0_36_kg_m2,3_5___4_5,200___249_MJ_m2
0_5___1__,1_5___2_5,2_5___3_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,2_5___3_5,200___249_MJ_m2
0_01___0_5__,2_5___3_5,3_5___4_5,0_50_kg_m2,0_5___1_5,0_28_kg_m2,3_5___4_5,200___249_MJ_m2
0_5___1__,2_5___3_5,4_5___5_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,3_5___4_5,150___199_MJ_m2
6___10__,2_5___3_5,3_5___4_5,0_55_kg_m2,0_5___1_5,0_32_kg_m2,3_5___4_5,150___199_MJ_m2
0_01___0_5__,3_5___4_5,5_5___6_5,0_50_kg_m2,0_5___1_5,0_24_kg_m2,4_5___5_5,150___199_MJ_m2
0_00___0_01__,4_5___5_5,5_5___6_5,0_45_kg_m2,1_5___2_5,0_26_kg_m2,5_5___6_5,150___199_MJ_m2
10___25__,2_5___3_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_28_kg_m2,4_5___5_5,150___199_MJ_m2
50___100__,0_5___1_5,1_5___2_5,0_35_kg_m2,0_0___0_5,0_16_kg_m2,1_5___2_5,150___199_MJ_m2
6___10__,1_5___2_5,3_5___4_5,0_45_kg_m2,0_5___1_5,0_22_kg_m2,3_5___4_5,___150_MJ_m2
0_5___1__,2_5___3_5,3_5___4_5,0_35_kg_m2,0_5___1_5,0_14_kg_m2,3_5___4_5,___150_MJ_m2
2___6__,2_5___3_5,5_5___6_5,0_55_kg_m2,0_5___1_5,0_30_kg_m2,5_5___6_5,150___199_MJ_m2
50___100__,0_0___0_5,1_5___2_5,0_40_kg_m2,0_0___0_5,0_18_kg_m2,0_5___1_5,150___199_MJ_m2
50___100__,0_5___1_5,0_5___1_5,0_20_kg_m2,0_0___0_5,0_04_kg_m2,0_5___1_5,200___249_MJ_m2
2___6__,3_5___4_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_40_kg_m2,___6_5,200___249_MJ_m2
50___100__,0_0___0_5,0_0___0_5,0_10_kg_m2,0_0___0_5,0_02_kg_m2,0_0___0_5,150___199_MJ_m2
10___25__,1_5___2_5,2_5___3_5,0_35_kg_m2,0_5___1_5,0_18_kg_m2,2_5___3_5,150___199_MJ_m2
0_5___1__,3_5___4_5,5_5___6_5,0_55_kg_m2,0_5___1_5,0_28_kg_m2,5_5___6_5,200___249_MJ_m2
0_5___1__,3_5___4_5,4_5___5_5,0_60_kg_m2,0_5___1_5,0_32_kg_m2,4_5___5_5,200___249_MJ_m2
50___100__,1_5___2_5,1_5___2_5,0_25_kg_m2,0_5___1_5,0_08_kg_m2,1_5___2_5,___150_MJ_m2
1___2__,3_5___4_5,5_5___6_5,0_60_kg_m2,1_5___2_5,0_34_kg_m2,___6_5,150___199_MJ_m2
0_5___1__,3_5___4_5,___6_5,0_75_kg_m2,0_5___1_5,0_42_kg_m2,5_5___6_5,200___249_MJ_m2
0_5___1__,3_5___4_5,5_5___6_5,0_65_kg_m2,0_5___1_5,0_38_kg_m2,4_5___5_5,200___249_MJ_m2
1___2__,4_5___5_5,___6_5,0_60_kg_m2,1_5___2_5,0_38_kg_m2,5_5___6_5,150___199_MJ_m2
6___10__,3_5___4_5,4_5___5_5,0_50_kg_m2,0_5___1_5,0_28_kg_m2,4_5___5_5,150___199_MJ_m2
6___10__,2_5___3_5,4_5___5_5,0_65_kg_m2,0_5___1_5,0_36_kg_m2,4_5___5_5,200___249_MJ_m2
25___50__,0_0___0_5,2_5___3_5,0_45_kg_m2,0_0___0_5,0_22_kg_m2,0_5___1_5,150___199_MJ_m2
0_01___0_5__,2_5___3_5,3_5___4_5,0_35_kg_m2,0_5___1_5,0_20_kg_m2,3_5___4_5,150___199_MJ_m2
6___10__,2_5___3_5,5_5___6_5,0_45_kg_m2,0_5___1_5,0_26_kg_m2,4_5___5_5,150___199_MJ_m2
1___2__,4_5___5_5,5_5___6_5,0_45_kg_m2,0_5___1_5,0_24_kg_m2,5_5___6_5,150___199_MJ_m2
10___25__,1_5___2_5,3_5___4_5,0_50_kg_m2,0_0___0_5,0_24_kg_m2,3_5___4_5,150___199_MJ_m2
2___6__,1_5___2_5,2_5___3_5,0_35_kg_m2,0_5___1_5,0_16_kg_m2,2_5___3_5,___150_MJ_m2
25___50__,1_5___2_5,2_5___3_5,0_45_kg_m2,0_5___1_5,0_22_kg_m2,2_5___3_5,150___199_MJ_m2
10___25__,2_5___3_5,3_5___4_5,0_35_kg_m2,0_5___1_5,0_16_kg_m2,3_5___4_5,150___199_MJ_m2
0_01___0_5__,3_5___4_5,___6_5,0_50_kg_m2,0_5___1_5,0_28_kg_m2,5_5___6_5,150___199_MJ_m2
0_01___0_5__,3_5___4_5,5_5___6_5,0_55_kg_m2,0_5___1_5,0_26_kg_m2,5_5___6_5,200___249_MJ_m2
10___25__,1_5___2_5,2_5___3_5,0_45_kg_m2,0_0___0_5,0_24_kg_m2,2_5___3_5,200___249_MJ_m2
0_01___0_5__,2_5___3_5,5_5___6_5,0_40_kg_m2,0_5___1_5,0_20_kg_m2,4_5___5_5,150___199_MJ_m2
50___100__,1_5___2_5,1_5___2_5,0_35_kg_m2,0_5___1_5,0_16_kg_m2,1_5___2_5,150___199_MJ_m2
