HRBP,ANAPHYLAXIS,LVFAILURE,CO,HRSAT,HREKG,PCWP,TPR,ARTCO2,HR
LOW,False,True,LOW,LOW,NORMAL,LOW,NORMAL,HIGH,NORMAL
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,True,LOW,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL
NORMAL,False,True,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
NORMAL,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
LOW,False,False,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,LOW
HIGH,False,False,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,True,NORMAL,HIGH,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,LOW,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,LOW,LOW,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH
LOW,False,False,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,LOW,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
LOW,False,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,LOW,LOW,NORMAL,NORMAL,LOW,HIGH,LOW
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,LOW,NORMAL,NORMAL,NORMAL,LOW,HIGH,LOW
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL
HIGH,False,False,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,LOW,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,NORMAL
HIGH,False,False,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,True,NORMAL,HIGH,HIGH,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH
HIGH,False,True,LOW,NORMAL,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,True,NORMAL,HIGH,HIGH,LOW,LOW,HIGH,HIGH
HIGH,True,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
NORMAL,False,True,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH
LOW,False,False,LOW,LOW,LOW,HIGH,LOW,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,HIGH
LOW,False,False,LOW,LOW,LOW,HIGH,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL
LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,LOW,NORMAL
NORMAL,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,False,LOW,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,True,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,LOW,LOW,LOW,HIGH,LOW,HIGH,LOW
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,True,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,True,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,LOW,LOW,HIGH,NORMAL
NORMAL,False,False,LOW,HIGH,LOW,NORMAL,LOW,HIGH,LOW
LOW,False,False,LOW,HIGH,LOW,LOW,HIGH,LOW,LOW
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,False,False,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,LOW,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
NORMAL,False,False,LOW,NORMAL,HIGH,HIGH,LOW,LOW,LOW
HIGH,False,False,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,True,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,True,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,True,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
