B,E,G,H,J
Private,9,Sales,Own-child,Male
State-gov,12,Prof-specialty,Husband,Male
Private,10,Tech-support,Not-in-family,Female
Self-emp-inc,11,Exec-managerial,Husband,Male
Private,12,Exec-managerial,Husband,Male
Private,6,Craft-repair,Not-in-family,Female
Private,10,Tech-support,Not-in-family,Female
noValueSetHere123156456,6,noValueSetHere123156456,Own-child,Female
Private,10,Tech-support,Unmarried,Female
Self-emp-not-inc,9,Farming-fishing,Not-in-family,Female
State-gov,13,Exec-managerial,Husband,Male
Private,9,Other-service,Not-in-family,Male
Self-emp-inc,15,Prof-specialty,Husband,Male
Private,7,Transport-moving,Own-child,Male
Private,9,Farming-fishing,Husband,Male
Private,13,Sales,Husband,Male
Private,10,Prof-specialty,Not-in-family,Female
Private,9,Machine-op-inspct,Own-child,Female
State-gov,9,Handlers-cleaners,Husband,Male
Private,1,Farming-fishing,Not-in-family,Male
Private,9,Adm-clerical,Husband,Male
Private,9,Transport-moving,Husband,Male
Self-emp-not-inc,9,Prof-specialty,Husband,Male
Private,11,Handlers-cleaners,Husband,Male
Private,6,Handlers-cleaners,Husband,Male
Federal-gov,9,Adm-clerical,Not-in-family,Female
Private,7,Handlers-cleaners,Husband,Male
Federal-gov,13,Exec-managerial,Husband,Male
Private,9,Prof-specialty,Not-in-family,Male
Private,10,Exec-managerial,Own-child,Female
noValueSetHere123156456,12,noValueSetHere123156456,Husband,Male
Private,10,Farming-fishing,Husband,Male
Private,13,Exec-managerial,Husband,Male
Private,13,Prof-specialty,Not-in-family,Female
Self-emp-not-inc,9,Transport-moving,Husband,Male
State-gov,14,Prof-specialty,Husband,Male
Private,7,Adm-clerical,Own-child,Female
Self-emp-not-inc,7,Other-service,Own-child,Female
Private,7,Farming-fishing,Husband,Male
Private,9,Machine-op-inspct,Own-child,Male
Self-emp-not-inc,9,Craft-repair,Own-child,Male
Self-emp-not-inc,10,Craft-repair,Husband,Male
Private,10,Sales,Not-in-family,Female
Private,10,Craft-repair,Husband,Male
Private,4,Transport-moving,Husband,Male
Private,9,Transport-moving,Husband,Male
Private,13,Exec-managerial,Not-in-family,Male
Federal-gov,13,Prof-specialty,Husband,Male
State-gov,15,Prof-specialty,Husband,Male
Federal-gov,9,Transport-moving,Husband,Male
Private,9,Prof-specialty,Husband,Male
Private,9,Protective-serv,Husband,Male
Private,7,Handlers-cleaners,Own-child,Male
Private,10,Machine-op-inspct,Unmarried,Female
Private,9,Craft-repair,Husband,Male
noValueSetHere123156456,3,noValueSetHere123156456,Husband,Male
Private,9,Sales,Not-in-family,Female
Private,14,Prof-specialty,Not-in-family,Male
Private,10,Craft-repair,Husband,Male
Private,10,Adm-clerical,Not-in-family,Female
State-gov,13,Prof-specialty,Not-in-family,Female
Private,10,Other-service,Own-child,Female
noValueSetHere123156456,10,noValueSetHere123156456,Not-in-family,Female
Private,13,Prof-specialty,Husband,Male
Private,13,Craft-repair,Husband,Male
Private,10,Exec-managerial,Own-child,Female
Local-gov,9,Other-service,Husband,Male
Private,13,Sales,Not-in-family,Female
Federal-gov,13,Adm-clerical,Unmarried,Female
Private,9,Sales,Husband,Male
Private,14,Exec-managerial,Husband,Male
Private,10,Craft-repair,Not-in-family,Male
Private,10,Machine-op-inspct,Husband,Male
Private,5,Transport-moving,Husband,Male
Private,9,Transport-moving,Husband,Male
Private,14,Exec-managerial,Not-in-family,Male
noValueSetHere123156456,10,noValueSetHere123156456,Own-child,Male
Private,10,Exec-managerial,Not-in-family,Male
Private,13,Handlers-cleaners,Unmarried,Male
Private,9,Machine-op-inspct,Unmarried,Female
Private,3,Other-service,Own-child,Female
Private,13,Exec-managerial,Husband,Male
Private,9,Machine-op-inspct,Own-child,Male
Private,13,Prof-specialty,Husband,Male
Local-gov,12,Craft-repair,Husband,Male
Private,11,Prof-specialty,Husband,Male
Local-gov,7,Craft-repair,Husband,Male
Self-emp-not-inc,14,Craft-repair,Husband,Male
noValueSetHere123156456,9,noValueSetHere123156456,Unmarried,Female
Private,9,Adm-clerical,Husband,Male
Self-emp-inc,15,Other-service,Not-in-family,Male
Self-emp-inc,2,Sales,Husband,Male
Private,5,Machine-op-inspct,Husband,Male
Local-gov,9,Transport-moving,Not-in-family,Male
Private,13,Sales,Husband,Male
Private,13,Sales,Husband,Male
Private,10,Tech-support,Husband,Male
Private,10,Adm-clerical,Husband,Male
noValueSetHere123156456,13,noValueSetHere123156456,Husband,Male
Private,9,Craft-repair,Husband,Male
Private,13,Sales,Other-relative,Female
Self-emp-not-inc,13,Sales,Husband,Male
Private,13,Prof-specialty,Not-in-family,Male
Private,10,Adm-clerical,Not-in-family,Female
Private,10,Adm-clerical,Own-child,Female
Private,10,Adm-clerical,Unmarried,Female
Private,4,Farming-fishing,Unmarried,Male
Federal-gov,12,Exec-managerial,Unmarried,Male
Self-emp-not-inc,10,Machine-op-inspct,Husband,Male
Local-gov,9,Other-service,Own-child,Male
Private,13,Prof-specialty,Not-in-family,Female
Private,13,Exec-managerial,Husband,Male
Private,9,Handlers-cleaners,Other-relative,Male
Local-gov,9,Prof-specialty,Own-child,Male
Private,10,Transport-moving,Not-in-family,Male
Self-emp-not-inc,12,Transport-moving,Husband,Male
Private,9,Farming-fishing,Own-child,Male
Self-emp-not-inc,9,Transport-moving,Not-in-family,Male
Private,10,Adm-clerical,Own-child,Female
Private,14,Prof-specialty,Husband,Male
Private,10,Tech-support,Husband,Male
Private,6,Handlers-cleaners,Not-in-family,Male
Private,13,Adm-clerical,Not-in-family,Male
Self-emp-inc,10,Farming-fishing,Husband,Male
Private,10,Craft-repair,Husband,Male
Private,9,Craft-repair,Husband,Male
Private,5,Craft-repair,Husband,Male
Private,7,Sales,Own-child,Male
Private,13,Exec-managerial,Not-in-family,Male
Self-emp-not-inc,13,Exec-managerial,Own-child,Female
Private,6,Other-service,Husband,Male
Private,13,Exec-managerial,Husband,Male
Self-emp-not-inc,10,Other-service,Not-in-family,Female
Federal-gov,9,Prof-specialty,Not-in-family,Female
Private,13,Prof-specialty,Husband,Male
Federal-gov,9,Adm-clerical,Unmarried,Female
Private,9,Adm-clerical,Unmarried,Female
Private,13,Exec-managerial,Husband,Male
Private,10,Adm-clerical,Unmarried,Female
Private,9,Craft-repair,Unmarried,Male
Private,13,Tech-support,Husband,Male
noValueSetHere123156456,10,noValueSetHere123156456,Own-child,Female
Private,12,Tech-support,Unmarried,Female
Private,10,Adm-clerical,Not-in-family,Female
Private,13,Prof-specialty,Not-in-family,Female
Private,13,Adm-clerical,Not-in-family,Male
Private,9,Machine-op-inspct,Not-in-family,Male
Private,10,Sales,Unmarried,Female
Private,13,Machine-op-inspct,Not-in-family,Female
Self-emp-not-inc,3,Craft-repair,Husband,Male
Private,9,Handlers-cleaners,Other-relative,Male
Private,3,Farming-fishing,Unmarried,Male
Private,12,Prof-specialty,Not-in-family,Female
Private,10,Craft-repair,Husband,Male
Private,9,Other-service,Not-in-family,Female
Private,9,Craft-repair,Own-child,Male
Local-gov,9,Exec-managerial,Not-in-family,Female
Private,16,Prof-specialty,Husband,Male
Private,9,Transport-moving,Husband,Male
Private,11,Exec-managerial,Husband,Male
Private,12,Adm-clerical,Unmarried,Female
Self-emp-not-inc,9,Other-service,Husband,Male
Private,9,Transport-moving,Husband,Male
Private,9,Sales,Husband,Male
Private,9,Exec-managerial,Not-in-family,Female
Private,11,Prof-specialty,Wife,Female
Private,16,Prof-specialty,Wife,Female
Self-emp-not-inc,11,Exec-managerial,Not-in-family,Female
Private,13,Prof-specialty,Husband,Male
Federal-gov,12,Adm-clerical,Unmarried,Female
Private,9,Machine-op-inspct,Not-in-family,Female
Private,9,Other-service,Own-child,Male
Private,10,Sales,Husband,Male
Private,11,Other-service,Not-in-family,Male
Self-emp-not-inc,10,Sales,Not-in-family,Male
Private,10,Other-service,Own-child,Male
Private,9,Craft-repair,Husband,Male
Private,6,Craft-repair,Husband,Male
noValueSetHere123156456,6,noValueSetHere123156456,Not-in-family,Female
Private,5,Farming-fishing,Not-in-family,Male
Private,13,Sales,Husband,Male
Private,10,Adm-clerical,Own-child,Female
Local-gov,14,Prof-specialty,Not-in-family,Female
Private,13,Sales,Not-in-family,Male
Federal-gov,11,Tech-support,Not-in-family,Male
Self-emp-inc,9,Exec-managerial,Husband,Male
Private,9,Other-service,Not-in-family,Female
Local-gov,10,Craft-repair,Husband,Male
noValueSetHere123156456,7,noValueSetHere123156456,Own-child,Male
Private,10,Craft-repair,Husband,Male
Local-gov,8,Handlers-cleaners,Not-in-family,Male
Private,9,Handlers-cleaners,Own-child,Male
Local-gov,13,Prof-specialty,Husband,Male
Private,10,Sales,Own-child,Female
Private,9,Craft-repair,Other-relative,Male
Private,10,Adm-clerical,Not-in-family,Male
Local-gov,13,Prof-specialty,Own-child,Male
State-gov,10,Sales,Own-child,Female
Private,10,Craft-repair,Husband,Male
Private,7,Other-service,Own-child,Female
Private,5,Transport-moving,Own-child,Male
Local-gov,10,Other-service,Husband,Male
noValueSetHere123156456,11,noValueSetHere123156456,Unmarried,Male
Self-emp-not-inc,13,Sales,Unmarried,Male
Private,2,Machine-op-inspct,Husband,Male
Private,10,Transport-moving,Unmarried,Male
Private,15,Prof-specialty,Not-in-family,Female
Local-gov,10,Transport-moving,Unmarried,Male
Federal-gov,11,Prof-specialty,Own-child,Male
Private,14,Exec-managerial,Husband,Male
Self-emp-not-inc,13,Sales,Husband,Male
Private,10,Tech-support,Not-in-family,Male
Private,10,Craft-repair,Husband,Male
Self-emp-inc,4,Sales,Husband,Male
Private,7,Other-service,Own-child,Female
noValueSetHere123156456,10,noValueSetHere123156456,Own-child,Female
Private,6,Adm-clerical,Own-child,Male
Private,9,Adm-clerical,Own-child,Female
Private,9,Other-service,Not-in-family,Male
Self-emp-not-inc,13,Exec-managerial,Not-in-family,Male
Private,9,Sales,Husband,Male
Private,11,Exec-managerial,Not-in-family,Female
Private,9,Other-service,Not-in-family,Male
Private,6,Other-service,Husband,Male
Private,9,Craft-repair,Not-in-family,Male
Private,10,Other-service,Unmarried,Female
Private,10,Machine-op-inspct,Not-in-family,Female
State-gov,10,Other-service,Not-in-family,Male
Private,10,Transport-moving,Husband,Male
Private,9,Handlers-cleaners,Own-child,Male
Private,11,Transport-moving,Husband,Male
Private,9,Craft-repair,Unmarried,Male
Private,10,Adm-clerical,Husband,Male
Private,9,Other-service,Husband,Male
Local-gov,12,Protective-serv,Not-in-family,Male
Private,10,Adm-clerical,Unmarried,Female
Local-gov,9,Exec-managerial,Husband,Male
Private,9,Sales,Own-child,Female
Private,11,Prof-specialty,Not-in-family,Female
Private,9,Protective-serv,Not-in-family,Female
Private,9,Prof-specialty,Unmarried,Female
Private,12,Adm-clerical,Not-in-family,Male
Private,14,Prof-specialty,Not-in-family,Female
Private,10,Tech-support,Husband,Male
Private,8,Handlers-cleaners,Unmarried,Male
Private,12,Adm-clerical,Not-in-family,Female
Self-emp-inc,9,Exec-managerial,Husband,Male
Private,9,Sales,Not-in-family,Male
Private,3,Machine-op-inspct,Not-in-family,Female
Private,7,Transport-moving,Own-child,Female
Local-gov,4,Other-service,Not-in-family,Male
Private,10,Machine-op-inspct,Husband,Male
Private,8,Adm-clerical,Own-child,Male
Private,3,Machine-op-inspct,Husband,Male
Private,5,Craft-repair,Unmarried,Female
noValueSetHere123156456,9,noValueSetHere123156456,Own-child,Female
Local-gov,15,Adm-clerical,Husband,Male
Self-emp-not-inc,4,Sales,Husband,Male
Private,9,Farming-fishing,Not-in-family,Male
Private,4,Adm-clerical,Husband,Male
Private,9,Machine-op-inspct,Husband,Male
Self-emp-not-inc,9,Farming-fishing,Husband,Male
Local-gov,9,Craft-repair,Husband,Male
Private,10,Craft-repair,Husband,Male
Private,13,Exec-managerial,Not-in-family,Female
Private,9,Craft-repair,Own-child,Male
Private,10,Adm-clerical,Not-in-family,Male
Private,10,Adm-clerical,Other-relative,Female
State-gov,7,Transport-moving,Husband,Male
Federal-gov,14,Prof-specialty,Husband,Male
Private,13,Sales,Not-in-family,Male
noValueSetHere123156456,10,noValueSetHere123156456,Own-child,Female
Private,10,Tech-support,Own-child,Male
State-gov,16,Prof-specialty,Husband,Male
State-gov,10,Adm-clerical,Husband,Male
Self-emp-not-inc,15,Prof-specialty,Husband,Male
Private,9,Prof-specialty,Husband,Male
Private,10,Adm-clerical,Unmarried,Female
Private,9,Machine-op-inspct,Other-relative,Male
Self-emp-not-inc,11,Farming-fishing,Husband,Male
Private,13,Exec-managerial,Own-child,Male
Private,9,Craft-repair,Unmarried,Male
Private,9,Other-service,Own-child,Female
Private,9,Other-service,Not-in-family,Female
State-gov,9,Craft-repair,Husband,Male
Private,9,Craft-repair,Own-child,Male
Local-gov,4,Transport-moving,Husband,Male
Private,9,Adm-clerical,Not-in-family,Male
noValueSetHere123156456,13,noValueSetHere123156456,Husband,Male
Local-gov,9,Protective-serv,Own-child,Female
Private,10,Adm-clerical,Husband,Male
Private,9,Machine-op-inspct,Wife,Female
Private,9,Handlers-cleaners,Own-child,Male
Self-emp-not-inc,9,Craft-repair,Husband,Male
Private,4,Transport-moving,Husband,Male
Private,8,Machine-op-inspct,Unmarried,Female
Private,9,Other-service,Own-child,Female
Private,12,Adm-clerical,Not-in-family,Male
Private,9,Prof-specialty,Not-in-family,Male
Private,13,Adm-clerical,Not-in-family,Female
Private,10,Sales,Own-child,Male
Self-emp-inc,9,Exec-managerial,Husband,Male
Private,11,Sales,Husband,Male
Private,13,Adm-clerical,Unmarried,Male
Self-emp-not-inc,13,Craft-repair,Husband,Male
Self-emp-not-inc,12,Exec-managerial,Unmarried,Female
Private,6,Exec-managerial,Not-in-family,Female
noValueSetHere123156456,5,noValueSetHere123156456,Not-in-family,Male
Private,9,Machine-op-inspct,Husband,Male
Federal-gov,10,Other-service,Unmarried,Female
Private,13,Exec-managerial,Husband,Male
Never-worked,10,noValueSetHere123156456,Own-child,Male
Private,9,Transport-moving,Husband,Male
Private,13,Sales,Not-in-family,Male
Private,10,Sales,Own-child,Female
Self-emp-inc,13,Machine-op-inspct,Husband,Male
noValueSetHere123156456,10,noValueSetHere123156456,Not-in-family,Female
Private,9,Other-service,Unmarried,Female
Private,7,Machine-op-inspct,Not-in-family,Female
Private,10,Handlers-cleaners,Unmarried,Male
Private,9,Handlers-cleaners,Own-child,Male
Private,9,Sales,Not-in-family,Male
Private,9,Craft-repair,Own-child,Female
Private,9,Farming-fishing,Husband,Male
Private,8,Craft-repair,Own-child,Male
Private,9,Exec-managerial,Husband,Male
Private,9,Adm-clerical,Own-child,Female
Private,13,Prof-specialty,Husband,Male
Local-gov,12,Exec-managerial,Husband,Male
Private,9,Exec-managerial,Own-child,Female
Private,11,Tech-support,Unmarried,Female
Private,9,Other-service,Unmarried,Female
Private,9,Sales,Wife,Female
Private,9,Exec-managerial,Own-child,Male
Self-emp-not-inc,16,Prof-specialty,Husband,Male
Private,13,Sales,Husband,Male
Self-emp-not-inc,9,Craft-repair,Husband,Male
Self-emp-inc,9,Exec-managerial,Husband,Male
Self-emp-not-inc,9,Craft-repair,Husband,Male
Private,13,Exec-managerial,Wife,Female
Private,5,Sales,Husband,Male
Private,10,Exec-managerial,Husband,Male
Private,9,Craft-repair,Husband,Male
Private,10,Other-service,Own-child,Male
Private,9,Machine-op-inspct,Unmarried,Female
Self-emp-not-inc,16,Sales,Husband,Male
noValueSetHere123156456,10,noValueSetHere123156456,Own-child,Female
Private,9,Craft-repair,Husband,Male
Private,13,Exec-managerial,Unmarried,Female
Private,9,Sales,Husband,Male
Private,10,Exec-managerial,Own-child,Female
Private,9,Adm-clerical,Own-child,Female
Private,10,Other-service,Own-child,Male
Private,10,Craft-repair,Husband,Male
Private,12,Transport-moving,Own-child,Male
Private,9,Machine-op-inspct,Husband,Male
Private,10,Other-service,Unmarried,Female
Private,15,Prof-specialty,Not-in-family,Male
Private,14,Sales,Not-in-family,Female
Self-emp-inc,13,Exec-managerial,Husband,Male
noValueSetHere123156456,13,noValueSetHere123156456,Own-child,Female
State-gov,15,Other-service,Husband,Male
Private,9,Other-service,Other-relative,Male
Private,10,Adm-clerical,Own-child,Female
Self-emp-inc,9,Sales,Husband,Male
Private,3,Farming-fishing,Husband,Male
Private,10,Exec-managerial,Not-in-family,Female
Local-gov,9,Transport-moving,Husband,Male
Private,5,Other-service,Unmarried,Female
Private,13,Exec-managerial,Husband,Male
Self-emp-not-inc,9,Craft-repair,Unmarried,Male
Private,8,Other-service,Own-child,Male
Private,9,Other-service,Own-child,Female
Private,9,Exec-managerial,Not-in-family,Male
Self-emp-not-inc,9,Farming-fishing,Not-in-family,Male
Private,9,Transport-moving,Husband,Male
Private,12,Machine-op-inspct,Unmarried,Male
Private,8,Craft-repair,Husband,Male
Private,11,Adm-clerical,Other-relative,Female
Private,10,Handlers-cleaners,Own-child,Female
Private,13,Sales,Not-in-family,Male
Private,9,Transport-moving,Husband,Male
Private,14,Exec-managerial,Husband,Male
Local-gov,9,Adm-clerical,Unmarried,Female
Private,11,Prof-specialty,Wife,Female
Private,10,Craft-repair,Own-child,Male
State-gov,13,Exec-managerial,Not-in-family,Female
Private,13,Prof-specialty,Husband,Male
Private,9,Exec-managerial,Unmarried,Female
Private,14,Prof-specialty,Husband,Male
Self-emp-inc,9,Sales,Not-in-family,Male
Self-emp-inc,13,Farming-fishing,Husband,Male
Private,11,Craft-repair,Husband,Male
Private,14,Exec-managerial,Not-in-family,Female
noValueSetHere123156456,10,noValueSetHere123156456,Own-child,Female
Self-emp-not-inc,11,Farming-fishing,Own-child,Male
Private,13,Prof-specialty,Husband,Male
Self-emp-not-inc,11,Farming-fishing,Husband,Male
Private,10,Sales,Husband,Male
Local-gov,16,Prof-specialty,Not-in-family,Female
Private,10,Sales,Own-child,Male
Private,10,Other-service,Not-in-family,Male
Local-gov,13,Prof-specialty,Not-in-family,Male
Private,13,Prof-specialty,Wife,Female
Private,9,Craft-repair,Not-in-family,Male
Private,10,Sales,Own-child,Female
State-gov,9,Adm-clerical,Husband,Male
Federal-gov,9,Handlers-cleaners,Own-child,Female
Private,8,Transport-moving,Not-in-family,Male
noValueSetHere123156456,10,noValueSetHere123156456,Other-relative,Male
Private,9,Handlers-cleaners,Husband,Male
Private,9,Handlers-cleaners,Own-child,Male
noValueSetHere123156456,7,noValueSetHere123156456,Own-child,Female
Federal-gov,9,Adm-clerical,Husband,Male
Private,10,Other-service,Own-child,Female
noValueSetHere123156456,9,noValueSetHere123156456,Unmarried,Male
Private,10,Sales,Not-in-family,Female
Private,9,Craft-repair,Own-child,Male
State-gov,14,Prof-specialty,Husband,Male
Private,10,Other-service,Not-in-family,Female
Private,9,Exec-managerial,Not-in-family,Male
noValueSetHere123156456,10,noValueSetHere123156456,Own-child,Female
