F,G,H,J,M,O
Married-civ-spouse,Sales,Husband,Male,45,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Never-married,Sales,Own-child,Male,40,<=50K
Never-married,Adm-clerical,Own-child,Female,40,<=50K
Never-married,Adm-clerical,Own-child,Male,40,<=50K
Married-civ-spouse,Protective-serv,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,50,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,50,<=50K
Never-married,Exec-managerial,Other-relative,Male,45,<=50K
Divorced,Transport-moving,Unmarried,Female,40,<=50K
Married-civ-spouse,Sales,Wife,Female,35,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Never-married,Sales,Not-in-family,Male,53,<=50K
Married-civ-spouse,noValueSetHere123156456,Wife,Female,20,<=50K
Never-married,Protective-serv,Not-in-family,Male,40,<=50K
Never-married,Exec-managerial,Not-in-family,Female,40,<=50K
Married-civ-spouse,Sales,Husband,Male,52,<=50K
Never-married,Adm-clerical,Not-in-family,Female,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,60,<=50K
Married-civ-spouse,noValueSetHere123156456,Wife,Female,30,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,60,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Divorced,Prof-specialty,Not-in-family,Female,45,>50K
Never-married,Adm-clerical,Own-child,Female,20,<=50K
Never-married,Craft-repair,Not-in-family,Male,38,<=50K
Married-civ-spouse,Sales,Husband,Male,45,<=50K
Divorced,Machine-op-inspct,Other-relative,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,50,>50K
Divorced,Exec-managerial,Not-in-family,Male,40,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,40,<=50K
Divorced,Exec-managerial,Unmarried,Female,45,<=50K
Divorced,Adm-clerical,Unmarried,Female,15,<=50K
Married-civ-spouse,Sales,Wife,Female,40,<=50K
Married-civ-spouse,Sales,Wife,Female,70,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,35,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Never-married,Other-service,Own-child,Female,45,<=50K
Never-married,Transport-moving,Own-child,Female,40,<=50K
Divorced,Craft-repair,Unmarried,Female,40,<=50K
Never-married,Adm-clerical,Not-in-family,Female,8,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Widowed,Sales,Not-in-family,Female,35,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Never-married,Prof-specialty,Not-in-family,Male,50,<=50K
Divorced,Adm-clerical,Unmarried,Female,62,<=50K
Separated,Craft-repair,Unmarried,Male,40,<=50K
Never-married,noValueSetHere123156456,Not-in-family,Male,40,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,<=50K
Never-married,Other-service,Own-child,Female,29,<=50K
Never-married,Transport-moving,Own-child,Male,40,<=50K
Married-civ-spouse,Sales,Wife,Female,50,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,60,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,55,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,40,>50K
Never-married,Sales,Own-child,Female,20,<=50K
Married-spouse-absent,noValueSetHere123156456,Not-in-family,Male,40,<=50K
Married-civ-spouse,Other-service,Husband,Male,60,<=50K
Never-married,Prof-specialty,Other-relative,Female,20,<=50K
Widowed,noValueSetHere123156456,Not-in-family,Female,44,<=50K
Never-married,Other-service,Not-in-family,Female,22,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,45,>50K
Separated,Craft-repair,Unmarried,Female,40,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Divorced,Sales,Unmarried,Male,47,<=50K
Divorced,Priv-house-serv,Not-in-family,Female,44,<=50K
Never-married,Other-service,Unmarried,Female,35,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Married-civ-spouse,Sales,Husband,Male,25,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,70,<=50K
Divorced,Craft-repair,Unmarried,Male,45,<=50K
Never-married,Transport-moving,Own-child,Male,70,<=50K
Never-married,Adm-clerical,Own-child,Female,30,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Never-married,Adm-clerical,Not-in-family,Male,40,<=50K
Never-married,Machine-op-inspct,Own-child,Male,20,<=50K
Divorced,Craft-repair,Unmarried,Male,55,<=50K
Divorced,Adm-clerical,Unmarried,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Wife,Female,40,>50K
Divorced,Adm-clerical,Unmarried,Female,10,<=50K
Never-married,Adm-clerical,Unmarried,Female,40,<=50K
Divorced,noValueSetHere123156456,Not-in-family,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Never-married,Other-service,Own-child,Male,20,<=50K
Divorced,Protective-serv,Unmarried,Female,40,<=50K
Separated,Prof-specialty,Other-relative,Female,40,<=50K
Never-married,Other-service,Not-in-family,Female,38,<=50K
Never-married,Machine-op-inspct,Other-relative,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,>50K
Never-married,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,40,<=50K
Never-married,Prof-specialty,Own-child,Female,40,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,24,<=50K
Never-married,Sales,Own-child,Female,20,<=50K
Divorced,Exec-managerial,Not-in-family,Female,40,<=50K
Never-married,Other-service,Not-in-family,Female,35,<=50K
Never-married,Other-service,Own-child,Male,40,<=50K
Never-married,Prof-specialty,Not-in-family,Male,35,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,45,>50K
Never-married,noValueSetHere123156456,Own-child,Female,40,<=50K
Separated,Handlers-cleaners,Unmarried,Female,40,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,40,<=50K
Married-civ-spouse,Sales,Husband,Male,10,<=50K
Divorced,Exec-managerial,Not-in-family,Male,50,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,44,>50K
Married-civ-spouse,Sales,Husband,Male,50,>50K
Never-married,noValueSetHere123156456,Other-relative,Male,20,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Married-civ-spouse,Adm-clerical,Wife,Female,20,<=50K
Never-married,Tech-support,Own-child,Male,30,<=50K
Divorced,Other-service,Unmarried,Female,48,>50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,<=50K
Never-married,Transport-moving,Not-in-family,Male,40,<=50K
Divorced,Craft-repair,Not-in-family,Male,47,<=50K
Never-married,Adm-clerical,Own-child,Female,12,<=50K
Never-married,Prof-specialty,Not-in-family,Female,45,<=50K
Divorced,Adm-clerical,Own-child,Male,40,<=50K
Separated,Transport-moving,Not-in-family,Male,20,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Married-civ-spouse,Exec-managerial,Wife,Female,15,<=50K
Married-civ-spouse,Other-service,Husband,Male,40,<=50K
Never-married,Other-service,Not-in-family,Female,40,<=50K
Married-civ-spouse,Other-service,Husband,Male,40,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,45,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Never-married,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,50,>50K
Never-married,Protective-serv,Not-in-family,Male,42,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Never-married,Transport-moving,Own-child,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,50,<=50K
Never-married,Adm-clerical,Not-in-family,Female,40,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,<=50K
Never-married,Exec-managerial,Not-in-family,Male,50,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,40,<=50K
Never-married,Machine-op-inspct,Own-child,Male,40,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,<=50K
Never-married,Adm-clerical,Not-in-family,Male,35,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,60,>50K
Never-married,Machine-op-inspct,Not-in-family,Male,40,<=50K
Never-married,Other-service,Own-child,Male,40,<=50K
Never-married,noValueSetHere123156456,Own-child,Female,25,<=50K
Never-married,Tech-support,Not-in-family,Male,40,<=50K
Divorced,Prof-specialty,Not-in-family,Female,60,<=50K
Never-married,Adm-clerical,Other-relative,Male,40,<=50K
Never-married,Sales,Own-child,Female,20,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,63,>50K
Never-married,Transport-moving,Own-child,Male,40,<=50K
Never-married,Exec-managerial,Own-child,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Wife,Female,40,<=50K
Divorced,Tech-support,Unmarried,Female,40,<=50K
Divorced,Adm-clerical,Unmarried,Female,40,<=50K
Never-married,Adm-clerical,Own-child,Female,15,<=50K
Never-married,Exec-managerial,Not-in-family,Male,50,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,20,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,50,<=50K
Widowed,Adm-clerical,Unmarried,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Never-married,Craft-repair,Own-child,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,55,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Widowed,Other-service,Unmarried,Male,52,<=50K
Married-spouse-absent,Exec-managerial,Unmarried,Female,45,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,<=50K
Married-civ-spouse,noValueSetHere123156456,Other-relative,Female,40,>50K
Never-married,Exec-managerial,Own-child,Male,43,<=50K
Never-married,Protective-serv,Own-child,Male,40,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,>50K
Divorced,Exec-managerial,Not-in-family,Male,60,<=50K
Never-married,Adm-clerical,Not-in-family,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,45,<=50K
Never-married,Sales,Own-child,Female,36,<=50K
Widowed,Machine-op-inspct,Not-in-family,Female,40,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,34,>50K
Never-married,Sales,Own-child,Male,40,<=50K
Never-married,Sales,Own-child,Male,25,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,20,<=50K
Widowed,Tech-support,Not-in-family,Female,35,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,60,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,45,>50K
Divorced,Craft-repair,Not-in-family,Female,35,<=50K
Divorced,Tech-support,Not-in-family,Female,40,<=50K
Never-married,noValueSetHere123156456,Own-child,Female,4,<=50K
Divorced,Tech-support,Unmarried,Female,40,<=50K
Widowed,Farming-fishing,Not-in-family,Female,14,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Never-married,Other-service,Not-in-family,Male,30,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,36,>50K
Never-married,Transport-moving,Own-child,Male,15,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Divorced,Prof-specialty,Not-in-family,Female,45,>50K
Widowed,Machine-op-inspct,Own-child,Female,30,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Male,40,<=50K
Never-married,Farming-fishing,Not-in-family,Male,35,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,45,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,15,>50K
Married-civ-spouse,Handlers-cleaners,Husband,Male,50,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Male,40,<=50K
Divorced,Adm-clerical,Not-in-family,Female,52,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Male,40,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Divorced,Prof-specialty,Not-in-family,Male,45,<=50K
Never-married,Exec-managerial,Own-child,Female,10,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,3,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Never-married,Prof-specialty,Not-in-family,Female,45,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,90,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,20,<=50K
Never-married,Adm-clerical,Own-child,Female,20,<=50K
Never-married,Other-service,Own-child,Female,4,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,40,<=50K
Never-married,Machine-op-inspct,Own-child,Male,1,<=50K
Divorced,Craft-repair,Own-child,Male,50,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,60,<=50K
Never-married,Sales,Not-in-family,Female,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Married-civ-spouse,Transport-moving,Husband,Male,40,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,50,<=50K
Separated,Exec-managerial,Not-in-family,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,75,>50K
Married-civ-spouse,Transport-moving,Husband,Male,40,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,42,>50K
Married-civ-spouse,Protective-serv,Husband,Male,40,<=50K
Never-married,Handlers-cleaners,Own-child,Male,40,<=50K
Separated,Machine-op-inspct,Unmarried,Female,70,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,50,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,40,<=50K
Divorced,Sales,Not-in-family,Female,40,<=50K
Separated,Prof-specialty,Not-in-family,Male,40,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Never-married,Adm-clerical,Not-in-family,Female,50,<=50K
Separated,Prof-specialty,Not-in-family,Female,38,<=50K
Never-married,Other-service,Own-child,Female,20,<=50K
Never-married,noValueSetHere123156456,Not-in-family,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,65,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Never-married,Exec-managerial,Own-child,Female,20,<=50K
Married-civ-spouse,Other-service,Husband,Male,40,>50K
Never-married,Sales,Not-in-family,Female,30,<=50K
Separated,Adm-clerical,Unmarried,Female,40,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Never-married,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,35,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,40,>50K
Never-married,Exec-managerial,Not-in-family,Male,37,<=50K
Never-married,noValueSetHere123156456,Own-child,Male,23,<=50K
Never-married,Exec-managerial,Not-in-family,Male,50,<=50K
Never-married,Handlers-cleaners,Unmarried,Male,35,<=50K
Widowed,Machine-op-inspct,Unmarried,Female,40,<=50K
Never-married,Other-service,Own-child,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,55,>50K
Never-married,Machine-op-inspct,Own-child,Male,60,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,55,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Divorced,noValueSetHere123156456,Unmarried,Female,20,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,50,>50K
Never-married,Other-service,Not-in-family,Male,60,>50K
Married-civ-spouse,Sales,Husband,Male,20,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Never-married,Transport-moving,Not-in-family,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,40,>50K
Married-civ-spouse,Sales,Husband,Male,60,>50K
Married-civ-spouse,Tech-support,Husband,Male,40,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,50,>50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Divorced,Sales,Other-relative,Female,40,<=50K
Married-civ-spouse,Sales,Husband,Male,55,<=50K
Never-married,Prof-specialty,Not-in-family,Male,10,<=50K
Never-married,Adm-clerical,Not-in-family,Female,40,<=50K
Never-married,Adm-clerical,Own-child,Female,35,<=50K
Widowed,Adm-clerical,Unmarried,Female,40,<=50K
Never-married,Farming-fishing,Unmarried,Male,40,<=50K
Divorced,Exec-managerial,Unmarried,Male,50,>50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,35,>50K
Never-married,Other-service,Own-child,Male,60,<=50K
Never-married,Prof-specialty,Not-in-family,Female,50,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Never-married,Handlers-cleaners,Other-relative,Male,40,<=50K
Never-married,Prof-specialty,Own-child,Male,40,<=50K
Divorced,Transport-moving,Not-in-family,Male,48,>50K
Married-civ-spouse,Transport-moving,Husband,Male,40,<=50K
Never-married,Farming-fishing,Own-child,Male,47,<=50K
Separated,Transport-moving,Not-in-family,Male,70,<=50K
Never-married,Adm-clerical,Own-child,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,>50K
Married-civ-spouse,Tech-support,Husband,Male,40,>50K
Never-married,Handlers-cleaners,Not-in-family,Male,40,<=50K
Never-married,Adm-clerical,Not-in-family,Male,40,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,60,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Never-married,Sales,Own-child,Male,20,<=50K
Never-married,Exec-managerial,Not-in-family,Male,40,<=50K
Never-married,Exec-managerial,Own-child,Female,40,<=50K
Married-civ-spouse,Other-service,Husband,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Divorced,Other-service,Not-in-family,Female,40,<=50K
Divorced,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,48,>50K
Never-married,Adm-clerical,Unmarried,Female,12,<=50K
Divorced,Adm-clerical,Unmarried,Female,28,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Separated,Adm-clerical,Unmarried,Female,40,<=50K
Divorced,Craft-repair,Unmarried,Male,40,<=50K
Married-civ-spouse,Tech-support,Husband,Male,50,>50K
Never-married,noValueSetHere123156456,Own-child,Female,10,<=50K
Never-married,Tech-support,Unmarried,Female,45,<=50K
Never-married,Adm-clerical,Not-in-family,Female,40,<=50K
Never-married,Prof-specialty,Not-in-family,Female,32,<=50K
Never-married,Adm-clerical,Not-in-family,Male,60,<=50K
Never-married,Machine-op-inspct,Not-in-family,Male,40,<=50K
Widowed,Sales,Unmarried,Female,30,<=50K
Divorced,Machine-op-inspct,Not-in-family,Female,42,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Never-married,Handlers-cleaners,Other-relative,Male,40,<=50K
Never-married,Farming-fishing,Unmarried,Male,36,<=50K
Divorced,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Divorced,Other-service,Not-in-family,Female,4,<=50K
Never-married,Craft-repair,Own-child,Male,37,<=50K
Divorced,Exec-managerial,Not-in-family,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,>50K
Married-civ-spouse,Transport-moving,Husband,Male,60,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Separated,Adm-clerical,Unmarried,Female,57,<=50K
Married-civ-spouse,Other-service,Husband,Male,80,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,46,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Never-married,Exec-managerial,Not-in-family,Female,50,<=50K
Married-civ-spouse,Prof-specialty,Wife,Female,36,<=50K
Married-civ-spouse,Prof-specialty,Wife,Female,37,>50K
Widowed,Exec-managerial,Not-in-family,Female,30,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,48,>50K
Divorced,Adm-clerical,Unmarried,Female,40,<=50K
Widowed,Machine-op-inspct,Not-in-family,Female,40,<=50K
Divorced,Other-service,Own-child,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Never-married,Other-service,Not-in-family,Male,45,<=50K
