E,H,J,K,L,M,O
7,Unmarried,Male,0,0,20,<=50K
11,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,70,>50K
14,Not-in-family,Female,0,0,38,<=50K
9,Husband,Male,0,0,42,<=50K
11,Unmarried,Female,0,0,40,<=50K
11,Husband,Male,0,0,40,>50K
14,Unmarried,Female,1506,0,40,<=50K
6,Not-in-family,Female,0,0,30,<=50K
13,Husband,Male,0,0,60,>50K
10,Unmarried,Female,0,0,35,<=50K
10,Own-child,Female,0,0,20,<=50K
13,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,60,>50K
13,Other-relative,Male,0,0,40,<=50K
13,Husband,Male,0,0,57,>50K
12,Not-in-family,Male,0,0,30,<=50K
9,Not-in-family,Female,0,0,40,<=50K
13,Not-in-family,Female,0,0,12,<=50K
10,Not-in-family,Female,0,0,25,<=50K
9,Husband,Male,0,0,25,<=50K
9,Husband,Male,0,1485,40,>50K
11,Husband,Male,0,1887,48,>50K
4,Unmarried,Female,0,0,40,<=50K
9,Husband,Male,0,0,35,<=50K
10,Other-relative,Male,0,0,40,<=50K
10,Husband,Male,0,0,35,<=50K
13,Husband,Male,0,1887,40,>50K
9,Not-in-family,Male,2597,0,55,<=50K
10,Unmarried,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,0,0,65,>50K
13,Not-in-family,Female,0,0,50,<=50K
13,Not-in-family,Male,0,0,46,<=50K
12,Wife,Female,0,0,40,<=50K
6,Own-child,Male,0,0,30,<=50K
9,Husband,Male,0,0,60,>50K
9,Not-in-family,Female,0,0,45,<=50K
10,Husband,Male,0,0,40,>50K
10,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,5178,0,60,>50K
10,Other-relative,Female,0,0,65,<=50K
7,Husband,Male,0,0,50,<=50K
13,Husband,Male,0,0,44,>50K
10,Unmarried,Female,0,0,43,<=50K
10,Other-relative,Female,0,0,20,<=50K
10,Husband,Male,0,0,55,>50K
9,Wife,Female,0,0,40,<=50K
15,Husband,Male,0,0,55,>50K
13,Not-in-family,Male,0,0,60,<=50K
10,Own-child,Female,0,0,20,<=50K
9,Husband,Male,0,0,56,>50K
4,Own-child,Male,0,0,52,<=50K
10,Own-child,Female,0,0,40,<=50K
9,Other-relative,Male,0,0,40,<=50K
13,Own-child,Female,0,0,40,<=50K
6,Husband,Male,0,0,45,<=50K
8,Wife,Female,0,0,40,<=50K
6,Husband,Male,0,0,40,<=50K
16,Not-in-family,Female,0,0,43,>50K
10,Not-in-family,Male,0,0,30,<=50K
10,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
14,Own-child,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,50,<=50K
12,Unmarried,Female,0,0,36,<=50K
11,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,50,<=50K
12,Husband,Male,0,0,30,<=50K
14,Husband,Male,0,0,50,>50K
2,Other-relative,Female,0,0,40,<=50K
10,Wife,Female,0,0,10,>50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,7298,0,50,>50K
9,Husband,Male,0,0,40,<=50K
5,Unmarried,Female,99999,0,37,>50K
4,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
9,Not-in-family,Female,0,0,45,<=50K
14,Not-in-family,Male,4650,0,40,<=50K
13,Husband,Male,0,0,55,<=50K
13,Not-in-family,Male,0,0,30,<=50K
9,Husband,Male,0,0,50,<=50K
10,Own-child,Male,0,0,30,<=50K
8,Own-child,Male,0,0,30,<=50K
14,Not-in-family,Female,4865,0,40,<=50K
13,Not-in-family,Male,0,1741,40,<=50K
12,Not-in-family,Male,0,0,55,<=50K
14,Not-in-family,Male,0,0,35,<=50K
10,Husband,Male,0,0,38,<=50K
9,Husband,Male,0,0,45,<=50K
9,Own-child,Male,0,0,25,<=50K
11,Own-child,Male,0,0,40,<=50K
8,Own-child,Female,0,0,30,<=50K
13,Not-in-family,Female,0,0,40,<=50K
11,Unmarried,Female,0,0,32,<=50K
12,Not-in-family,Male,0,0,60,<=50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,10,>50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,50,<=50K
3,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,18,<=50K
13,Husband,Male,0,0,45,>50K
9,Husband,Male,0,0,45,<=50K
7,Not-in-family,Male,0,0,40,<=50K
14,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
14,Wife,Female,0,0,50,>50K
11,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,10,<=50K
6,Unmarried,Female,0,0,45,<=50K
10,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,24,>50K
9,Husband,Male,0,0,60,<=50K
13,Husband,Male,15024,0,45,>50K
14,Unmarried,Female,0,0,65,<=50K
15,Husband,Male,0,0,50,>50K
9,Other-relative,Female,0,0,40,<=50K
10,Wife,Female,0,0,38,>50K
10,Own-child,Female,0,0,40,<=50K
10,Husband,Male,0,0,50,>50K
14,Not-in-family,Male,2329,0,60,<=50K
10,Not-in-family,Female,0,0,33,<=50K
11,Other-relative,Male,0,0,40,<=50K
13,Husband,Male,0,0,60,<=50K
10,Husband,Male,0,0,15,<=50K
9,Unmarried,Female,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
13,Husband,Male,7298,0,45,>50K
13,Unmarried,Female,0,0,72,<=50K
14,Unmarried,Female,0,0,20,<=50K
9,Not-in-family,Female,0,0,40,<=50K
13,Own-child,Male,0,0,72,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,50,<=50K
9,Not-in-family,Male,0,0,45,<=50K
16,Husband,Male,0,0,50,>50K
13,Wife,Male,0,0,60,<=50K
11,Husband,Male,7688,0,40,>50K
13,Husband,Male,0,0,45,>50K
8,Husband,Male,0,0,45,<=50K
10,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,60,<=50K
9,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,30,<=50K
13,Husband,Male,0,0,40,>50K
11,Wife,Female,0,0,45,>50K
9,Husband,Male,0,0,40,<=50K
1,Other-relative,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,45,<=50K
9,Not-in-family,Male,0,0,40,>50K
9,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
14,Unmarried,Female,0,0,32,<=50K
10,Not-in-family,Female,0,0,45,<=50K
14,Husband,Male,7298,0,50,>50K
13,Husband,Male,3103,0,60,>50K
9,Husband,Male,0,0,40,>50K
10,Other-relative,Female,0,0,40,<=50K
11,Own-child,Male,0,0,50,<=50K
4,Husband,Male,0,1579,65,<=50K
14,Not-in-family,Male,0,0,40,>50K
14,Husband,Male,0,0,50,>50K
6,Own-child,Male,0,0,15,<=50K
4,Husband,Male,0,0,40,>50K
10,Wife,Female,3103,0,40,>50K
14,Unmarried,Female,0,0,42,<=50K
9,Husband,Male,0,0,45,<=50K
9,Unmarried,Female,0,0,20,<=50K
10,Not-in-family,Female,0,0,25,<=50K
9,Husband,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,80,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Other-relative,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
8,Husband,Male,0,0,98,<=50K
10,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
7,Own-child,Male,0,0,50,<=50K
10,Other-relative,Female,0,0,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
6,Other-relative,Male,0,0,35,<=50K
6,Own-child,Male,0,0,20,<=50K
9,Husband,Male,3103,0,45,>50K
9,Own-child,Female,0,0,40,<=50K
13,Unmarried,Female,1506,0,36,<=50K
10,Not-in-family,Male,0,0,35,<=50K
10,Wife,Female,7688,0,50,>50K
2,Husband,Male,0,0,35,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,60,<=50K
12,Not-in-family,Female,2597,0,40,<=50K
11,Own-child,Female,0,0,40,<=50K
10,Not-in-family,Female,0,0,40,<=50K
13,Not-in-family,Female,0,0,50,<=50K
13,Husband,Male,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,32,<=50K
9,Unmarried,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,30,<=50K
13,Not-in-family,Female,0,0,45,<=50K
10,Own-child,Male,0,0,12,<=50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,38,<=50K
13,Husband,Male,7688,0,40,>50K
12,Husband,Male,0,0,54,>50K
13,Husband,Male,0,0,36,>50K
13,Not-in-family,Female,0,0,40,<=50K
9,Wife,Female,3103,0,40,>50K
9,Husband,Male,7688,0,70,>50K
10,Husband,Male,5178,0,50,>50K
14,Not-in-family,Male,0,0,20,<=50K
15,Husband,Male,7688,0,50,>50K
13,Husband,Male,99999,0,50,>50K
10,Husband,Male,0,0,99,<=50K
14,Not-in-family,Female,0,0,15,<=50K
9,Not-in-family,Female,0,0,30,<=50K
10,Not-in-family,Female,0,0,40,<=50K
14,Husband,Male,7298,0,50,>50K
6,Husband,Male,0,0,40,<=50K
9,Wife,Female,0,0,25,<=50K
9,Husband,Male,0,2002,40,<=50K
4,Husband,Male,0,0,20,<=50K
9,Own-child,Male,0,0,40,<=50K
11,Not-in-family,Male,8614,0,40,>50K
13,Not-in-family,Female,0,0,40,<=50K
12,Own-child,Male,0,0,20,<=50K
13,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,40,<=50K
1,Own-child,Female,0,0,25,<=50K
13,Not-in-family,Male,27828,0,45,>50K
10,Not-in-family,Female,0,0,37,<=50K
9,Husband,Male,0,0,40,<=50K
10,Own-child,Male,0,0,40,<=50K
14,Husband,Male,0,0,19,<=50K
14,Unmarried,Female,0,2547,40,>50K
13,Not-in-family,Female,0,0,40,<=50K
14,Husband,Male,0,0,50,>50K
9,Husband,Male,0,0,45,<=50K
10,Own-child,Male,0,0,24,<=50K
10,Not-in-family,Male,0,0,40,<=50K
13,Unmarried,Female,1506,0,35,<=50K
9,Husband,Male,0,2179,40,<=50K
10,Own-child,Female,0,0,30,<=50K
9,Husband,Male,0,0,40,>50K
13,Other-relative,Male,0,0,40,<=50K
8,Own-child,Female,0,0,8,<=50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,48,<=50K
13,Not-in-family,Male,0,0,12,<=50K
14,Not-in-family,Female,3273,0,40,<=50K
9,Wife,Female,0,0,40,<=50K
10,Husband,Male,0,0,7,<=50K
6,Unmarried,Female,0,0,15,<=50K
13,Not-in-family,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,48,<=50K
13,Husband,Male,0,0,40,<=50K
9,Own-child,Male,0,1974,40,<=50K
9,Own-child,Male,0,0,60,<=50K
9,Not-in-family,Female,0,0,40,<=50K
10,Not-in-family,Male,0,0,45,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,12,<=50K
7,Husband,Male,0,0,40,<=50K
9,Own-child,Female,114,0,40,<=50K
13,Husband,Male,0,0,48,<=50K
13,Husband,Male,0,0,40,<=50K
7,Own-child,Male,0,0,25,<=50K
9,Husband,Male,0,0,45,<=50K
9,Other-relative,Male,0,0,40,<=50K
9,Husband,Male,0,0,16,<=50K
14,Husband,Male,7298,0,45,>50K
10,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,20,<=50K
9,Husband,Male,7298,0,40,>50K
7,Wife,Female,0,0,5,<=50K
13,Own-child,Male,0,0,40,<=50K
13,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,1579,35,<=50K
9,Husband,Male,0,0,40,>50K
12,Not-in-family,Male,0,0,30,<=50K
10,Husband,Male,0,0,50,<=50K
9,Husband,Male,0,0,45,<=50K
9,Husband,Male,0,0,44,>50K
9,Husband,Male,0,0,40,<=50K
7,Own-child,Male,0,0,50,<=50K
13,Husband,Male,0,0,60,<=50K
9,Own-child,Female,0,0,40,<=50K
10,Husband,Male,0,0,70,<=50K
12,Husband,Male,5178,0,48,>50K
11,Own-child,Male,0,0,40,<=50K
7,Own-child,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,46,<=50K
10,Husband,Male,0,0,22,<=50K
13,Not-in-family,Male,0,0,50,<=50K
9,Husband,Male,0,0,60,<=50K
10,Unmarried,Female,0,0,40,<=50K
16,Husband,Male,0,0,23,<=50K
8,Not-in-family,Female,0,0,50,<=50K
13,Unmarried,Male,0,0,40,<=50K
4,Husband,Male,0,0,70,<=50K
13,Not-in-family,Male,0,0,40,<=50K
11,Not-in-family,Female,0,0,30,<=50K
13,Husband,Male,0,0,50,>50K
13,Own-child,Female,0,0,50,<=50K
9,Husband,Male,0,0,40,>50K
16,Husband,Male,0,0,20,>50K
6,Unmarried,Female,0,0,40,<=50K
13,Unmarried,Male,0,0,35,<=50K
9,Not-in-family,Female,0,0,40,<=50K
4,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,60,>50K
9,Husband,Male,0,0,40,<=50K
11,Husband,Male,0,0,50,>50K
11,Not-in-family,Female,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,50,<=50K
9,Not-in-family,Male,0,0,50,<=50K
14,Wife,Female,0,0,40,>50K
3,Husband,Male,0,2603,40,<=50K
13,Not-in-family,Male,0,0,7,>50K
13,Husband,Male,0,0,50,>50K
7,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,35,<=50K
9,Wife,Female,0,0,40,<=50K
6,Husband,Male,0,0,45,<=50K
10,Not-in-family,Male,0,0,60,<=50K
9,Other-relative,Female,0,0,60,<=50K
6,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
13,Husband,Male,0,0,20,<=50K
13,Husband,Male,0,0,60,<=50K
14,Husband,Male,0,0,45,<=50K
13,Husband,Male,0,0,60,>50K
9,Unmarried,Female,0,0,48,<=50K
9,Husband,Male,0,2377,40,<=50K
7,Own-child,Female,0,0,20,<=50K
11,Unmarried,Female,0,625,40,<=50K
10,Wife,Female,0,0,42,<=50K
10,Husband,Male,0,1740,40,<=50K
10,Not-in-family,Male,0,0,50,<=50K
10,Own-child,Female,0,0,12,<=50K
9,Husband,Male,0,0,55,<=50K
11,Husband,Male,0,0,40,<=50K
14,Husband,Male,99999,0,50,>50K
10,Unmarried,Female,0,0,20,<=50K
13,Husband,Male,4064,0,60,<=50K
10,Own-child,Male,0,0,35,<=50K
9,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,14084,0,40,>50K
7,Unmarried,Female,0,0,15,<=50K
13,Husband,Male,0,0,60,>50K
6,Unmarried,Male,0,0,40,<=50K
10,Own-child,Female,0,0,30,<=50K
13,Husband,Male,0,0,45,>50K
3,Husband,Male,0,0,25,<=50K
9,Husband,Male,0,0,40,<=50K
15,Husband,Male,0,0,45,>50K
10,Own-child,Female,0,0,40,<=50K
10,Husband,Male,0,0,30,<=50K
13,Husband,Male,0,0,40,<=50K
14,Not-in-family,Male,0,0,45,<=50K
9,Unmarried,Female,0,0,25,<=50K
9,Husband,Male,0,1672,40,<=50K
9,Husband,Male,0,0,45,>50K
10,Not-in-family,Male,0,0,45,<=50K
13,Not-in-family,Male,0,0,35,<=50K
9,Husband,Male,0,0,48,<=50K
10,Own-child,Female,0,0,30,<=50K
13,Own-child,Female,2174,0,60,<=50K
7,Husband,Male,0,0,40,<=50K
7,Unmarried,Male,1506,0,50,<=50K
9,Husband,Male,0,0,40,>50K
10,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Male,0,0,30,<=50K
9,Husband,Male,0,0,40,<=50K
16,Husband,Male,0,1902,50,>50K
12,Own-child,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,50,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
9,Unmarried,Male,0,0,50,<=50K
9,Unmarried,Female,0,0,40,<=50K
13,Unmarried,Female,0,0,35,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,55,>50K
9,Own-child,Male,0,0,40,<=50K
14,Not-in-family,Female,0,0,40,<=50K
3,Husband,Male,0,0,40,<=50K
13,Own-child,Male,0,0,38,<=50K
9,Not-in-family,Female,0,0,40,<=50K
3,Other-relative,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
13,Not-in-family,Male,0,0,60,<=50K
9,Not-in-family,Female,0,0,40,<=50K
8,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,7688,0,40,>50K
7,Own-child,Male,0,0,20,<=50K
15,Husband,Male,99999,0,40,>50K
9,Not-in-family,Female,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
6,Own-child,Female,0,0,40,<=50K
10,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
9,Own-child,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
3,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,40,<=50K
13,Own-child,Female,0,0,30,<=50K
9,Unmarried,Female,0,0,45,<=50K
8,Own-child,Male,0,0,25,<=50K
9,Wife,Female,7298,0,40,>50K
13,Husband,Male,0,0,40,>50K
6,Own-child,Female,0,1602,12,<=50K
10,Not-in-family,Male,0,1504,60,<=50K
13,Own-child,Female,0,0,40,<=50K
15,Wife,Female,0,0,45,>50K
14,Not-in-family,Male,0,0,60,<=50K
13,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,40,>50K
13,Not-in-family,Female,0,0,45,<=50K
14,Not-in-family,Female,0,0,50,>50K
10,Other-relative,Female,0,0,40,<=50K
13,Husband,Male,15024,0,65,>50K
9,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
10,Own-child,Female,0,0,20,<=50K
4,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
13,Own-child,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
12,Not-in-family,Male,0,0,48,<=50K
10,Husband,Male,0,0,40,<=50K
11,Not-in-family,Male,0,2444,42,>50K
10,Own-child,Female,0,0,10,<=50K
10,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,48,<=50K
9,Wife,Female,0,0,40,<=50K
7,Not-in-family,Male,0,0,45,<=50K
13,Husband,Male,0,0,46,>50K
11,Husband,Male,0,0,40,<=50K
12,Husband,Male,0,0,40,>50K
10,Own-child,Female,0,0,25,<=50K
9,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,27,<=50K
10,Own-child,Male,0,0,16,<=50K
7,Own-child,Female,0,0,25,<=50K
13,Own-child,Male,5178,0,50,>50K
13,Unmarried,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,20,<=50K
10,Husband,Male,0,0,50,<=50K
15,Not-in-family,Male,0,0,13,<=50K
10,Not-in-family,Female,0,0,40,<=50K
13,Not-in-family,Female,0,0,50,>50K
13,Husband,Male,0,0,45,>50K
13,Not-in-family,Male,0,0,50,<=50K
11,Not-in-family,Female,4865,0,40,<=50K
12,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,8,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,18,<=50K
9,Husband,Male,0,0,40,<=50K
9,Unmarried,Male,0,0,32,<=50K
8,Husband,Male,0,0,40,>50K
5,Unmarried,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,25,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
7,Husband,Male,0,0,40,<=50K
9,Own-child,Female,0,0,19,<=50K
7,Husband,Male,0,0,20,<=50K
3,Not-in-family,Male,0,0,75,<=50K
13,Husband,Male,0,0,38,<=50K
13,Not-in-family,Male,27828,0,55,>50K
10,Not-in-family,Female,594,0,4,<=50K
14,Wife,Female,0,0,45,<=50K
10,Husband,Male,0,0,45,<=50K
13,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,45,>50K
10,Own-child,Female,0,1721,25,<=50K
4,Not-in-family,Male,0,0,30,<=50K
13,Wife,Female,0,0,25,<=50K
13,Husband,Male,0,0,50,>50K
13,Not-in-family,Female,0,0,40,<=50K
7,Unmarried,Female,0,0,30,<=50K
7,Own-child,Male,0,0,15,<=50K
10,Not-in-family,Female,0,0,20,<=50K
10,Wife,Female,0,0,40,<=50K
3,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,48,<=50K
6,Husband,Male,0,0,70,<=50K
9,Husband,Male,0,0,40,>50K
12,Not-in-family,Male,0,0,40,<=50K
9,Unmarried,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,70,<=50K
3,Husband,Male,0,0,40,<=50K
7,Unmarried,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Male,0,0,50,<=50K
10,Husband,Male,0,0,45,>50K
9,Wife,Female,5178,0,40,>50K
9,Husband,Male,0,0,20,<=50K
10,Husband,Male,0,0,40,>50K
13,Unmarried,Female,0,0,50,<=50K
10,Own-child,Male,0,0,20,<=50K
11,Not-in-family,Male,0,0,49,<=50K
9,Not-in-family,Male,0,0,60,<=50K
13,Wife,Female,5178,0,40,>50K
10,Not-in-family,Female,0,0,35,<=50K
10,Husband,Male,0,0,48,>50K
8,Not-in-family,Male,0,0,40,<=50K
9,Other-relative,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
2,Other-relative,Male,0,0,52,<=50K
13,Wife,Female,15024,0,45,>50K
9,Not-in-family,Female,0,0,50,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
10,Own-child,Male,0,0,30,<=50K
13,Husband,Male,0,0,55,<=50K
9,Not-in-family,Male,0,0,40,<=50K
6,Wife,Female,0,0,40,<=50K
10,Husband,Male,0,0,70,<=50K
9,Unmarried,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,40,<=50K
4,Husband,Male,0,0,48,<=50K
10,Wife,Female,0,0,47,<=50K
3,Other-relative,Male,0,0,32,<=50K
13,Not-in-family,Female,0,0,45,<=50K
10,Husband,Male,7688,0,40,>50K
8,Not-in-family,Male,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
11,Not-in-family,Female,0,0,40,<=50K
10,Husband,Male,0,0,55,>50K
10,Husband,Male,0,0,40,<=50K
7,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,20,<=50K
9,Other-relative,Male,0,0,50,<=50K
9,Own-child,Male,0,0,40,<=50K
4,Not-in-family,Male,0,0,70,<=50K
9,Unmarried,Female,0,0,30,<=50K
7,Unmarried,Female,0,0,40,<=50K
12,Not-in-family,Female,0,0,43,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,20,<=50K
13,Own-child,Male,0,0,50,<=50K
10,Husband,Male,0,0,45,<=50K
10,Husband,Male,0,0,50,>50K
13,Own-child,Male,0,0,42,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Own-child,Female,0,0,10,<=50K
4,Husband,Male,0,0,24,<=50K
11,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
4,Husband,Male,0,0,40,<=50K
7,Unmarried,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,29,<=50K
9,Husband,Male,0,0,40,>50K
9,Not-in-family,Female,0,0,20,<=50K
13,Not-in-family,Female,0,0,45,<=50K
13,Not-in-family,Male,0,0,40,<=50K
11,Husband,Male,4064,0,40,<=50K
10,Husband,Male,0,0,3,>50K
9,Not-in-family,Male,0,0,50,<=50K
7,Other-relative,Male,0,0,40,<=50K
14,Husband,Male,0,0,50,>50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,60,<=50K
10,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,50,<=50K
10,Not-in-family,Male,0,0,30,<=50K
9,Own-child,Female,0,0,20,<=50K
13,Husband,Male,0,0,40,>50K
12,Not-in-family,Male,0,0,50,>50K
9,Husband,Male,0,0,96,<=50K
12,Husband,Male,0,0,35,>50K
9,Husband,Male,0,0,60,>50K
10,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Male,0,0,54,<=50K
9,Unmarried,Female,0,0,50,<=50K
14,Husband,Male,0,0,50,>50K
9,Unmarried,Male,0,0,32,<=50K
9,Other-relative,Male,0,0,35,>50K
9,Husband,Male,0,0,50,>50K
10,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,1902,40,>50K
9,Husband,Male,0,0,40,<=50K
5,Husband,Male,0,0,49,<=50K
9,Not-in-family,Male,0,0,38,<=50K
9,Husband,Male,0,0,55,<=50K
10,Husband,Male,7688,0,38,>50K
10,Husband,Male,0,0,80,<=50K
10,Husband,Male,0,0,50,<=50K
10,Husband,Male,0,0,50,<=50K
15,Husband,Male,0,0,30,<=50K
7,Not-in-family,Female,0,0,38,<=50K
13,Own-child,Female,0,0,40,<=50K
9,Not-in-family,Male,4865,0,45,<=50K
7,Wife,Female,0,0,40,<=50K
11,Husband,Male,5178,0,40,>50K
9,Own-child,Male,0,0,40,<=50K
10,Own-child,Female,0,0,12,<=50K
14,Husband,Male,0,0,40,>50K
11,Unmarried,Female,0,0,40,<=50K
11,Own-child,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
11,Husband,Male,0,0,40,<=50K
10,Own-child,Male,2176,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
13,Wife,Female,0,0,25,<=50K
9,Husband,Male,0,0,50,<=50K
8,Own-child,Male,0,0,20,<=50K
13,Own-child,Male,2202,0,30,<=50K
12,Husband,Male,0,0,56,>50K
13,Not-in-family,Female,0,0,20,<=50K
13,Husband,Male,99999,0,70,>50K
13,Husband,Male,0,0,45,<=50K
12,Husband,Male,0,0,40,>50K
6,Husband,Male,0,0,40,<=50K
14,Husband,Male,0,0,40,>50K
14,Husband,Male,99999,0,65,>50K
14,Husband,Male,0,0,75,>50K
13,Husband,Male,0,0,5,<=50K
9,Husband,Male,0,0,50,<=50K
14,Husband,Male,0,0,40,>50K
13,Husband,Male,0,1977,50,>50K
10,Husband,Male,0,0,60,>50K
13,Own-child,Male,0,1590,40,<=50K
9,Husband,Male,3781,0,40,<=50K
10,Own-child,Male,3325,0,50,<=50K
13,Husband,Male,0,0,40,<=50K
9,Unmarried,Female,8614,0,43,>50K
9,Husband,Male,0,0,50,<=50K
9,Unmarried,Female,0,0,35,<=50K
6,Husband,Male,0,0,16,<=50K
14,Not-in-family,Male,27828,0,50,>50K
10,Not-in-family,Male,0,0,40,<=50K
5,Not-in-family,Female,0,0,20,<=50K
9,Not-in-family,Female,0,0,40,<=50K
7,Not-in-family,Male,0,0,40,<=50K
12,Husband,Male,0,2377,50,<=50K
13,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Male,14084,0,40,>50K
13,Husband,Male,0,0,40,>50K
