A,F,H,J
20,Never-married,Own-child,Female
64,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
20,Never-married,Not-in-family,Female
44,Divorced,Not-in-family,Female
45,Married-civ-spouse,Husband,Male
45,Married-civ-spouse,Wife,Female
45,Married-civ-spouse,Husband,Male
27,Never-married,Not-in-family,Male
41,Married-civ-spouse,Husband,Male
20,Never-married,Not-in-family,Male
54,Married-civ-spouse,Husband,Male
17,Never-married,Own-child,Female
50,Married-civ-spouse,Husband,Male
31,Never-married,Not-in-family,Male
49,Never-married,Not-in-family,Male
44,Married-civ-spouse,Husband,Male
49,Divorced,Not-in-family,Male
28,Never-married,Not-in-family,Male
43,Married-civ-spouse,Husband,Male
33,Divorced,Unmarried,Female
35,Divorced,Unmarried,Female
17,Never-married,Own-child,Female
25,Married-civ-spouse,Husband,Male
41,Divorced,Unmarried,Female
30,Never-married,Unmarried,Male
48,Married-civ-spouse,Husband,Male
61,Married-civ-spouse,Husband,Male
41,Separated,Not-in-family,Male
36,Never-married,Not-in-family,Male
24,Never-married,Not-in-family,Male
27,Never-married,Own-child,Male
18,Never-married,Own-child,Female
20,Never-married,Own-child,Female
18,Never-married,Own-child,Male
23,Married-civ-spouse,Husband,Male
43,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Wife,Female
36,Divorced,Unmarried,Female
28,Never-married,Not-in-family,Male
47,Married-civ-spouse,Husband,Male
51,Married-civ-spouse,Husband,Male
35,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
26,Divorced,Not-in-family,Female
31,Divorced,Not-in-family,Male
46,Divorced,Unmarried,Female
49,Never-married,Unmarried,Female
19,Never-married,Own-child,Female
45,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
70,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Female
46,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Male
17,Never-married,Other-relative,Female
43,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Female
37,Married-civ-spouse,Husband,Male
51,Widowed,Unmarried,Female
40,Married-civ-spouse,Husband,Male
24,Never-married,Own-child,Male
31,Married-civ-spouse,Husband,Male
59,Married-civ-spouse,Husband,Male
27,Never-married,Unmarried,Female
40,Married-civ-spouse,Husband,Male
30,Married-civ-spouse,Husband,Male
28,Never-married,Own-child,Male
25,Never-married,Own-child,Male
22,Never-married,Not-in-family,Female
21,Never-married,Own-child,Male
67,Married-civ-spouse,Husband,Male
35,Never-married,Not-in-family,Female
54,Married-civ-spouse,Husband,Male
36,Married-civ-spouse,Husband,Male
29,Married-civ-spouse,Husband,Male
32,Never-married,Unmarried,Female
55,Divorced,Not-in-family,Male
56,Divorced,Unmarried,Female
19,Never-married,Own-child,Male
36,Never-married,Not-in-family,Female
58,Widowed,Not-in-family,Female
35,Divorced,Unmarried,Female
44,Separated,Unmarried,Female
40,Married-civ-spouse,Husband,Male
18,Never-married,Own-child,Female
71,Married-civ-spouse,Husband,Male
51,Married-civ-spouse,Husband,Male
27,Never-married,Own-child,Male
20,Never-married,Own-child,Male
33,Never-married,Not-in-family,Female
34,Divorced,Unmarried,Female
28,Married-civ-spouse,Husband,Male
23,Never-married,Not-in-family,Female
36,Married-civ-spouse,Husband,Male
42,Divorced,Not-in-family,Female
31,Never-married,Not-in-family,Male
19,Never-married,Own-child,Male
38,Divorced,Not-in-family,Male
22,Never-married,Unmarried,Female
36,Divorced,Unmarried,Female
36,Married-civ-spouse,Husband,Male
17,Never-married,Own-child,Male
30,Never-married,Own-child,Female
35,Married-civ-spouse,Husband,Male
32,Never-married,Not-in-family,Male
42,Married-civ-spouse,Husband,Male
54,Never-married,Not-in-family,Female
36,Married-civ-spouse,Husband,Male
58,Never-married,Not-in-family,Male
39,Married-civ-spouse,Husband,Male
62,Widowed,Not-in-family,Female
51,Divorced,Unmarried,Male
52,Divorced,Not-in-family,Female
25,Never-married,Own-child,Female
26,Never-married,Not-in-family,Female
26,Married-civ-spouse,Own-child,Male
59,Never-married,Not-in-family,Female
21,Never-married,Other-relative,Male
45,Married-civ-spouse,Husband,Male
26,Married-civ-spouse,Husband,Male
68,Widowed,Unmarried,Male
60,Married-civ-spouse,Husband,Male
65,Married-civ-spouse,Husband,Male
41,Divorced,Unmarried,Female
34,Married-civ-spouse,Husband,Male
28,Married-civ-spouse,Husband,Male
40,Never-married,Not-in-family,Female
57,Married-civ-spouse,Husband,Male
37,Married-civ-spouse,Husband,Male
34,Divorced,Not-in-family,Male
21,Married-civ-spouse,Wife,Female
57,Married-civ-spouse,Husband,Male
55,Married-civ-spouse,Husband,Male
51,Never-married,Not-in-family,Male
56,Married-civ-spouse,Husband,Male
32,Never-married,Not-in-family,Male
18,Never-married,Own-child,Male
48,Married-spouse-absent,Not-in-family,Male
46,Married-civ-spouse,Husband,Male
41,Married-civ-spouse,Husband,Male
33,Married-civ-spouse,Husband,Male
33,Never-married,Own-child,Male
47,Married-spouse-absent,Other-relative,Male
46,Married-civ-spouse,Wife,Female
40,Divorced,Unmarried,Female
42,Married-civ-spouse,Husband,Male
31,Married-civ-spouse,Husband,Male
51,Married-civ-spouse,Husband,Male
44,Divorced,Unmarried,Female
37,Separated,Unmarried,Female
25,Never-married,Own-child,Female
63,Married-civ-spouse,Husband,Male
52,Divorced,Not-in-family,Male
42,Divorced,Not-in-family,Female
28,Never-married,Not-in-family,Female
30,Never-married,Not-in-family,Male
34,Married-civ-spouse,Husband,Male
37,Married-civ-spouse,Wife,Female
31,Married-civ-spouse,Husband,Male
35,Divorced,Not-in-family,Female
25,Never-married,Own-child,Female
38,Divorced,Not-in-family,Male
43,Never-married,Not-in-family,Male
22,Never-married,Other-relative,Female
18,Never-married,Own-child,Male
26,Never-married,Not-in-family,Female
36,Married-civ-spouse,Husband,Male
43,Divorced,Not-in-family,Male
21,Never-married,Not-in-family,Female
62,Widowed,Not-in-family,Female
26,Married-civ-spouse,Husband,Male
54,Married-civ-spouse,Husband,Male
18,Never-married,Own-child,Female
65,Married-civ-spouse,Husband,Male
41,Never-married,Not-in-family,Male
31,Never-married,Unmarried,Female
56,Divorced,Unmarried,Female
50,Married-civ-spouse,Husband,Male
22,Never-married,Own-child,Female
36,Married-civ-spouse,Husband,Male
48,Married-civ-spouse,Husband,Male
30,Married-civ-spouse,Wife,Female
35,Married-civ-spouse,Husband,Male
37,Married-civ-spouse,Husband,Male
32,Married-civ-spouse,Husband,Male
56,Married-civ-spouse,Wife,Female
29,Never-married,Not-in-family,Male
41,Divorced,Unmarried,Male
38,Never-married,Not-in-family,Male
34,Separated,Unmarried,Female
54,Never-married,Own-child,Male
36,Divorced,Own-child,Male
42,Divorced,Not-in-family,Female
33,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Female
69,Married-civ-spouse,Husband,Male
32,Never-married,Not-in-family,Female
50,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
45,Divorced,Not-in-family,Female
31,Married-civ-spouse,Husband,Male
24,Married-civ-spouse,Wife,Female
28,Never-married,Not-in-family,Male
21,Never-married,Own-child,Female
43,Divorced,Not-in-family,Male
22,Never-married,Not-in-family,Female
62,Married-civ-spouse,Husband,Male
21,Never-married,Not-in-family,Male
37,Married-civ-spouse,Husband,Male
34,Divorced,Unmarried,Female
74,Married-civ-spouse,Husband,Male
43,Divorced,Unmarried,Female
25,Never-married,Not-in-family,Female
43,Married-civ-spouse,Husband,Male
23,Married-civ-spouse,Husband,Male
33,Separated,Unmarried,Female
51,Married-civ-spouse,Husband,Male
64,Never-married,Unmarried,Female
35,Never-married,Not-in-family,Male
69,Married-spouse-absent,Not-in-family,Male
32,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Female
66,Married-civ-spouse,Husband,Male
31,Never-married,Not-in-family,Male
22,Never-married,Own-child,Female
32,Never-married,Not-in-family,Male
23,Never-married,Own-child,Female
21,Never-married,Own-child,Male
36,Married-civ-spouse,Wife,Female
62,Married-civ-spouse,Husband,Male
24,Never-married,Not-in-family,Male
45,Married-civ-spouse,Husband,Male
27,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Female
30,Married-civ-spouse,Husband,Male
17,Never-married,Own-child,Male
17,Never-married,Own-child,Male
21,Married-civ-spouse,Husband,Male
56,Married-civ-spouse,Husband,Male
59,Widowed,Unmarried,Female
37,Divorced,Unmarried,Female
52,Divorced,Unmarried,Female
50,Married-civ-spouse,Husband,Male
55,Married-civ-spouse,Husband,Male
55,Married-civ-spouse,Husband,Male
45,Divorced,Not-in-family,Female
72,Married-civ-spouse,Husband,Male
39,Divorced,Not-in-family,Female
28,Divorced,Not-in-family,Female
38,Divorced,Other-relative,Male
44,Separated,Not-in-family,Male
51,Never-married,Not-in-family,Male
20,Never-married,Own-child,Male
25,Never-married,Not-in-family,Female
52,Divorced,Other-relative,Female
45,Widowed,Not-in-family,Female
17,Never-married,Own-child,Female
20,Never-married,Own-child,Female
64,Married-civ-spouse,Husband,Male
34,Married-civ-spouse,Husband,Male
74,Married-civ-spouse,Husband,Male
58,Divorced,Not-in-family,Female
44,Married-civ-spouse,Husband,Male
23,Never-married,Not-in-family,Female
23,Never-married,Own-child,Male
27,Never-married,Other-relative,Female
34,Married-civ-spouse,Husband,Male
18,Never-married,Own-child,Female
33,Never-married,Unmarried,Female
50,Married-civ-spouse,Husband,Male
47,Divorced,Not-in-family,Male
50,Married-civ-spouse,Husband,Male
18,Never-married,Own-child,Female
49,Married-civ-spouse,Wife,Female
34,Married-civ-spouse,Husband,Male
51,Married-civ-spouse,Husband,Male
56,Married-civ-spouse,Husband,Male
64,Widowed,Unmarried,Female
23,Never-married,Not-in-family,Female
33,Married-civ-spouse,Husband,Male
43,Married-civ-spouse,Husband,Male
60,Divorced,Not-in-family,Male
57,Divorced,Unmarried,Female
22,Never-married,Not-in-family,Male
23,Never-married,Own-child,Male
54,Married-civ-spouse,Husband,Male
39,Married-civ-spouse,Husband,Male
32,Never-married,Not-in-family,Male
20,Never-married,Own-child,Male
30,Never-married,Not-in-family,Male
56,Married-civ-spouse,Husband,Male
34,Married-civ-spouse,Husband,Male
32,Never-married,Unmarried,Male
59,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Male
60,Widowed,Not-in-family,Female
29,Married-civ-spouse,Husband,Male
24,Married-civ-spouse,Husband,Male
41,Divorced,Not-in-family,Male
23,Married-civ-spouse,Other-relative,Female
32,Married-civ-spouse,Husband,Male
51,Never-married,Other-relative,Male
18,Never-married,Own-child,Male
28,Never-married,Own-child,Female
33,Married-civ-spouse,Wife,Female
38,Separated,Unmarried,Female
29,Never-married,Not-in-family,Male
25,Married-civ-spouse,Husband,Male
31,Never-married,Not-in-family,Male
34,Married-spouse-absent,Not-in-family,Female
34,Married-civ-spouse,Husband,Male
66,Married-civ-spouse,Husband,Male
41,Married-civ-spouse,Husband,Male
62,Married-civ-spouse,Husband,Male
58,Married-civ-spouse,Husband,Male
40,Separated,Unmarried,Female
24,Never-married,Own-child,Female
47,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Male
32,Married-civ-spouse,Husband,Male
51,Divorced,Not-in-family,Female
25,Married-civ-spouse,Husband,Male
60,Married-civ-spouse,Husband,Male
22,Never-married,Not-in-family,Male
29,Married-civ-spouse,Wife,Female
20,Married-civ-spouse,Own-child,Male
42,Divorced,Unmarried,Male
18,Never-married,Own-child,Male
23,Married-civ-spouse,Own-child,Female
28,Married-civ-spouse,Husband,Male
55,Divorced,Not-in-family,Female
40,Divorced,Not-in-family,Male
52,Divorced,Not-in-family,Male
37,Divorced,Unmarried,Male
21,Never-married,Own-child,Female
35,Never-married,Not-in-family,Male
45,Divorced,Unmarried,Male
39,Divorced,Unmarried,Female
54,Married-civ-spouse,Husband,Male
42,Divorced,Not-in-family,Female
26,Married-civ-spouse,Wife,Female
59,Married-civ-spouse,Husband,Male
42,Married-civ-spouse,Wife,Female
22,Never-married,Own-child,Female
33,Never-married,Not-in-family,Female
39,Married-civ-spouse,Husband,Male
18,Never-married,Own-child,Male
46,Married-civ-spouse,Husband,Male
24,Never-married,Not-in-family,Male
28,Married-civ-spouse,Wife,Female
21,Never-married,Own-child,Female
22,Never-married,Own-child,Male
61,Married-civ-spouse,Husband,Male
56,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Female
17,Never-married,Own-child,Male
29,Married-civ-spouse,Husband,Male
28,Married-civ-spouse,Husband,Male
62,Widowed,Not-in-family,Female
39,Separated,Not-in-family,Male
30,Never-married,Not-in-family,Male
20,Never-married,Unmarried,Male
18,Never-married,Own-child,Male
54,Never-married,Own-child,Male
49,Married-civ-spouse,Husband,Male
33,Married-civ-spouse,Husband,Male
50,Married-civ-spouse,Husband,Male
57,Married-civ-spouse,Husband,Male
50,Divorced,Own-child,Female
45,Married-civ-spouse,Husband,Male
41,Married-civ-spouse,Own-child,Male
23,Married-civ-spouse,Husband,Male
23,Never-married,Not-in-family,Female
47,Married-civ-spouse,Wife,Female
39,Married-civ-spouse,Husband,Male
29,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
18,Never-married,Own-child,Male
68,Married-civ-spouse,Husband,Male
62,Married-civ-spouse,Husband,Male
43,Married-civ-spouse,Husband,Male
35,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Female
21,Never-married,Own-child,Male
41,Divorced,Unmarried,Female
61,Married-civ-spouse,Husband,Male
24,Never-married,Not-in-family,Male
21,Never-married,Own-child,Male
36,Married-civ-spouse,Husband,Male
37,Never-married,Not-in-family,Female
69,Married-civ-spouse,Husband,Male
49,Divorced,Not-in-family,Female
55,Married-civ-spouse,Husband,Male
21,Married-civ-spouse,Husband,Male
18,Never-married,Own-child,Male
26,Married-civ-spouse,Not-in-family,Male
20,Never-married,Own-child,Female
46,Married-civ-spouse,Husband,Male
23,Never-married,Not-in-family,Male
48,Married-civ-spouse,Husband,Male
36,Married-civ-spouse,Husband,Male
42,Divorced,Not-in-family,Male
41,Married-civ-spouse,Husband,Male
45,Widowed,Unmarried,Female
52,Divorced,Not-in-family,Male
22,Never-married,Own-child,Female
20,Never-married,Not-in-family,Female
27,Separated,Not-in-family,Male
36,Divorced,Not-in-family,Male
34,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Female
47,Divorced,Unmarried,Female
21,Married-civ-spouse,Husband,Male
33,Never-married,Not-in-family,Male
31,Never-married,Unmarried,Male
61,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
55,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Male
39,Married-civ-spouse,Husband,Male
61,Married-civ-spouse,Husband,Male
28,Married-civ-spouse,Husband,Male
28,Married-civ-spouse,Husband,Male
61,Married-civ-spouse,Husband,Male
61,Married-civ-spouse,Husband,Male
54,Married-civ-spouse,Husband,Male
50,Married-civ-spouse,Husband,Male
37,Married-civ-spouse,Wife,Female
17,Never-married,Own-child,Female
56,Married-civ-spouse,Wife,Female
31,Divorced,Not-in-family,Female
32,Married-civ-spouse,Wife,Female
28,Divorced,Unmarried,Female
34,Married-civ-spouse,Husband,Male
33,Never-married,Own-child,Female
42,Divorced,Not-in-family,Female
64,Married-civ-spouse,Husband,Male
29,Married-civ-spouse,Husband,Male
41,Married-civ-spouse,Husband,Male
45,Married-civ-spouse,Husband,Male
48,Married-civ-spouse,Husband,Male
44,Separated,Not-in-family,Female
34,Never-married,Not-in-family,Male
40,Never-married,Not-in-family,Male
45,Married-civ-spouse,Husband,Male
23,Never-married,Own-child,Female
51,Married-civ-spouse,Husband,Male
24,Married-civ-spouse,Husband,Male
57,Widowed,Unmarried,Male
23,Never-married,Not-in-family,Female
34,Married-civ-spouse,Husband,Male
36,Divorced,Not-in-family,Male
56,Married-civ-spouse,Husband,Male
42,Divorced,Unmarried,Female
45,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Husband,Male
29,Married-civ-spouse,Husband,Male
54,Divorced,Not-in-family,Male
40,Married-civ-spouse,Husband,Male
29,Married-civ-spouse,Husband,Male
35,Never-married,Own-child,Male
47,Separated,Unmarried,Female
51,Never-married,Not-in-family,Female
28,Never-married,Other-relative,Male
58,Married-civ-spouse,Husband,Male
24,Never-married,Own-child,Female
46,Divorced,Not-in-family,Male
57,Married-civ-spouse,Husband,Male
22,Never-married,Other-relative,Male
28,Never-married,Not-in-family,Male
17,Never-married,Own-child,Male
23,Never-married,Own-child,Male
19,Never-married,Not-in-family,Male
66,Widowed,Unmarried,Female
38,Married-civ-spouse,Husband,Male
39,Divorced,Unmarried,Female
39,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
39,Divorced,Own-child,Male
22,Never-married,Own-child,Male
36,Never-married,Own-child,Male
32,Married-civ-spouse,Husband,Male
29,Never-married,Not-in-family,Male
43,Never-married,Not-in-family,Male
51,Married-civ-spouse,Husband,Male
42,Married-civ-spouse,Husband,Male
32,Never-married,Unmarried,Female
34,Never-married,Own-child,Male
51,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Male
33,Never-married,Not-in-family,Female
34,Married-civ-spouse,Husband,Male
32,Married-civ-spouse,Husband,Male
38,Never-married,Own-child,Male
27,Married-civ-spouse,Husband,Male
35,Married-civ-spouse,Husband,Male
29,Never-married,Not-in-family,Male
40,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
37,Never-married,Unmarried,Female
38,Married-civ-spouse,Husband,Male
37,Married-civ-spouse,Husband,Male
44,Married-civ-spouse,Husband,Male
25,Never-married,Not-in-family,Male
38,Never-married,Unmarried,Male
34,Divorced,Unmarried,Female
50,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
20,Never-married,Unmarried,Male
47,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
34,Divorced,Not-in-family,Male
61,Married-civ-spouse,Husband,Male
55,Divorced,Not-in-family,Female
