F,H,I,J,K,N
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Divorced,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,Columbia
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Wife,Black,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Other-relative,White,Male,0,Mexico
Married-civ-spouse,Husband,White,Male,0,noValueSetHere123156456
Married-civ-spouse,Husband,White,Male,3103,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-spouse-absent,Unmarried,White,Male,0,Mexico
Divorced,Own-child,White,Male,0,Italy
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Widowed,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,Mexico
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Other-relative,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Own-child,White,Male,0,United-States
Never-married,Own-child,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,Asian-Pac-Islander,Male,0,Hong
Divorced,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,Mexico
Married-civ-spouse,Husband,White,Male,0,United-States
Married-spouse-absent,Not-in-family,White,Male,0,Mexico
Never-married,Own-child,White,Female,0,United-States
Never-married,Unmarried,Black,Female,0,United-States
Never-married,Not-in-family,Asian-Pac-Islander,Male,0,Ireland
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Widowed,Not-in-family,White,Male,0,United-States
Widowed,Not-in-family,White,Male,15831,Germany
Married-civ-spouse,Husband,Black,Male,0,United-States
Widowed,Unmarried,White,Female,0,United-States
Married-spouse-absent,Not-in-family,White,Female,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,Black,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-spouse-absent,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,Portugal
Divorced,Unmarried,White,Male,0,United-States
Divorced,Not-in-family,White,Female,6849,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Divorced,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Other-relative,Black,Male,0,Dominican-Republic
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,15024,United-States
Never-married,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,2653,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Not-in-family,Asian-Pac-Islander,Male,27828,Philippines
Married-civ-spouse,Husband,White,Male,0,Scotland
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,Asian-Pac-Islander,Female,0,Japan
Married-civ-spouse,Husband,White,Male,0,United-States
Separated,Not-in-family,White,Female,0,El-Salvador
Never-married,Own-child,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,Black,Male,0,United-States
Divorced,Unmarried,White,Female,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Never-married,Other-relative,White,Female,0,United-States
Separated,Unmarried,White,Female,1471,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Separated,Not-in-family,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Divorced,Not-in-family,Black,Female,0,United-States
Separated,Unmarried,White,Female,0,United-States
Never-married,Other-relative,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,7298,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Other-relative,Black,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,Portugal
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Female,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Never-married,Own-child,White,Male,0,United-States
Divorced,Not-in-family,Black,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,noValueSetHere123156456
Divorced,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Wife,Black,Female,0,United-States
Divorced,Unmarried,White,Female,0,United-States
Widowed,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Wife,Amer-Indian-Eskimo,Female,0,Mexico
Never-married,Own-child,White,Male,0,United-States
Divorced,Unmarried,White,Female,0,United-States
Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,Philippines
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Divorced,Not-in-family,Other,Male,0,Mexico
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Unmarried,White,Female,7443,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-spouse-absent,Own-child,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,Black,Male,0,United-States
Never-married,Own-child,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Widowed,Not-in-family,Black,Female,0,United-States
Widowed,Unmarried,Black,Female,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,noValueSetHere123156456
Married-civ-spouse,Husband,Black,Male,0,United-States
Separated,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-spouse-absent,Not-in-family,White,Male,0,Honduras
Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,Poland
Widowed,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,7298,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Widowed,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,15024,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,noValueSetHere123156456
Divorced,Not-in-family,White,Female,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Unmarried,White,Female,1506,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Unmarried,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Other-relative,Black,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Wife,Black,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Separated,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Married-civ-spouse,Own-child,Asian-Pac-Islander,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Husband,Black,Male,0,United-States
Divorced,Not-in-family,Black,Male,0,United-States
Divorced,Unmarried,Black,Female,0,United-States
Divorced,Own-child,White,Male,0,noValueSetHere123156456
Divorced,Unmarried,White,Female,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Other-relative,Black,Male,0,United-States
Divorced,Unmarried,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,Black,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,Black,Female,0,Dominican-Republic
Separated,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,noValueSetHere123156456
Never-married,Own-child,Black,Female,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Married-civ-spouse,Husband,Black,Male,0,United-States
Married-civ-spouse,Husband,White,Male,3471,United-States
Divorced,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,99999,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,Black,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Never-married,Other-relative,White,Female,0,United-States
Divorced,Unmarried,White,Female,0,noValueSetHere123156456
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Separated,Unmarried,White,Female,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Never-married,Not-in-family,Asian-Pac-Islander,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,Japan
Divorced,Unmarried,White,Female,0,United-States
Never-married,Own-child,Black,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,Black,Male,0,United-States
Divorced,Unmarried,Black,Female,15020,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Separated,Own-child,White,Female,0,United-States
Separated,Not-in-family,Black,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Unmarried,White,Female,0,United-States
Divorced,Not-in-family,Other,Female,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,Mexico
Never-married,Not-in-family,White,Male,1086,United-States
Divorced,Other-relative,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,Asian-Pac-Islander,Male,0,Taiwan
