I,K,O
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,5178,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,7688,>50K
Black,0,<=50K
White,0,<=50K
White,4650,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,3103,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,2414,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,>50K
White,2653,<=50K
White,0,<=50K
White,20051,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,1831,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,2176,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,4650,<=50K
Asian-Pac-Islander,0,<=50K
White,4101,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,3103,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,5178,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,<=50K
White,15024,>50K
White,8614,>50K
White,15024,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,3411,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,27828,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,>50K
White,6767,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
Other,7688,>50K
White,0,>50K
White,3137,<=50K
White,3325,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,3137,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,14344,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,3325,<=50K
White,594,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2176,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,>50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2174,<=50K
White,15024,>50K
White,0,<=50K
White,0,>50K
White,15024,>50K
White,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,15024,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,10605,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2174,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,3103,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,7688,>50K
White,0,<=50K
White,2597,<=50K
White,2407,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2580,<=50K
White,2885,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,4934,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,99999,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,15024,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,3103,>50K
White,99999,>50K
White,27828,>50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,15024,>50K
White,0,>50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,3464,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,5178,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,15024,>50K
White,7298,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,4508,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,13550,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,4650,<=50K
White,0,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,3137,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,4787,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,8614,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3908,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,15024,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,7688,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,5455,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,594,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,7298,>50K
Asian-Pac-Islander,99999,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,7298,>50K
White,0,>50K
White,0,>50K
White,2009,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
Black,0,>50K
White,0,>50K
White,7298,>50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
Other,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,7298,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,>50K
White,0,>50K
White,15024,>50K
White,3464,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3325,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,3103,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,3674,<=50K
White,0,<=50K
White,0,<=50K
White,3103,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3103,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
Black,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,5178,>50K
White,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,20051,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,10520,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,10605,>50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,5556,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,27828,>50K
White,0,<=50K
White,0,<=50K
White,2829,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,7688,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,10520,>50K
White,0,<=50K
White,7298,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,5013,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,3411,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,0,>50K
Black,0,<=50K
White,2174,<=50K
White,0,<=50K
White,7298,>50K
White,991,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,3325,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,4650,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,6767,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,3471,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,25236,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,3103,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2597,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
Black,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,5013,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,2105,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,2174,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
Black,2907,<=50K
Black,2354,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,>50K
White,5013,<=50K
White,0,>50K
White,7298,>50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
Black,0,<=50K
White,13550,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,2829,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2993,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
