B,F,G,H,J,K,L,O
Self-emp-not-inc,Divorced,Prof-specialty,Unmarried,Male,0,0,>50K
Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,7688,0,>50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Female,2176,0,<=50K
Local-gov,Married-spouse-absent,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Never-married,Transport-moving,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Other-relative,Male,0,0,<=50K
Local-gov,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,>50K
Self-emp-inc,Never-married,Farming-fishing,Not-in-family,Male,0,0,<=50K
Local-gov,Divorced,Exec-managerial,Not-in-family,Female,0,0,<=50K
noValueSetHere123156456,Divorced,noValueSetHere123156456,Not-in-family,Female,0,0,<=50K
Private,Divorced,Exec-managerial,Not-in-family,Female,0,0,>50K
Private,Never-married,Other-service,Not-in-family,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,<=50K
Private,Separated,Prof-specialty,Not-in-family,Male,4650,0,<=50K
Self-emp-inc,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Never-married,Transport-moving,Not-in-family,Male,4101,0,<=50K
Private,Divorced,Tech-support,Own-child,Male,0,0,<=50K
Private,Never-married,Farming-fishing,Own-child,Male,0,0,<=50K
Private,Divorced,Transport-moving,Unmarried,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,3103,0,>50K
Private,Never-married,Adm-clerical,Not-in-family,Female,0,0,<=50K
noValueSetHere123156456,Divorced,noValueSetHere123156456,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Never-married,Transport-moving,Unmarried,Male,0,0,<=50K
Private,Never-married,Sales,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
State-gov,Married-civ-spouse,Protective-serv,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Private,Never-married,Sales,Not-in-family,Female,0,0,<=50K
Private,Widowed,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,5178,0,>50K
Local-gov,Never-married,Prof-specialty,Not-in-family,Female,0,1669,<=50K
Private,Never-married,Transport-moving,Unmarried,Male,0,0,<=50K
Private,Divorced,Sales,Own-child,Male,0,1380,<=50K
Private,Married-spouse-absent,Handlers-cleaners,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Wife,Female,15024,0,>50K
Private,Widowed,Exec-managerial,Unmarried,Female,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Never-married,Sales,Own-child,Male,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,>50K
Private,Divorced,Sales,Not-in-family,Male,8614,0,>50K
Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Never-married,Tech-support,Not-in-family,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
noValueSetHere123156456,Widowed,noValueSetHere123156456,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,>50K
Self-emp-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,1977,>50K
Self-emp-not-inc,Never-married,Handlers-cleaners,Unmarried,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Local-gov,Never-married,Prof-specialty,Not-in-family,Male,0,0,>50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,3411,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Tech-support,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Female,0,2559,>50K
State-gov,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,>50K
Private,Separated,Other-service,Unmarried,Female,0,0,<=50K
Self-emp-not-inc,Divorced,Prof-specialty,Not-in-family,Male,0,0,>50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Self-emp-not-inc,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Divorced,Exec-managerial,Not-in-family,Male,0,0,<=50K
Private,Never-married,Exec-managerial,Own-child,Male,0,0,<=50K
noValueSetHere123156456,Divorced,noValueSetHere123156456,Unmarried,Female,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Federal-gov,Widowed,Adm-clerical,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Divorced,Other-service,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
noValueSetHere123156456,Separated,noValueSetHere123156456,Not-in-family,Female,0,0,<=50K
Private,Divorced,Exec-managerial,Not-in-family,Male,0,0,<=50K
Federal-gov,Widowed,Adm-clerical,Not-in-family,Female,0,0,<=50K
Federal-gov,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Separated,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Own-child,Male,0,0,<=50K
Private,Divorced,Exec-managerial,Not-in-family,Female,0,1741,<=50K
Private,Divorced,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Unmarried,Male,27828,0,>50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Divorced,Transport-moving,Not-in-family,Male,0,0,>50K
Private,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Widowed,Exec-managerial,Unmarried,Female,0,0,>50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,6767,0,<=50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Wife,Female,0,0,>50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Separated,Other-service,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,>50K
Private,Never-married,Other-service,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Separated,Craft-repair,Unmarried,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Sales,Husband,Male,0,1977,>50K
Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Sales,Husband,Male,0,1672,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Never-married,Sales,Unmarried,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Local-gov,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,<=50K
Private,Divorced,Machine-op-inspct,Unmarried,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Private,Never-married,Farming-fishing,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
Self-emp-inc,Never-married,Exec-managerial,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Local-gov,Widowed,Exec-managerial,Not-in-family,Male,0,0,<=50K
Local-gov,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Federal-gov,Divorced,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,>50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Wife,Female,7688,0,>50K
State-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,3137,0,<=50K
Private,Never-married,Craft-repair,Own-child,Male,3325,0,<=50K
Private,Never-married,Sales,Other-relative,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male,15024,0,>50K
Private,Never-married,Handlers-cleaners,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Local-gov,Married-civ-spouse,Protective-serv,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Other-service,Wife,Female,99999,0,>50K
Self-emp-inc,Never-married,Craft-repair,Not-in-family,Female,0,0,<=50K
Private,Never-married,Transport-moving,Not-in-family,Female,0,0,<=50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Never-married,Sales,Own-child,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Other-service,Other-relative,Male,3137,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,1848,>50K
State-gov,Divorced,Exec-managerial,Not-in-family,Male,0,0,<=50K
Local-gov,Widowed,Other-service,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,>50K
Local-gov,Separated,Prof-specialty,Unmarried,Female,0,0,<=50K
Local-gov,Never-married,Protective-serv,Not-in-family,Female,0,0,>50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Divorced,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Married-AF-spouse,Sales,Husband,Male,0,0,<=50K
Private,Divorced,Craft-repair,Own-child,Male,0,0,<=50K
Private,Never-married,Transport-moving,Own-child,Female,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Male,0,0,<=50K
Private,Never-married,Tech-support,Own-child,Female,0,0,<=50K
Self-emp-not-inc,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Local-gov,Divorced,Other-service,Unmarried,Female,0,0,<=50K
Private,Divorced,Sales,Other-relative,Female,0,0,<=50K
Private,Never-married,Tech-support,Not-in-family,Male,14344,0,>50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Never-married,Other-service,Other-relative,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,>50K
Local-gov,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Divorced,Sales,Not-in-family,Female,3325,0,<=50K
State-gov,Never-married,Other-service,Not-in-family,Male,594,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Divorced,Other-service,Not-in-family,Female,0,0,<=50K
Private,Never-married,Craft-repair,Other-relative,Male,0,0,<=50K
Private,Divorced,Other-service,Other-relative,Female,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,1628,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Other-service,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Wife,Female,0,0,>50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male,15024,0,>50K
Private,Divorced,Transport-moving,Not-in-family,Male,0,0,<=50K
Private,Widowed,Craft-repair,Unmarried,Male,0,0,>50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Not-in-family,Male,0,2001,<=50K
Private,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Never-married,Sales,Own-child,Female,2176,0,<=50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Tech-support,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Wife,Female,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Widowed,Tech-support,Unmarried,Male,0,0,>50K
Local-gov,Divorced,Prof-specialty,Not-in-family,Female,0,0,<=50K
Private,Never-married,Farming-fishing,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,>50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Not-in-family,Female,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Never-married,Exec-managerial,Not-in-family,Male,2174,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,15024,0,>50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,>50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,>50K
State-gov,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Local-gov,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,1672,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Never-married,Other-service,Unmarried,Female,0,0,<=50K
Private,Never-married,Tech-support,Not-in-family,Female,0,0,<=50K
Private,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,>50K
Private,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Private,Separated,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Divorced,Other-service,Not-in-family,Male,0,1980,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,<=50K
Private,Divorced,Craft-repair,Not-in-family,Male,0,0,>50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Never-married,Exec-managerial,Not-in-family,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,>50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Sales,Other-relative,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Divorced,Other-service,Unmarried,Female,0,0,<=50K
Self-emp-not-inc,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Separated,Machine-op-inspct,Unmarried,Male,0,0,<=50K
Private,Divorced,Craft-repair,Not-in-family,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Widowed,Machine-op-inspct,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,10605,0,>50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Self-emp-not-inc,Divorced,Craft-repair,Unmarried,Male,0,0,<=50K
State-gov,Never-married,Exec-managerial,Not-in-family,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Other-service,Other-relative,Male,0,0,<=50K
Private,Never-married,Other-service,Unmarried,Female,0,0,<=50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
State-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,2377,>50K
Private,Divorced,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
State-gov,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Unmarried,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Without-pay,Married-civ-spouse,Farming-fishing,Own-child,Male,0,0,<=50K
State-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Tech-support,Husband,Male,0,0,>50K
Private,Widowed,Other-service,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,<=50K
Private,Never-married,Sales,Own-child,Male,0,0,<=50K
Private,Divorced,Sales,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
