I,N
Black,Outlying-US(Guam-USVI-etc)
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,India
White,United-States
White,United-States
White,Mexico
Amer-Indian-Eskimo,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Vietnam
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Dominican-Republic
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,Trinadad&Tobago
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,Peru
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Italy
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Taiwan
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
