HRBP,LVFAILURE,LVEDVOLUME,PVSAT,CO,HRSAT,HREKG,PCWP,KINKEDTUBE,VENTALV,TPR
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,True,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,True,ZERO,HIGH
HIGH,False,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,LOW,LOW
NORMAL,False,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,HIGH
NORMAL,False,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,False,HIGH,LOW,NORMAL,LOW,LOW,HIGH,False,ZERO,HIGH
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,False,HIGH,LOW,NORMAL,LOW,LOW,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,NORMAL,LOW
LOW,False,HIGH,LOW,NORMAL,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,False,HIGH,LOW
LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,False,ZERO,LOW
LOW,False,LOW,HIGH,NORMAL,LOW,LOW,LOW,False,HIGH,LOW
HIGH,True,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,True,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,NORMAL,HIGH
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,True,ZERO,LOW
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,False,ZERO,HIGH
HIGH,True,LOW,HIGH,LOW,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,True,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,True,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,LOW,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,True,LOW,LOW,NORMAL,LOW,LOW,LOW,False,ZERO,HIGH
HIGH,False,LOW,LOW,HIGH,NORMAL,NORMAL,LOW,False,LOW,NORMAL
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,False,HIGH,HIGH,LOW,LOW,LOW,HIGH,False,HIGH,HIGH
NORMAL,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL,LOW
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,True,LOW,LOW,NORMAL,NORMAL,HIGH,LOW,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,True,LOW,HIGH,LOW,NORMAL,NORMAL,LOW,False,HIGH,LOW
LOW,False,NORMAL,LOW,NORMAL,LOW,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,NORMAL,HIGH
HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,LOW,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
LOW,False,NORMAL,LOW,NORMAL,HIGH,LOW,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
NORMAL,False,HIGH,LOW,LOW,LOW,LOW,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,HIGH
LOW,False,LOW,LOW,NORMAL,LOW,LOW,LOW,False,ZERO,NORMAL
HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,LOW
HIGH,False,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,False,ZERO,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,LOW,NORMAL,False,NORMAL,HIGH
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,LOW,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,LOW,HIGH,LOW,LOW,NORMAL,False,ZERO,HIGH
NORMAL,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
NORMAL,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,HIGH,LOW,LOW,LOW,NORMAL,False,HIGH,NORMAL
LOW,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,LOW,HIGH
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,True,LOW,LOW,NORMAL,HIGH,HIGH,LOW,False,ZERO,HIGH
LOW,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,False,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,False,ZERO,HIGH
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,True,LOW,LOW,NORMAL,HIGH,HIGH,LOW,False,NORMAL,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,True,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,LOW,HIGH
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,True,LOW,LOW,LOW,LOW,LOW,LOW,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,False,HIGH,LOW
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,False,ZERO,NORMAL
LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,HIGH
LOW,False,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,False,HIGH,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,LOW,HIGH,LOW,LOW,NORMAL,False,NORMAL,HIGH
HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
NORMAL,False,HIGH,LOW,NORMAL,NORMAL,NORMAL,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,True,LOW,LOW,NORMAL,HIGH,HIGH,LOW,False,LOW,HIGH
