HRBP,VENTTUBE,ERRCAUTER,EXPCO2,PVSAT,CO,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV,TPR
LOW,ZERO,False,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
NORMAL,LOW,False,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,HIGH,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,True,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,NORMAL,LOW,HIGH,LOW,NORMAL,NORMAL,False,LOW,LOW
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,False,LOW,LOW,LOW,ZERO,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
LOW,LOW,False,LOW,LOW,LOW,ZERO,LOW,NORMAL,False,ZERO,LOW
HIGH,LOW,True,ZERO,HIGH,HIGH,ZERO,NORMAL,NORMAL,False,HIGH,NORMAL
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,True,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,LOW
LOW,ZERO,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,True,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,ZERO,False,LOW,LOW,NORMAL,NORMAL,LOW,LOW,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
LOW,LOW,False,LOW,LOW,HIGH,ZERO,LOW,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,ZERO,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,HIGH,True,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,HIGH
LOW,HIGH,False,ZERO,NORMAL,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,False,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,HIGH
LOW,HIGH,False,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,LOW
HIGH,LOW,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,False,NORMAL,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,False,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,LOW
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
LOW,LOW,True,LOW,LOW,LOW,ZERO,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,HIGH
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,NORMAL,LOW
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
NORMAL,HIGH,True,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,True,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
LOW,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW
LOW,ZERO,False,LOW,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,HIGH,LOW,HIGH,LOW,NORMAL,NORMAL,False,LOW,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,HIGH,True,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,False,HIGH,HIGH
HIGH,LOW,False,ZERO,HIGH,HIGH,ZERO,HIGH,HIGH,False,HIGH,NORMAL
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,LOW
LOW,HIGH,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
LOW,ZERO,False,ZERO,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,NORMAL,False,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH
LOW,HIGH,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,HIGH,False,LOW,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,HIGH,True,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,HIGH
HIGH,LOW,False,HIGH,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,True,ZERO,LOW
LOW,HIGH,False,LOW,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,ZERO,False,LOW,LOW,NORMAL,NORMAL,LOW,LOW,False,NORMAL,HIGH
HIGH,ZERO,False,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,LOW
LOW,LOW,False,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,True,LOW,LOW,NORMAL,ZERO,NORMAL,LOW,False,ZERO,HIGH
HIGH,LOW,False,ZERO,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,True,NORMAL,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,LOW,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
LOW,HIGH,False,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,LOW,HIGH,HIGH,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,ZERO,False,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,HIGH,False,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,HIGH,False,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,NORMAL,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL
LOW,LOW,False,LOW,LOW,LOW,ZERO,LOW,LOW,False,NORMAL,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
LOW,HIGH,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,ZERO,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,NORMAL,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,LOW,False,NORMAL,LOW,HIGH,ZERO,NORMAL,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,LOW,HIGH,HIGH,True,LOW,HIGH
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,True,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,HIGH
LOW,LOW,True,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
