lai_3,lai_4,foto_3,lai_2,dm_3
4_5___5_5,1_5___2_5,1_30_kg_m2,___6_5,1_42_kg_m2
4_5___5_5,0_5___1_5,0_85_kg_m2,___6_5,1_16_kg_m2
1_5___2_5,0_5___1_5,0_60_kg_m2,2_5___3_5,0_86_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_00_kg_m2
2_5___3_5,0_5___1_5,0_70_kg_m2,5_5___6_5,1_02_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,5_5___6_5,1_30_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,3_5___4_5,0_84_kg_m2
3_5___4_5,0_5___1_5,0_80_kg_m2,___6_5,1_12_kg_m2
3_5___4_5,0_5___1_5,0_85_kg_m2,4_5___5_5,0_90_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_16_kg_m2
2_5___3_5,0_5___1_5,0_65_kg_m2,4_5___5_5,0_74_kg_m2
2_5___3_5,0_5___1_5,0_70_kg_m2,4_5___5_5,0_88_kg_m2
2_5___3_5,0_5___1_5,0_70_kg_m2,2_5___3_5,0_96_kg_m2
3_5___4_5,0_5___1_5,1_00_kg_m2,5_5___6_5,1_20_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,3_5___4_5,0_94_kg_m2
4_5___5_5,1_5___2_5,0_85_kg_m2,5_5___6_5,1_16_kg_m2
4_5___5_5,1_5___2_5,0_95_kg_m2,___6_5,0_98_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,4_5___5_5,0_96_kg_m2
4_5___5_5,1_5___2_5,0_95_kg_m2,___6_5,1_14_kg_m2
3_5___4_5,0_5___1_5,1_00_kg_m2,5_5___6_5,1_16_kg_m2
1_5___2_5,0_0___0_5,0_75_kg_m2,3_5___4_5,0_96_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,5_5___6_5,1_22_kg_m2
4_5___5_5,1_5___2_5,1_25_kg_m2,___6_5,1_22_kg_m2
1_5___2_5,0_0___0_5,0_65_kg_m2,3_5___4_5,0_88_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,4_5___5_5,0_94_kg_m2
1_5___2_5,0_0___0_5,0_65_kg_m2,2_5___3_5,0_80_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_00_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,4_5___5_5,1_10_kg_m2
1_5___2_5,0_5___1_5,0_60_kg_m2,2_5___3_5,0_72_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,3_5___4_5,0_80_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,2_5___3_5,0_80_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,2_5___3_5,0_90_kg_m2
0_5___1_5,0_0___0_5,0_40_kg_m2,1_5___2_5,0_52_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,4_5___5_5,1_02_kg_m2
0_5___1_5,0_0___0_5,0_35_kg_m2,1_5___2_5,0_44_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_00_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,3_5___4_5,0_86_kg_m2
0_5___1_5,0_0___0_5,0_45_kg_m2,0_5___1_5,0_42_kg_m2
3_5___4_5,0_5___1_5,0_80_kg_m2,5_5___6_5,0_98_kg_m2
3_5___4_5,0_5___1_5,0_85_kg_m2,5_5___6_5,1_06_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_06_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,4_5___5_5,1_04_kg_m2
1_5___2_5,0_0___0_5,0_75_kg_m2,2_5___3_5,0_86_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_5___1_5,0_20_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,2_5___3_5,0_94_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,2_5___3_5,0_86_kg_m2
3_5___4_5,0_5___1_5,0_75_kg_m2,5_5___6_5,0_90_kg_m2
0_5___1_5,0_0___0_5,0_65_kg_m2,1_5___2_5,0_70_kg_m2
1_5___2_5,0_0___0_5,0_65_kg_m2,2_5___3_5,0_72_kg_m2
3_5___4_5,0_5___1_5,1_05_kg_m2,___6_5,1_02_kg_m2
0_5___1_5,0_0___0_5,0_65_kg_m2,0_5___1_5,0_56_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,4_5___5_5,0_94_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,4_5___5_5,1_02_kg_m2
1_5___2_5,0_0___0_5,0_70_kg_m2,2_5___3_5,0_94_kg_m2
4_5___5_5,1_5___2_5,1_00_kg_m2,___6_5,1_32_kg_m2
4_5___5_5,0_5___1_5,1_00_kg_m2,5_5___6_5,1_12_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,4_5___5_5,0_92_kg_m2
0_5___1_5,0_0___0_5,0_65_kg_m2,1_5___2_5,0_64_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,3_5___4_5,0_98_kg_m2
3_5___4_5,0_5___1_5,0_80_kg_m2,4_5___5_5,0_94_kg_m2
0_5___1_5,0_0___0_5,0_35_kg_m2,0_5___1_5,0_46_kg_m2
1_5___2_5,0_5___1_5,0_80_kg_m2,3_5___4_5,0_82_kg_m2
3_5___4_5,0_5___1_5,1_05_kg_m2,5_5___6_5,1_14_kg_m2
0_0___0_5,0_0___0_5,0_25_kg_m2,0_5___1_5,0_32_kg_m2
0_5___1_5,0_0___0_5,0_40_kg_m2,1_5___2_5,0_36_kg_m2
0_0___0_5,0_0___0_5,0_30_kg_m2,0_5___1_5,0_50_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,4_5___5_5,1_00_kg_m2
3_5___4_5,0_5___1_5,0_75_kg_m2,4_5___5_5,1_04_kg_m2
2_5___3_5,0_5___1_5,0_70_kg_m2,3_5___4_5,0_86_kg_m2
0_5___1_5,0_0___0_5,0_45_kg_m2,1_5___2_5,0_56_kg_m2
0_0___0_5,0_0___0_5,0_15_kg_m2,0_0___0_5,0_04_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,3_5___4_5,0_68_kg_m2
0_5___1_5,0_0___0_5,0_45_kg_m2,0_5___1_5,0_50_kg_m2
1_5___2_5,0_5___1_5,0_55_kg_m2,2_5___3_5,0_80_kg_m2
2_5___3_5,0_5___1_5,0_95_kg_m2,3_5___4_5,1_10_kg_m2
3_5___4_5,0_5___1_5,1_10_kg_m2,5_5___6_5,1_18_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2
3_5___4_5,0_5___1_5,0_85_kg_m2,4_5___5_5,1_00_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,5_5___6_5,0_96_kg_m2
3_5___4_5,0_5___1_5,0_80_kg_m2,___6_5,0_84_kg_m2
1_5___2_5,0_5___1_5,0_80_kg_m2,3_5___4_5,0_88_kg_m2
0_5___1_5,0_0___0_5,0_30_kg_m2,1_5___2_5,0_46_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,2_5___3_5,0_80_kg_m2
3_5___4_5,0_5___1_5,1_00_kg_m2,4_5___5_5,1_04_kg_m2
1_5___2_5,0_5___1_5,0_95_kg_m2,2_5___3_5,0_92_kg_m2
0_0___0_5,0_0___0_5,0_20_kg_m2,0_0___0_5,0_10_kg_m2
3_5___4_5,0_5___1_5,0_75_kg_m2,4_5___5_5,0_90_kg_m2
3_5___4_5,0_5___1_5,1_10_kg_m2,4_5___5_5,1_10_kg_m2
1_5___2_5,0_5___1_5,0_45_kg_m2,2_5___3_5,0_68_kg_m2
2_5___3_5,0_5___1_5,1_00_kg_m2,3_5___4_5,1_14_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,2_5___3_5,0_78_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,3_5___4_5,0_96_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,3_5___4_5,0_98_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,3_5___4_5,1_10_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_02_kg_m2
4_5___5_5,1_5___2_5,0_80_kg_m2,5_5___6_5,1_08_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,4_5___5_5,0_98_kg_m2
0_5___1_5,0_0___0_5,0_45_kg_m2,1_5___2_5,0_60_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,3_5___4_5,0_94_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,3_5___4_5,0_82_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,5_5___6_5,0_94_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_5___1_5,0_20_kg_m2
0_5___1_5,0_0___0_5,0_45_kg_m2,0_5___1_5,0_38_kg_m2
3_5___4_5,0_5___1_5,1_00_kg_m2,___6_5,1_44_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2
1_5___2_5,0_5___1_5,0_60_kg_m2,2_5___3_5,0_78_kg_m2
3_5___4_5,0_5___1_5,1_00_kg_m2,5_5___6_5,1_06_kg_m2
3_5___4_5,0_5___1_5,1_00_kg_m2,4_5___5_5,1_22_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,1_5___2_5,0_56_kg_m2
3_5___4_5,1_5___2_5,0_80_kg_m2,___6_5,1_10_kg_m2
3_5___4_5,0_5___1_5,0_80_kg_m2,5_5___6_5,1_04_kg_m2
3_5___4_5,0_5___1_5,0_80_kg_m2,4_5___5_5,1_04_kg_m2
4_5___5_5,1_5___2_5,1_00_kg_m2,5_5___6_5,1_14_kg_m2
3_5___4_5,0_5___1_5,0_75_kg_m2,4_5___5_5,0_80_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_14_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_5___1_5,0_22_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,3_5___4_5,0_82_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,0_94_kg_m2
4_5___5_5,0_5___1_5,1_10_kg_m2,5_5___6_5,1_04_kg_m2
1_5___2_5,0_0___0_5,0_90_kg_m2,3_5___4_5,1_10_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,2_5___3_5,0_76_kg_m2
1_5___2_5,0_5___1_5,0_55_kg_m2,2_5___3_5,0_72_kg_m2
2_5___3_5,0_5___1_5,0_70_kg_m2,3_5___4_5,0_74_kg_m2
3_5___4_5,0_5___1_5,0_80_kg_m2,5_5___6_5,0_92_kg_m2
3_5___4_5,0_5___1_5,0_80_kg_m2,5_5___6_5,0_92_kg_m2
1_5___2_5,0_0___0_5,0_75_kg_m2,2_5___3_5,0_88_kg_m2
2_5___3_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_02_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,1_5___2_5,0_62_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,4_5___5_5,0_96_kg_m2
0_5___1_5,0_0___0_5,0_45_kg_m2,1_5___2_5,0_64_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_5___1_5,0_24_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,3_5___4_5,0_90_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,5_5___6_5,1_40_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,4_5___5_5,1_08_kg_m2
1_5___2_5,0_5___1_5,0_60_kg_m2,1_5___2_5,0_78_kg_m2
4_5___5_5,0_5___1_5,1_00_kg_m2,___6_5,1_14_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,2_5___3_5,0_86_kg_m2
3_5___4_5,0_5___1_5,0_85_kg_m2,5_5___6_5,1_08_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_02_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,4_5___5_5,1_04_kg_m2
2_5___3_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_22_kg_m2
4_5___5_5,1_5___2_5,0_95_kg_m2,___6_5,1_16_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,2_5___3_5,0_86_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,3_5___4_5,1_20_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,5_5___6_5,1_30_kg_m2
1_5___2_5,0_5___1_5,0_55_kg_m2,2_5___3_5,0_74_kg_m2
0_0___0_5,0_0___0_5,0_10_kg_m2,0_5___1_5,0_20_kg_m2
3_5___4_5,0_5___1_5,1_15_kg_m2,5_5___6_5,1_36_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,2_5___3_5,0_90_kg_m2
0_5___1_5,0_0___0_5,0_60_kg_m2,0_5___1_5,0_52_kg_m2
3_5___4_5,0_5___1_5,0_85_kg_m2,4_5___5_5,0_94_kg_m2
4_5___5_5,1_5___2_5,0_85_kg_m2,___6_5,1_02_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,2_5___3_5,0_88_kg_m2
2_5___3_5,0_5___1_5,1_00_kg_m2,4_5___5_5,1_26_kg_m2
3_5___4_5,0_5___1_5,1_05_kg_m2,___6_5,1_28_kg_m2
3_5___4_5,0_5___1_5,0_65_kg_m2,4_5___5_5,1_10_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,2_5___3_5,0_94_kg_m2
1_5___2_5,0_5___1_5,0_60_kg_m2,2_5___3_5,0_78_kg_m2
1_5___2_5,0_5___1_5,0_80_kg_m2,3_5___4_5,0_86_kg_m2
0_0___0_5,0_0___0_5,0_25_kg_m2,0_0___0_5,0_04_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,2_5___3_5,1_00_kg_m2
3_5___4_5,0_5___1_5,0_85_kg_m2,4_5___5_5,0_94_kg_m2
0_5___1_5,0_0___0_5,0_40_kg_m2,1_5___2_5,0_52_kg_m2
2_5___3_5,0_5___1_5,1_00_kg_m2,4_5___5_5,1_02_kg_m2
3_5___4_5,0_5___1_5,0_80_kg_m2,5_5___6_5,1_08_kg_m2
3_5___4_5,0_5___1_5,1_00_kg_m2,4_5___5_5,1_26_kg_m2
3_5___4_5,0_5___1_5,1_10_kg_m2,4_5___5_5,1_16_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_08_kg_m2
0_5___1_5,0_0___0_5,0_60_kg_m2,1_5___2_5,0_72_kg_m2
0_5___1_5,0_0___0_5,0_45_kg_m2,0_5___1_5,0_36_kg_m2
3_5___4_5,0_5___1_5,0_70_kg_m2,4_5___5_5,0_98_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,2_5___3_5,0_78_kg_m2
3_5___4_5,0_5___1_5,0_65_kg_m2,4_5___5_5,0_88_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,2_5___3_5,0_84_kg_m2
1_5___2_5,0_5___1_5,0_80_kg_m2,2_5___3_5,0_92_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_00_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,3_5___4_5,1_06_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,4_5___5_5,1_08_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,4_5___5_5,0_94_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,2_5___3_5,0_90_kg_m2
2_5___3_5,0_5___1_5,0_95_kg_m2,4_5___5_5,0_98_kg_m2
0_5___1_5,0_0___0_5,0_35_kg_m2,1_5___2_5,0_46_kg_m2
1_5___2_5,0_0___0_5,0_75_kg_m2,1_5___2_5,0_82_kg_m2
4_5___5_5,0_5___1_5,0_95_kg_m2,___6_5,1_10_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,2_5___3_5,0_74_kg_m2
2_5___3_5,0_5___1_5,0_70_kg_m2,3_5___4_5,0_86_kg_m2
0_5___1_5,0_0___0_5,0_55_kg_m2,1_5___2_5,0_60_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,5_5___6_5,1_00_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,1_5___2_5,0_84_kg_m2
0_5___1_5,0_0___0_5,0_40_kg_m2,1_5___2_5,0_52_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,3_5___4_5,1_08_kg_m2
1_5___2_5,0_5___1_5,0_60_kg_m2,3_5___4_5,0_92_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_5___1_5,0_04_kg_m2
2_5___3_5,0_5___1_5,0_70_kg_m2,4_5___5_5,0_78_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,3_5___4_5,0_78_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,4_5___5_5,1_06_kg_m2
2_5___3_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_00_kg_m2
1_5___2_5,0_5___1_5,0_80_kg_m2,3_5___4_5,0_92_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_20_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,4_5___5_5,0_94_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,3_5___4_5,1_08_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,3_5___4_5,0_78_kg_m2
0_5___1_5,0_0___0_5,0_55_kg_m2,0_5___1_5,0_52_kg_m2
1_5___2_5,0_5___1_5,0_80_kg_m2,5_5___6_5,0_98_kg_m2
0_0___0_5,0_0___0_5,0_20_kg_m2,0_0___0_5,0_04_kg_m2
3_5___4_5,0_5___1_5,0_80_kg_m2,5_5___6_5,0_94_kg_m2
2_5___3_5,0_5___1_5,0_70_kg_m2,3_5___4_5,0_92_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,5_5___6_5,1_08_kg_m2
2_5___3_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_08_kg_m2
1_5___2_5,0_5___1_5,0_85_kg_m2,3_5___4_5,0_96_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,4_5___5_5,0_90_kg_m2
2_5___3_5,0_5___1_5,0_70_kg_m2,4_5___5_5,0_96_kg_m2
3_5___4_5,1_5___2_5,0_90_kg_m2,___6_5,0_94_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,2_5___3_5,0_76_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,3_5___4_5,0_88_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,4_5___5_5,1_00_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,2_5___3_5,0_88_kg_m2
0_5___1_5,0_0___0_5,0_60_kg_m2,0_5___1_5,0_50_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,2_5___3_5,0_74_kg_m2
0_0___0_5,0_0___0_5,0_30_kg_m2,0_0___0_5,0_12_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,5_5___6_5,1_04_kg_m2
2_5___3_5,0_5___1_5,0_65_kg_m2,3_5___4_5,0_68_kg_m2
3_5___4_5,0_5___1_5,0_85_kg_m2,5_5___6_5,1_02_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,3_5___4_5,0_90_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,3_5___4_5,0_88_kg_m2
0_0___0_5,0_0___0_5,0_15_kg_m2,0_0___0_5,0_06_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,3_5___4_5,1_00_kg_m2
3_5___4_5,0_5___1_5,0_85_kg_m2,5_5___6_5,0_92_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,2_5___3_5,0_78_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_5___1_5,0_06_kg_m2
0_5___1_5,0_0___0_5,0_45_kg_m2,1_5___2_5,0_60_kg_m2
4_5___5_5,1_5___2_5,0_80_kg_m2,5_5___6_5,1_10_kg_m2
4_5___5_5,1_5___2_5,0_70_kg_m2,5_5___6_5,0_90_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,5_5___6_5,1_08_kg_m2
2_5___3_5,0_5___1_5,0_65_kg_m2,4_5___5_5,0_98_kg_m2
4_5___5_5,0_5___1_5,0_80_kg_m2,5_5___6_5,1_02_kg_m2
3_5___4_5,0_5___1_5,1_05_kg_m2,___6_5,1_12_kg_m2
0_5___1_5,0_0___0_5,0_45_kg_m2,1_5___2_5,0_76_kg_m2
0_5___1_5,0_0___0_5,0_45_kg_m2,1_5___2_5,0_54_kg_m2
3_5___4_5,0_5___1_5,1_10_kg_m2,5_5___6_5,1_30_kg_m2
0_0___0_5,0_0___0_5,0_15_kg_m2,0_5___1_5,0_08_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,4_5___5_5,0_90_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,5_5___6_5,1_02_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,3_5___4_5,1_02_kg_m2
3_5___4_5,0_5___1_5,0_75_kg_m2,___6_5,0_96_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_10_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_00_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,2_5___3_5,0_78_kg_m2
0_5___1_5,0_0___0_5,0_50_kg_m2,0_5___1_5,0_46_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,1_5___2_5,0_62_kg_m2
4_5___5_5,1_5___2_5,1_00_kg_m2,5_5___6_5,1_32_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_12_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_06_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_18_kg_m2
4_5___5_5,1_5___2_5,0_85_kg_m2,___6_5,0_98_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_5___1_5,0_22_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,3_5___4_5,0_96_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_5___1_5,0_14_kg_m2
0_5___1_5,0_0___0_5,0_40_kg_m2,1_5___2_5,0_50_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,3_5___4_5,1_16_kg_m2
2_5___3_5,0_5___1_5,0_85_kg_m2,4_5___5_5,1_12_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,4_5___5_5,0_98_kg_m2
2_5___3_5,0_5___1_5,0_70_kg_m2,4_5___5_5,0_86_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,2_5___3_5,0_94_kg_m2
4_5___5_5,0_5___1_5,1_30_kg_m2,___6_5,1_26_kg_m2
1_5___2_5,0_0___0_5,0_70_kg_m2,2_5___3_5,0_84_kg_m2
3_5___4_5,0_5___1_5,1_00_kg_m2,5_5___6_5,1_18_kg_m2
0_0___0_5,0_0___0_5,0_25_kg_m2,0_5___1_5,0_22_kg_m2
2_5___3_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_06_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_5___1_5,0_26_kg_m2
2_5___3_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_14_kg_m2
1_5___2_5,0_5___1_5,0_75_kg_m2,3_5___4_5,0_88_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,3_5___4_5,0_82_kg_m2
2_5___3_5,0_5___1_5,0_95_kg_m2,5_5___6_5,1_20_kg_m2
3_5___4_5,1_5___2_5,0_85_kg_m2,___6_5,1_08_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,3_5___4_5,0_88_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,5_5___6_5,1_20_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,3_5___4_5,0_98_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,5_5___6_5,1_06_kg_m2
3_5___4_5,0_5___1_5,0_75_kg_m2,4_5___5_5,0_96_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,4_5___5_5,1_02_kg_m2
3_5___4_5,0_5___1_5,1_00_kg_m2,4_5___5_5,1_20_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,5_5___6_5,1_16_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,3_5___4_5,0_84_kg_m2
4_5___5_5,1_5___2_5,1_00_kg_m2,___6_5,1_24_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,2_5___3_5,0_76_kg_m2
2_5___3_5,0_5___1_5,0_65_kg_m2,3_5___4_5,0_78_kg_m2
3_5___4_5,0_5___1_5,0_90_kg_m2,5_5___6_5,1_18_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,3_5___4_5,0_90_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,2_5___3_5,0_70_kg_m2
0_0___0_5,0_0___0_5,0_30_kg_m2,3_5___4_5,0_60_kg_m2
1_5___2_5,0_5___1_5,0_65_kg_m2,2_5___3_5,0_78_kg_m2
3_5___4_5,0_5___1_5,0_70_kg_m2,5_5___6_5,0_86_kg_m2
1_5___2_5,0_5___1_5,0_70_kg_m2,3_5___4_5,0_74_kg_m2
4_5___5_5,1_5___2_5,0_80_kg_m2,___6_5,1_02_kg_m2
0_5___1_5,0_0___0_5,0_50_kg_m2,1_5___2_5,0_56_kg_m2
0_5___1_5,0_0___0_5,0_40_kg_m2,0_5___1_5,0_40_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,3_5___4_5,0_80_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,4_5___5_5,1_02_kg_m2
3_5___4_5,0_5___1_5,1_05_kg_m2,4_5___5_5,1_16_kg_m2
1_5___2_5,0_5___1_5,0_50_kg_m2,2_5___3_5,0_64_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,4_5___5_5,1_02_kg_m2
0_0___0_5,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2
2_5___3_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_06_kg_m2
3_5___4_5,0_5___1_5,1_15_kg_m2,5_5___6_5,1_30_kg_m2
0_5___1_5,0_0___0_5,0_40_kg_m2,1_5___2_5,0_52_kg_m2
3_5___4_5,0_5___1_5,0_70_kg_m2,4_5___5_5,1_04_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,4_5___5_5,0_84_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,3_5___4_5,0_98_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,4_5___5_5,1_06_kg_m2
2_5___3_5,0_5___1_5,0_95_kg_m2,4_5___5_5,1_12_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,5_5___6_5,1_02_kg_m2
2_5___3_5,0_5___1_5,0_75_kg_m2,3_5___4_5,0_94_kg_m2
3_5___4_5,0_5___1_5,0_95_kg_m2,___6_5,1_14_kg_m2
2_5___3_5,0_5___1_5,0_80_kg_m2,3_5___4_5,1_04_kg_m2
