ChestXray,Grunting,CO2,DuctFlow,GruntingReport,CardiacMixing,LungParench
Plethoric,no,High,,no,Mild,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,yes,Mild,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Plethoric,no,High,,no,Transp.,Normal
Plethoric,no,High,Lt_to_Rt,no,,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,no,Normal,,no,Transp.,Normal
Normal,no,High,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Plethoric,yes,Normal,Lt_to_Rt,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,no,Low,,no,Transp.,Normal
Grd_Glass,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Grd_Glass,yes,Normal,Lt_to_Rt,yes,Complete,Congested
Normal,no,Normal,,yes,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,no,High,,no,Mild,Abnormal
Normal,no,High,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Complete,Normal
Normal,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,no,Normal,,no,Transp.,Normal
Oligaemic,yes,High,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Asy/Patch,no,High,Rt_to_Lt,no,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,yes,Mild,Normal
Plethoric,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Low,Lt_to_Rt,no,Transp.,Normal
Asy/Patch,yes,High,,yes,Mild,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
Grd_Glass,yes,Normal,,yes,Transp.,Abnormal
Asy/Patch,yes,High,Lt_to_Rt,no,Transp.,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,yes,Normal,,yes,Transp.,Abnormal
Normal,no,High,,no,Transp.,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Mild,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,High,,no,Transp.,Abnormal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Grd_Glass,no,Normal,,yes,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,yes,High,Rt_to_Lt,yes,Mild,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Complete,Normal
Plethoric,no,Normal,,yes,Complete,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Plethoric,no,Normal,Rt_to_Lt,no,Mild,Normal
Normal,no,Low,,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Normal,no,Normal,Rt_to_Lt,no,,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,Mild,Normal
Oligaemic,no,Normal,Rt_to_Lt,yes,Mild,Congested
Oligaemic,no,High,Lt_to_Rt,no,Mild,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Grd_Glass,yes,Normal,Lt_to_Rt,yes,Complete,Congested
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Normal,yes,High,,no,Transp.,Abnormal
Normal,no,Normal,,no,Mild,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Grd_Glass,no,High,Lt_to_Rt,no,Complete,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,no,High,Rt_to_Lt,no,Complete,Abnormal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,High,,no,Transp.,Abnormal
Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,,yes,Transp.,Normal
Grd_Glass,yes,Normal,,yes,Transp.,Abnormal
Normal,no,Normal,Rt_to_Lt,yes,Mild,Congested
Grd_Glass,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,no,High,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,Rt_to_Lt,no,Mild,Congested
Plethoric,no,Normal,,yes,Transp.,Normal
Normal,no,Normal,Rt_to_Lt,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,yes,Normal,Lt_to_Rt,yes,Mild,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Congested
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Grd_Glass,no,Normal,Lt_to_Rt,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Asy/Patch,yes,Normal,,yes,Mild,Abnormal
Grd_Glass,yes,Normal,Lt_to_Rt,yes,Mild,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,yes,,Normal
Grd_Glass,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,High,,no,Transp.,Normal
Normal,no,Normal,,no,Mild,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Abnormal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,yes,Normal,,yes,,Abnormal
Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Transp.,Abnormal
Oligaemic,no,High,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Complete,Normal
Plethoric,no,Normal,,no,Mild,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,,no,Transp.,Congested
Grd_Glass,no,Normal,,no,Mild,Congested
Normal,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,Complete,Normal
Oligaemic,no,Low,Rt_to_Lt,no,Mild,Normal
Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,no,Normal,Rt_to_Lt,no,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,High,,yes,Mild,Abnormal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,Low,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,,no,Transp.,Congested
Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Normal,no,Normal,,no,Complete,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Congested
Asy/Patch,yes,High,Lt_to_Rt,yes,Transp.,Abnormal
Oligaemic,no,High,,no,Complete,Congested
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Normal,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Oligaemic,no,Low,Lt_to_Rt,no,Mild,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Mild,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Congested
Oligaemic,no,Normal,,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Normal,no,Normal,Rt_to_Lt,no,Transp.,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Congested
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Mild,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,,no,Transp.,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,Rt_to_Lt,no,Mild,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,,no,Transp.,Congested
Plethoric,yes,Normal,Lt_to_Rt,yes,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,yes,Normal,Lt_to_Rt,no,Complete,Normal
Normal,yes,Low,Lt_to_Rt,no,Transp.,Normal
Asy/Patch,no,Normal,,no,Complete,Congested
Oligaemic,no,High,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,no,Normal,Rt_to_Lt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,,no,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,yes,High,,no,Mild,Abnormal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Congested
Oligaemic,no,High,Lt_to_Rt,yes,Complete,Abnormal
Plethoric,yes,Low,Rt_to_Lt,yes,Transp.,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Mild,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,,no,,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Plethoric,yes,High,,yes,Mild,Normal
Plethoric,no,Normal,,no,Mild,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,,Normal
Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,,Normal
Normal,no,Normal,,no,Transp.,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Mild,Normal
Oligaemic,yes,Normal,Rt_to_Lt,yes,Complete,Abnormal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Complete,Normal
Normal,no,Normal,,no,Mild,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Grd_Glass,no,Normal,,yes,,Congested
Oligaemic,yes,Low,Lt_to_Rt,yes,Complete,Normal
Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Low,,no,Complete,Normal
Normal,no,High,,yes,Complete,Normal
Normal,no,Normal,,yes,Complete,Congested
Normal,yes,Normal,,yes,Transp.,Congested
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,,no,Complete,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,High,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Asy/Patch,yes,Low,Rt_to_Lt,yes,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,yes,Normal,,yes,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Plethoric,no,Low,,no,Transp.,Normal
Oligaemic,yes,Normal,,yes,Mild,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Rt_to_Lt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,no,Normal,Rt_to_Lt,no,,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Normal
Plethoric,yes,Normal,,yes,Transp.,Normal
Oligaemic,yes,Normal,,yes,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Low,,no,Mild,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,yes,High,,yes,Transp.,Abnormal
Grd_Glass,yes,Normal,Rt_to_Lt,yes,Mild,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Rt_to_Lt,no,,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,yes,Normal,,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Normal,yes,Low,Lt_to_Rt,yes,Complete,Normal
Asy/Patch,yes,Normal,,no,Transp.,Abnormal
Oligaemic,no,Normal,,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,Complete,Normal
Normal,no,Low,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,yes,Complete,Normal
Oligaemic,yes,High,Rt_to_Lt,yes,,Abnormal
Grd_Glass,no,Normal,Rt_to_Lt,no,,Congested
Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,yes,High,Rt_to_Lt,yes,Mild,Abnormal
Oligaemic,yes,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Low,Rt_to_Lt,yes,Mild,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,,no,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,,no,Transp.,Normal
Asy/Patch,no,Normal,,no,Complete,Normal
Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Grd_Glass,yes,Normal,Lt_to_Rt,yes,Complete,Congested
Plethoric,no,Normal,,no,Transp.,Normal
Normal,no,Normal,Rt_to_Lt,no,Mild,Normal
Grd_Glass,no,Normal,,no,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,High,,no,Complete,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Plethoric,no,Normal,,yes,Mild,Normal
Normal,yes,Normal,,yes,Transp.,Normal
Normal,no,Normal,Rt_to_Lt,no,,Normal
Oligaemic,no,Normal,,no,Transp.,Normal
Oligaemic,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Normal,no,Low,,no,Complete,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Congested
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Grd_Glass,no,High,,yes,Complete,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,Rt_to_Lt,no,Mild,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,Normal,Rt_to_Lt,yes,Complete,Abnormal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Grd_Glass,no,Normal,,no,Transp.,Congested
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,yes,High,Rt_to_Lt,yes,Complete,Abnormal
Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Low,,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,yes,Normal,Rt_to_Lt,yes,Complete,Congested
Plethoric,no,Normal,,no,Complete,Congested
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,High,Rt_to_Lt,no,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Plethoric,no,High,,no,Transp.,Normal
Normal,no,Normal,,no,Complete,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Mild,Abnormal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,High,,no,Transp.,Normal
Asy/Patch,yes,Normal,Rt_to_Lt,no,Transp.,Abnormal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Low,,no,Complete,Abnormal
Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,no,High,Lt_to_Rt,no,Transp.,Abnormal
Plethoric,yes,High,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,yes,Low,Lt_to_Rt,yes,Complete,Congested
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,no,Low,,no,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,yes,Transp.,Normal
Normal,no,Normal,,no,Complete,Normal
Grd_Glass,yes,Normal,Rt_to_Lt,yes,Complete,Congested
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,High,,yes,Transp.,Abnormal
Oligaemic,yes,Normal,Rt_to_Lt,yes,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Rt_to_Lt,no,Mild,Normal
Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Normal,no,Normal,,no,Transp.,Abnormal
Oligaemic,yes,High,Lt_to_Rt,no,Complete,Abnormal
Plethoric,no,Normal,,yes,Transp.,Normal
Normal,no,Normal,,no,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,High,,yes,Transp.,Abnormal
Normal,no,Normal,,no,Transp.,Normal
Grd_Glass,yes,High,,yes,Complete,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Low,Rt_to_Lt,no,Complete,Congested
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,yes,,Normal
Grd_Glass,no,Low,Rt_to_Lt,no,Mild,Congested
Grd_Glass,yes,High,Lt_to_Rt,no,Complete,Abnormal
Oligaemic,no,Normal,Rt_to_Lt,no,,Normal
Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Mild,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Asy/Patch,yes,Normal,Rt_to_Lt,yes,,Abnormal
Asy/Patch,yes,High,,yes,Transp.,Abnormal
Grd_Glass,yes,High,,yes,Transp.,Abnormal
Grd_Glass,no,Normal,,yes,Transp.,Abnormal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Normal,Rt_to_Lt,yes,Mild,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Mild,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Congested
Normal,no,Normal,,no,Transp.,Normal
Normal,no,Normal,,no,Complete,Congested
Plethoric,yes,Normal,,yes,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Mild,Normal
Asy/Patch,no,Normal,,no,Mild,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,no,Normal,Rt_to_Lt,no,Mild,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Plethoric,no,High,,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Congested
Asy/Patch,yes,High,,yes,,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Mild,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Grd_Glass,yes,Normal,,no,Mild,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,,Normal
Plethoric,no,Normal,,no,Mild,Normal
Grd_Glass,no,High,,no,,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,no,Normal,,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,yes,High,,yes,Transp.,Abnormal
Oligaemic,no,Normal,,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,yes,Normal,,yes,Mild,Abnormal
Grd_Glass,yes,High,Lt_to_Rt,yes,Mild,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,no,Normal,Lt_to_Rt,yes,Mild,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,no,High,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,Normal,Rt_to_Lt,yes,Mild,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,yes,Normal,Lt_to_Rt,yes,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
