Grunting,DuctFlow,GruntingReport,CardiacMixing,LungParench
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Congested
no,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,yes,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Abnormal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,,yes,Mild,Abnormal
yes,,yes,Transp.,Abnormal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,,no,Transp.,Normal
yes,Rt_to_Lt,yes,Mild,Abnormal
yes,,yes,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,,no,Complete,Normal
no,,no,Transp.,Normal
no,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Transp.,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Mild,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Mild,Normal
no,,no,Mild,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,,no,Mild,Congested
yes,Rt_to_Lt,no,,Congested
no,Rt_to_Lt,no,,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Mild,Congested
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Abnormal
yes,Lt_to_Rt,no,Complete,Abnormal
yes,Lt_to_Rt,yes,Complete,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Complete,Normal
yes,Rt_to_Lt,yes,Complete,Congested
yes,,yes,Complete,Normal
yes,,no,Transp.,Abnormal
yes,Lt_to_Rt,yes,Transp.,Abnormal
no,Rt_to_Lt,no,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Congested
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Mild,Congested
yes,Rt_to_Lt,yes,Mild,Abnormal
no,,no,Mild,Normal
no,,no,Mild,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Mild,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Complete,Abnormal
no,Lt_to_Rt,yes,Complete,Normal
no,,no,,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Congested
no,,yes,Transp.,Normal
yes,Rt_to_Lt,no,Mild,Abnormal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,yes,Transp.,Normal
yes,Rt_to_Lt,yes,Transp.,Abnormal
no,,no,Mild,Normal
no,,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Congested
no,Rt_to_Lt,no,,Congested
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
no,,yes,Transp.,Normal
no,Lt_to_Rt,no,Mild,Abnormal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Mild,Normal
no,,no,,Normal
no,,no,Mild,Normal
no,,no,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Normal
no,Lt_to_Rt,no,Mild,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,no,Mild,Normal
yes,,yes,Transp.,Normal
no,Rt_to_Lt,no,Transp.,Congested
no,Lt_to_Rt,no,Mild,Normal
no,,no,Transp.,Normal
yes,,no,Complete,Normal
yes,,yes,Transp.,Congested
no,,no,Transp.,Congested
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Abnormal
yes,Lt_to_Rt,no,Complete,Abnormal
yes,Rt_to_Lt,no,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Mild,Congested
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,,no,Transp.,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,yes,Transp.,Normal
no,,no,Transp.,Normal
no,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Complete,Congested
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
yes,,yes,Transp.,Abnormal
yes,Lt_to_Rt,yes,Complete,Congested
yes,Rt_to_Lt,yes,Complete,Congested
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Congested
no,,no,Transp.,Normal
no,,no,Mild,Congested
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Congested
no,,no,Transp.,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Rt_to_Lt,no,Complete,Normal
no,,no,Mild,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Mild,Normal
no,Lt_to_Rt,yes,Mild,Normal
no,Rt_to_Lt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Mild,Normal
yes,Rt_to_Lt,no,,Normal
yes,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Mild,Abnormal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Congested
no,,no,Mild,Normal
yes,,yes,Transp.,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Transp.,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Mild,Normal
yes,Rt_to_Lt,yes,Mild,Abnormal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,no,Transp.,Abnormal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Abnormal
no,Rt_to_Lt,no,Mild,Abnormal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Mild,Abnormal
no,,no,Complete,Abnormal
no,Rt_to_Lt,no,Mild,Congested
no,,no,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Normal
no,,no,Transp.,Congested
yes,Lt_to_Rt,yes,Complete,Abnormal
yes,,no,Transp.,Normal
no,Rt_to_Lt,no,,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,no,Mild,Abnormal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Congested
no,Lt_to_Rt,no,Mild,Normal
no,Rt_to_Lt,no,Transp.,Congested
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,yes,Mild,Normal
no,Rt_to_Lt,no,,Abnormal
no,Lt_to_Rt,no,Complete,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Complete,Normal
no,,no,Transp.,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Mild,Normal
yes,,yes,Transp.,Normal
no,,yes,,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,,Abnormal
yes,,yes,,Abnormal
no,,yes,Complete,Normal
no,,no,Transp.,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Mild,Normal
no,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Congested
no,,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Mild,Normal
no,Lt_to_Rt,yes,Mild,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,,Congested
no,Rt_to_Lt,no,,Normal
yes,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Mild,Normal
no,,no,Mild,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Normal
no,,no,Transp.,Normal
yes,,yes,Mild,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,yes,Mild,Normal
no,,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,,no,Mild,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Congested
no,Rt_to_Lt,no,,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Mild,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
yes,,yes,Complete,Abnormal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,no,Transp.,Abnormal
yes,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
yes,,yes,Transp.,Abnormal
no,,no,Transp.,Normal
yes,Lt_to_Rt,no,Complete,Congested
no,Rt_to_Lt,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Congested
no,,no,Transp.,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,yes,Transp.,Normal
no,,no,Complete,Normal
yes,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Congested
no,,yes,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Abnormal
no,,no,Mild,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,,no,Transp.,Normal
yes,,yes,Transp.,Normal
no,,no,Transp.,Normal
yes,Rt_to_Lt,yes,Mild,Congested
yes,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Abnormal
yes,Lt_to_Rt,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Mild,Normal
yes,Rt_to_Lt,yes,Mild,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,yes,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,,yes,Transp.,Congested
no,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Abnormal
no,,no,Transp.,Normal
yes,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Abnormal
no,,no,Mild,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Transp.,Normal
yes,Rt_to_Lt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Congested
no,Rt_to_Lt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,no,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Congested
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,,no,Mild,Congested
yes,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,Rt_to_Lt,no,Mild,Abnormal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Rt_to_Lt,no,Mild,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Mild,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
no,,yes,Mild,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,yes,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Mild,Normal
yes,Rt_to_Lt,yes,Mild,Normal
yes,,yes,Mild,Abnormal
no,,no,Transp.,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Congested
yes,,no,Transp.,Abnormal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Complete,Normal
yes,Rt_to_Lt,no,Complete,Congested
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,,no,Transp.,Normal
yes,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Mild,Normal
no,,no,Transp.,Normal
yes,,no,Complete,Abnormal
yes,Rt_to_Lt,yes,,Normal
yes,Rt_to_Lt,no,Mild,Abnormal
no,Rt_to_Lt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Transp.,Normal
no,Rt_to_Lt,no,Mild,Normal
no,,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Congested
no,,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,,Abnormal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Transp.,Abnormal
no,,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Mild,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,no,Complete,Abnormal
yes,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,,yes,Transp.,Abnormal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Mild,Normal
no,,no,Transp.,Normal
yes,,yes,Complete,Congested
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,,yes,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,Rt_to_Lt,yes,,Abnormal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,yes,Transp.,Normal
no,,no,Complete,Congested
yes,,no,Complete,Abnormal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Congested
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
yes,,yes,Transp.,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,Lt_to_Rt,yes,Mild,Normal
yes,,yes,Transp.,Abnormal
