HRBP,PULMEMBOLUS,INSUFFANESTH,INTUBATION,EXPCO2,MINVOL,VENTALV,SHUNT,VENTLUNG,ARTCO2,SAO2,PRESS
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,LOW
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
NORMAL,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,ZERO
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,ESOPHAGEAL,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,ZERO,ZERO,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
LOW,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,LOW
HIGH,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH
HIGH,False,False,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,LOW,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW
HIGH,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,ZERO,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH
HIGH,True,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,ONESIDED,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH,ZERO
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,True,False,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ONESIDED,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ONESIDED,ZERO,ZERO,LOW,NORMAL,LOW,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,ESOPHAGEAL,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,True,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
NORMAL,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,ZERO
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
NORMAL,False,False,ONESIDED,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ESOPHAGEAL,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL
NORMAL,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,True,NORMAL,NORMAL,HIGH,LOW,NORMAL,LOW,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,True,False,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,ESOPHAGEAL,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
LOW,False,False,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,True,False,NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,LOW,LOW
NORMAL,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,True,False,NORMAL,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,True,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,ONESIDED,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,LOW
HIGH,False,True,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH
