HRBP,VENTMACH,VENTTUBE,INSUFFANESTH,LVFAILURE,LVEDVOLUME,CO,HRSAT,HREKG,PCWP,HR,CVP,HYPOVOLEMIA,CATECHOL
HIGH,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
LOW,HIGH,HIGH,False,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,True,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,LOW,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,True,HIGH
LOW,NORMAL,LOW,False,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,True,NORMAL
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL,True,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,NORMAL
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
LOW,LOW,ZERO,False,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,True,LOW,LOW,LOW,LOW,LOW,NORMAL,LOW,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,LOW,HIGH,NORMAL,NORMAL,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,ZERO,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
LOW,LOW,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,LOW,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,True,NORMAL
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,ZERO,ZERO,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,True,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,LOW,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,True,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,False,HIGH
LOW,NORMAL,ZERO,True,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,False,HIGH
LOW,NORMAL,ZERO,True,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,True,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
LOW,NORMAL,ZERO,False,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,False,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,LOW,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,HIGH,HIGH,False,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,True,NORMAL
LOW,NORMAL,LOW,False,False,HIGH,LOW,LOW,LOW,HIGH,NORMAL,HIGH,True,HIGH
LOW,NORMAL,ZERO,False,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,LOW,False,HIGH
HIGH,NORMAL,LOW,False,True,LOW,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,True,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,ZERO,LOW,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,LOW,LOW,LOW,HIGH,NORMAL,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,LOW,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,False,NORMAL
HIGH,LOW,ZERO,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,HIGH,NORMAL,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,True,LOW,NORMAL,NORMAL,NORMAL,LOW,HIGH,LOW,False,HIGH
HIGH,LOW,ZERO,True,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,ZERO,ZERO,False,True,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,True,LOW,NORMAL,LOW,LOW,LOW,NORMAL,LOW,False,NORMAL
HIGH,NORMAL,HIGH,True,False,LOW,HIGH,NORMAL,NORMAL,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
LOW,NORMAL,ZERO,False,False,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL,True,NORMAL
NORMAL,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,HIGH,NORMAL,False,True,LOW,NORMAL,NORMAL,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,HIGH,HIGH,False,True,LOW,LOW,NORMAL,NORMAL,LOW,HIGH,NORMAL,False,HIGH
LOW,NORMAL,ZERO,False,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,HIGH,NORMAL,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,HIGH,HIGH,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
LOW,ZERO,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,LOW,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
LOW,NORMAL,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,False,False,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,True,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
LOW,NORMAL,ZERO,False,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
LOW,ZERO,ZERO,False,False,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,HIGH,NORMAL,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,True,HIGH
