LungFlow,XrayReport,ChestXray,LungParench
Low,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Grd_Glass,Oligaemic,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
High,Normal,Normal,Abnormal
Normal,Plethoric,Grd_Glass,Congested
Low,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Plethoric,Grd_Glass,Congested
High,Normal,Normal,Normal
Normal,Asy/Patchy,Grd_Glass,Congested
High,Plethoric,Plethoric,Congested
Low,Asy/Patchy,Grd_Glass,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Normal,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Grd_Glass,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Normal
Low,Plethoric,Plethoric,Abnormal
High,Normal,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Normal,Normal
Low,Normal,Normal,Normal
High,Asy/Patchy,Grd_Glass,Congested
High,Asy/Patchy,Plethoric,Normal
Normal,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Normal,Normal
High,Normal,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Abnormal
Normal,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Abnormal
High,Plethoric,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
High,Plethoric,Plethoric,Abnormal
Low,Grd_Glass,Normal,Normal
Normal,Normal,Normal,Normal
High,Normal,Normal,Congested
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Normal,Grd_Glass,Normal,Normal
Low,Normal,Normal,Normal
Low,Asy/Patchy,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Asy/Patchy,Grd_Glass,Congested
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Normal,Oligaemic,Normal
Normal,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Normal,Abnormal
Low,Normal,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Congested
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Asy/Patch,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Abnormal
Low,Normal,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Grd_Glass,Congested
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Asy/Patch,Normal
Low,Plethoric,Asy/Patch,Abnormal
Normal,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Asy/Patchy,Plethoric,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
High,Grd_Glass,Plethoric,Congested
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Normal,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
High,Asy/Patchy,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Normal,Normal
High,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Congested
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Oligaemic,Oligaemic,Abnormal
Normal,Oligaemic,Normal,Normal
Low,Normal,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
High,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Plethoric,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Grd_Glass,Congested
Normal,Normal,Normal,Abnormal
High,Oligaemic,Oligaemic,Abnormal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Normal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Normal,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Congested
High,Grd_Glass,Grd_Glass,Congested
Low,Plethoric,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Normal,Normal
Low,Normal,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Normal
Low,Normal,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Normal,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Normal,Grd_Glass,Normal,Normal
High,Asy/Patchy,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Congested
High,Grd_Glass,Grd_Glass,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
Low,Plethoric,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Normal,Normal
High,Normal,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Congested
Low,Normal,Oligaemic,Congested
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Plethoric,Asy/Patch,Abnormal
High,Grd_Glass,Plethoric,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
High,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Plethoric,Normal
High,Plethoric,Plethoric,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Normal,Normal
Normal,Grd_Glass,Asy/Patch,Normal
Normal,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Plethoric,Congested
Normal,Oligaemic,Plethoric,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
High,Normal,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Plethoric,Plethoric,Congested
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Low,Normal,Grd_Glass,Congested
Normal,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Congested
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Congested
High,Asy/Patchy,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Plethoric,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Normal
High,Normal,Grd_Glass,Congested
High,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
Normal,Plethoric,Plethoric,Congested
High,Asy/Patchy,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Congested
High,Asy/Patchy,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Congested
Normal,Grd_Glass,Grd_Glass,Congested
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Asy/Patchy,Normal,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Normal,Normal
High,Normal,Plethoric,Normal
Normal,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Plethoric,Plethoric,Congested
Normal,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Asy/Patch,Abnormal
High,Asy/Patchy,Normal,Normal
Normal,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Abnormal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Normal,Normal
High,Asy/Patchy,Grd_Glass,Congested
High,Grd_Glass,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Oligaemic,Oligaemic,Normal
High,Normal,Oligaemic,Abnormal
Normal,Plethoric,Asy/Patch,Abnormal
High,Normal,Normal,Normal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Normal,Abnormal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Low,Plethoric,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Congested
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Normal,Normal,Normal
High,Normal,Normal,Abnormal
Low,Grd_Glass,Grd_Glass,Congested
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Normal,Normal
High,Asy/Patchy,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Plethoric,Plethoric,Abnormal
High,Plethoric,Plethoric,Congested
Low,Plethoric,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Grd_Glass,Plethoric,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Normal,Normal
Low,Normal,Normal,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Plethoric,Abnormal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Normal
Normal,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Normal,Normal
Low,Normal,Normal,Normal
High,Normal,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
High,Plethoric,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Asy/Patchy,Normal,Normal
Low,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Plethoric,Normal
High,Plethoric,Normal,Abnormal
Normal,Normal,Normal,Normal
High,Normal,Normal,Normal
Low,Normal,Plethoric,Abnormal
High,Asy/Patchy,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Normal,Normal
Low,Grd_Glass,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Congested
Low,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Plethoric,Normal
High,Plethoric,Plethoric,Congested
High,Normal,Plethoric,Normal
Low,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Asy/Patch,Congested
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Congested
Normal,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Congested
Normal,Asy/Patchy,Plethoric,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Grd_Glass,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Plethoric,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Oligaemic,Grd_Glass,Abnormal
High,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Congested
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Normal,Normal,Abnormal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Grd_Glass,Congested
High,Normal,Normal,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Congested
High,Normal,Normal,Abnormal
High,Normal,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Abnormal
Low,Normal,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Oligaemic,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Grd_Glass,Abnormal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Grd_Glass,Congested
Low,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Normal,Normal
Low,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Asy/Patchy,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
