RUQO2,HypoxiaInO2,LungFlow,Grunting,GruntingReport,Sick,LungParench
<5,Moderate,Normal,no,no,no,Congested
<5,Severe,Normal,no,no,no,Abnormal
<5,Severe,Low,yes,yes,no,Abnormal
12+,Mild,Normal,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,High,yes,yes,yes,Congested
5-12,Moderate,Low,no,no,no,Normal
5-12,Severe,Low,no,no,no,Normal
<5,Severe,High,no,yes,no,Normal
<5,Moderate,High,no,no,yes,Congested
5-12,Moderate,Low,no,no,yes,Normal
<5,Moderate,Low,no,no,no,Normal
12+,Mild,Normal,yes,yes,no,Abnormal
5-12,Severe,Normal,no,yes,no,Normal
<5,Severe,High,no,no,no,Normal
12+,Mild,Normal,no,no,no,Normal
12+,Mild,Low,no,yes,no,Normal
5-12,Moderate,Low,yes,yes,no,Normal
5-12,Severe,Normal,yes,yes,yes,Abnormal
5-12,Moderate,Low,yes,yes,yes,Abnormal
<5,Severe,High,no,no,no,Normal
<5,Severe,Normal,yes,no,yes,Abnormal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,High,no,no,no,Congested
<5,Severe,High,no,no,no,Normal
5-12,Moderate,Normal,no,no,yes,Normal
<5,Moderate,Low,no,no,no,Abnormal
<5,Mild,Low,no,no,no,Normal
5-12,Moderate,High,no,no,no,Normal
<5,Moderate,High,yes,yes,no,Abnormal
5-12,Moderate,Normal,no,yes,no,Normal
<5,Moderate,High,no,no,no,Normal
12+,Moderate,Low,no,no,no,Normal
5-12,Mild,Normal,no,no,no,Normal
<5,Severe,High,no,no,no,Abnormal
5-12,Severe,High,no,no,yes,Normal
<5,Severe,Low,no,no,no,Normal
5-12,Mild,Low,yes,no,no,Abnormal
5-12,Moderate,Low,yes,yes,no,Abnormal
12+,Mild,Low,yes,yes,no,Abnormal
<5,Moderate,Normal,yes,yes,no,Normal
<5,Severe,Low,no,no,no,Congested
5-12,Moderate,Normal,no,no,yes,Congested
5-12,Moderate,Low,yes,yes,no,Abnormal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Severe,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Mild,Low,yes,yes,yes,Abnormal
<5,Severe,Low,no,no,no,Normal
12+,Moderate,Normal,yes,no,no,Normal
5-12,Severe,High,no,no,yes,Normal
<5,Severe,Low,no,no,yes,Normal
<5,Severe,High,no,no,no,Normal
<5,Severe,Low,no,no,no,Normal
5-12,Moderate,High,no,yes,yes,Congested
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,Low,no,no,no,Abnormal
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
<5,Moderate,Low,yes,yes,yes,Normal
5-12,Severe,Low,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
12+,Mild,Low,no,no,no,Normal
5-12,Moderate,Low,no,yes,no,Normal
12+,Mild,Normal,no,no,no,Congested
5-12,Mild,Normal,yes,yes,yes,Abnormal
5-12,Severe,Low,yes,no,no,Abnormal
5-12,Severe,High,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
12+,Severe,High,no,no,yes,Normal
5-12,Moderate,High,no,no,yes,Normal
5-12,Severe,High,no,yes,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Normal,no,no,no,Normal
5-12,Moderate,Low,no,yes,no,Normal
5-12,Severe,Low,no,no,no,Normal
5-12,Moderate,High,no,no,no,Normal
5-12,Mild,High,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
5-12,Severe,High,yes,yes,yes,Abnormal
5-12,Moderate,Normal,yes,yes,yes,Abnormal
<5,Moderate,Normal,no,yes,no,Congested
5-12,Severe,High,no,no,no,Normal
12+,Mild,Normal,no,no,yes,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Severe,High,no,no,yes,Normal
5-12,Moderate,Low,no,no,yes,Normal
5-12,Moderate,Normal,no,no,yes,Normal
5-12,Moderate,Low,no,no,yes,Normal
5-12,Moderate,High,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,High,no,no,no,Abnormal
<5,Severe,High,no,yes,no,Normal
5-12,Mild,Low,yes,yes,no,Normal
12+,Mild,Low,no,no,no,Abnormal
5-12,Moderate,Low,no,no,no,Normal
5-12,Severe,High,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Normal,no,no,yes,Normal
12+,Moderate,High,no,no,yes,Congested
5-12,Moderate,Low,no,yes,no,Congested
12+,Moderate,Low,no,no,no,Normal
5-12,Severe,High,yes,yes,yes,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,Low,no,yes,yes,Abnormal
5-12,Severe,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,High,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
<5,Severe,Low,no,no,yes,Normal
<5,Severe,Low,no,no,yes,Normal
<5,Severe,Low,no,no,yes,Normal
12+,Severe,High,no,no,no,Abnormal
<5,Severe,High,no,no,no,Congested
<5,Moderate,High,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
12+,Severe,High,no,no,no,Normal
12+,Moderate,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Mild,High,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
<5,Severe,Normal,no,no,no,Normal
5-12,Severe,Normal,yes,yes,no,Abnormal
<5,Severe,Low,yes,no,yes,Normal
<5,Severe,High,yes,yes,yes,Abnormal
12+,Severe,High,no,no,yes,Abnormal
<5,Severe,Low,no,no,no,Normal
12+,Mild,Normal,yes,no,yes,Abnormal
<5,Moderate,Normal,no,no,no,Normal
<5,Severe,Low,yes,yes,no,Abnormal
5-12,Moderate,High,no,yes,yes,Normal
<5,Moderate,Low,no,yes,no,Normal
5-12,Severe,High,no,no,yes,Normal
5-12,Moderate,Low,yes,yes,no,Abnormal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,Normal,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
<5,Moderate,Normal,no,no,yes,Congested
5-12,Severe,High,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,yes,no,Normal
5-12,Moderate,Normal,no,no,no,Normal
5-12,Severe,Low,no,no,no,Abnormal
5-12,Severe,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
<5,Severe,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
5-12,Severe,Low,no,no,no,Normal
12+,Mild,Low,no,no,no,Normal
5-12,Severe,High,no,no,yes,Normal
<5,Severe,High,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
12+,Mild,Low,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
5-12,Moderate,Low,no,no,no,Normal
12+,Moderate,High,no,no,no,Normal
5-12,Severe,High,yes,yes,no,Normal
12+,Mild,Low,yes,yes,yes,Abnormal
12+,Moderate,Low,no,no,no,Normal
5-12,Severe,Low,yes,no,no,Normal
5-12,Moderate,High,no,no,yes,Congested
5-12,Moderate,Normal,yes,yes,yes,Abnormal
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
12+,Severe,Low,no,no,no,Normal
<5,Severe,Normal,no,no,no,Abnormal
<5,Severe,High,no,no,no,Normal
12+,Severe,High,yes,yes,yes,Abnormal
5-12,Severe,High,no,no,no,Congested
5-12,Severe,High,no,no,no,Normal
5-12,Severe,High,no,no,yes,Normal
<5,Severe,High,yes,yes,yes,Normal
<5,Moderate,Normal,no,no,no,Normal
5-12,Severe,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Congested
5-12,Mild,Normal,yes,yes,yes,Abnormal
12+,Severe,High,no,no,no,Normal
5-12,Moderate,High,yes,yes,no,Congested
<5,Mild,Low,no,no,yes,Abnormal
<5,Severe,High,no,no,no,Normal
12+,Mild,High,yes,yes,no,Normal
<5,Severe,Low,no,no,no,Normal
12+,Mild,High,no,no,no,Normal
12+,Moderate,Low,yes,yes,yes,Normal
<5,Moderate,High,no,no,yes,Normal
5-12,Mild,Low,no,no,no,Normal
5-12,Mild,High,no,no,yes,Normal
5-12,Severe,High,no,no,yes,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,Normal,no,no,yes,Abnormal
<5,Moderate,High,no,no,no,Congested
5-12,Moderate,Low,no,no,no,Congested
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Moderate,High,no,no,no,Normal
<5,Severe,Low,no,no,no,Normal
5-12,Severe,High,no,no,yes,Normal
5-12,Moderate,Low,no,no,yes,Normal
12+,Severe,High,no,no,no,Normal
12+,Severe,High,no,no,no,Normal
12+,Moderate,Low,no,no,no,Normal
5-12,Severe,Normal,no,no,no,Abnormal
<5,Severe,High,no,no,yes,Congested
<5,Moderate,Low,yes,no,no,Abnormal
5-12,Severe,Low,yes,yes,no,Abnormal
12+,Mild,High,yes,yes,yes,Congested
5-12,Moderate,Normal,yes,yes,no,Abnormal
12+,Moderate,Low,no,no,no,Normal
12+,Severe,High,yes,yes,no,Abnormal
<5,Severe,Normal,yes,no,yes,Normal
5-12,Moderate,Low,no,yes,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
<5,Moderate,Low,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
5-12,Severe,Normal,no,no,no,Normal
12+,Moderate,Normal,no,no,no,Abnormal
5-12,Moderate,Low,no,no,no,Normal
5-12,Severe,High,no,no,no,Normal
5-12,Severe,Normal,yes,yes,yes,Normal
5-12,Moderate,Normal,no,no,no,Congested
5-12,Moderate,Normal,no,no,no,Congested
5-12,Moderate,High,no,no,no,Normal
<5,Moderate,High,no,no,no,Normal
5-12,Severe,Low,no,no,no,Normal
5-12,Mild,Low,no,no,no,Abnormal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Severe,High,no,no,yes,Normal
12+,Mild,Low,no,no,no,Normal
<5,Severe,High,yes,no,no,Normal
<5,Severe,High,no,no,no,Normal
<5,Mild,Low,no,yes,no,Normal
<5,Severe,High,no,no,yes,Normal
<5,Severe,Low,no,no,no,Normal
<5,Severe,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
<5,Severe,Normal,no,no,no,Normal
<5,Severe,Normal,no,no,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
12+,Mild,Low,no,no,no,Normal
<5,Severe,Normal,no,no,no,Normal
5-12,Severe,High,no,no,no,Normal
5-12,Moderate,Normal,no,no,no,Normal
<5,Moderate,Low,no,no,no,Abnormal
5-12,Moderate,Low,yes,yes,no,Abnormal
5-12,Moderate,Low,no,no,yes,Congested
<5,Severe,High,no,no,yes,Normal
<5,Severe,High,yes,yes,yes,Abnormal
5-12,Moderate,Normal,no,no,yes,Normal
5-12,Moderate,Normal,no,no,yes,Normal
5-12,Moderate,Low,no,no,yes,Normal
12+,Severe,High,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Abnormal
<5,Severe,High,no,no,yes,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,Low,no,yes,yes,Normal
12+,Moderate,Low,no,no,no,Normal
12+,Mild,Low,yes,yes,no,Abnormal
12+,Severe,High,no,no,no,Normal
5-12,Severe,High,no,no,yes,Normal
<5,Severe,Normal,no,no,no,Normal
5-12,Moderate,Low,no,yes,no,Normal
5-12,Severe,High,no,no,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Severe,Normal,no,no,no,Abnormal
5-12,Moderate,Low,yes,yes,yes,Abnormal
5-12,Moderate,Low,no,no,no,Abnormal
5-12,Mild,High,no,no,no,Normal
5-12,Moderate,Low,yes,yes,no,Normal
<5,Mild,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Severe,High,no,no,yes,Normal
<5,Severe,High,no,no,no,Normal
<5,Moderate,High,no,no,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
5-12,Moderate,Normal,no,no,no,Normal
5-12,Severe,High,no,no,no,Normal
5-12,Severe,High,no,no,no,Normal
5-12,Severe,Normal,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
5-12,Moderate,High,no,no,no,Normal
12+,Moderate,High,no,no,yes,Normal
<5,Severe,High,no,no,no,Normal
12+,Mild,Low,no,no,yes,Abnormal
5-12,Moderate,Normal,yes,no,yes,Abnormal
12+,Moderate,Normal,no,no,no,Normal
<5,Moderate,Low,no,no,yes,Normal
<5,Severe,High,no,yes,no,Normal
<5,Moderate,High,yes,yes,yes,Abnormal
12+,Moderate,Normal,no,no,no,Normal
5-12,Moderate,Low,yes,yes,yes,Abnormal
<5,Moderate,Low,no,no,no,Normal
5-12,Severe,High,yes,yes,yes,Abnormal
<5,Severe,Low,no,no,yes,Normal
<5,Severe,Low,yes,no,no,Abnormal
<5,Mild,Low,no,no,yes,Normal
5-12,Moderate,Low,yes,yes,yes,Abnormal
12+,Mild,Normal,no,no,yes,Abnormal
5-12,Moderate,Low,no,no,no,Normal
5-12,Severe,High,no,no,no,Normal
<5,Severe,Low,no,no,no,Normal
12+,Mild,High,no,no,no,Normal
<5,Severe,Low,no,no,no,Normal
5-12,Severe,High,no,no,no,Normal
5-12,Mild,Normal,no,no,no,Normal
<5,Moderate,Normal,no,no,yes,Normal
<5,Severe,High,no,no,yes,Congested
5-12,Mild,Low,no,no,no,Normal
<5,Severe,Low,no,no,yes,Normal
<5,Severe,Low,no,no,no,Normal
5-12,Moderate,High,yes,no,no,Abnormal
5-12,Moderate,High,no,no,no,Normal
<5,Severe,Normal,no,no,no,Normal
12+,Moderate,Low,no,no,no,Normal
5-12,Severe,High,no,no,no,Abnormal
<5,Severe,Low,yes,yes,no,Abnormal
5-12,Moderate,Low,no,no,yes,Normal
5-12,Severe,High,yes,yes,yes,Abnormal
5-12,Moderate,Normal,yes,no,yes,Congested
<5,Severe,High,no,no,yes,Congested
<5,Severe,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,yes,yes,Normal
<5,Moderate,High,no,no,no,Congested
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,High,no,no,no,Normal
5-12,Moderate,Low,yes,no,yes,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Mild,Normal,yes,yes,yes,Abnormal
5-12,Severe,Normal,yes,yes,no,Congested
<5,Severe,High,no,no,no,Congested
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
<5,Moderate,Low,no,no,no,Normal
12+,Mild,Normal,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Congested
<5,Moderate,Low,no,no,no,Normal
12+,Severe,Low,no,no,yes,Normal
5-12,Moderate,Low,no,no,yes,Normal
<5,Moderate,Low,no,no,yes,Normal
5-12,Moderate,Low,yes,no,no,Abnormal
5-12,Severe,High,no,no,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
5-12,Severe,Low,yes,yes,yes,Abnormal
<5,Moderate,Normal,no,no,no,Normal
<5,Severe,Low,yes,yes,no,Normal
5-12,Severe,Low,no,no,no,Normal
12+,Severe,Low,no,no,no,Normal
5-12,Severe,Low,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,High,no,no,yes,Normal
<5,Moderate,High,no,no,yes,Normal
12+,Mild,Low,no,no,no,Normal
<5,Moderate,Low,no,no,yes,Normal
<5,Severe,Low,yes,yes,no,Abnormal
<5,Severe,Normal,no,no,yes,Normal
5-12,Moderate,High,no,no,no,Normal
5-12,Moderate,Normal,no,yes,no,Normal
5-12,Moderate,Low,no,yes,yes,Normal
5-12,Moderate,Normal,no,no,no,Normal
<5,Severe,Normal,no,no,no,Normal
5-12,Moderate,High,no,no,yes,Normal
5-12,Severe,Normal,no,no,no,Normal
<5,Moderate,High,yes,yes,no,Normal
12+,Moderate,Low,no,no,no,Normal
<5,Severe,High,yes,yes,no,Abnormal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,yes,no,Normal
12+,Moderate,Normal,yes,yes,yes,Abnormal
5-12,Severe,High,no,yes,no,Abnormal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
5-12,Mild,Low,no,no,yes,Normal
5-12,Moderate,High,yes,yes,yes,Abnormal
<5,Severe,High,no,no,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
5-12,Severe,High,no,no,no,Normal
5-12,Moderate,High,no,no,no,Abnormal
<5,Moderate,Low,no,no,yes,Abnormal
<5,Moderate,Normal,yes,yes,no,Abnormal
5-12,Moderate,Normal,no,no,no,Normal
12+,Mild,High,no,no,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
5-12,Moderate,High,no,yes,yes,Congested
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,Low,no,yes,yes,Normal
<5,Moderate,High,no,yes,no,Normal
<5,Moderate,Normal,no,no,no,Normal
12+,Moderate,Low,yes,yes,no,Abnormal
5-12,Mild,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
5-12,Severe,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Abnormal
<5,Severe,High,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Severe,High,no,no,no,Abnormal
<5,Moderate,Normal,no,no,yes,Congested
12+,Severe,High,no,yes,yes,Normal
<5,Severe,Low,no,yes,yes,Congested
5-12,Moderate,High,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Mild,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,High,yes,yes,yes,Congested
<5,Severe,High,yes,yes,no,Normal
12+,Mild,Low,yes,yes,yes,Normal
12+,Mild,Normal,yes,no,no,Abnormal
<5,Severe,High,no,no,yes,Normal
12+,Mild,Normal,no,no,no,Normal
5-12,Moderate,High,yes,yes,yes,Normal
<5,Moderate,High,no,no,no,Normal
12+,Moderate,Low,yes,yes,no,Abnormal
12+,Severe,High,no,no,yes,Normal
5-12,Severe,Low,no,no,no,Normal
<5,Moderate,Low,no,no,yes,Normal
5-12,Moderate,Low,no,no,yes,Normal
<5,Moderate,High,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Abnormal
5-12,Moderate,Low,yes,yes,no,Abnormal
<5,Severe,High,no,no,no,Normal
12+,Mild,Low,no,no,yes,Normal
12+,Severe,Normal,no,no,no,Normal
5-12,Moderate,High,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
12+,Moderate,Normal,no,no,no,Normal
5-12,Mild,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Moderate,Low,no,no,yes,Normal
12+,Mild,Low,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
5-12,Moderate,High,yes,yes,yes,Abnormal
<5,Severe,High,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,yes,no,Congested
5-12,Moderate,Normal,no,no,no,Normal
5-12,Severe,Normal,no,no,no,Normal
<5,Severe,Normal,no,no,yes,Congested
5-12,Moderate,Low,no,no,no,Normal
5-12,Severe,Low,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
5-12,Severe,High,no,no,no,Normal
12+,Severe,High,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
<5,Moderate,Normal,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
12+,Severe,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
12+,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,Normal,yes,yes,yes,Abnormal
<5,Moderate,Low,no,yes,no,Normal
<5,Moderate,Low,no,yes,no,Normal
12+,Mild,Normal,yes,yes,yes,Abnormal
<5,Severe,High,no,no,yes,Normal
5-12,Moderate,High,no,no,no,Abnormal
<5,Moderate,Low,no,no,no,Normal
12+,Moderate,Low,no,no,yes,Congested
5-12,Severe,Low,yes,yes,no,Abnormal
5-12,Moderate,Low,no,no,no,Normal
<5,Moderate,Normal,no,no,no,Normal
<5,Moderate,Low,no,no,yes,Normal
<5,Severe,High,no,no,no,Congested
5-12,Moderate,Low,no,no,no,Normal
<5,Moderate,Low,yes,yes,no,Abnormal
12+,Mild,Low,no,no,no,Normal
5-12,Severe,High,yes,yes,yes,Abnormal
<5,Moderate,Normal,no,no,no,Normal
5-12,Severe,Normal,no,yes,no,Normal
<5,Moderate,High,no,no,no,Normal
5-12,Mild,Low,no,no,no,Normal
5-12,Moderate,Normal,no,no,no,Congested
12+,Moderate,Low,yes,yes,no,Normal
12+,Mild,Low,no,no,no,Normal
5-12,Severe,High,no,no,no,Abnormal
<5,Mild,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
5-12,Moderate,High,no,no,yes,Congested
12+,Severe,Low,yes,yes,no,Abnormal
5-12,Mild,Low,no,no,no,Normal
12+,Moderate,Low,no,yes,no,Normal
5-12,Moderate,Low,no,no,no,Abnormal
5-12,Moderate,Low,no,no,no,Normal
5-12,Mild,Low,no,no,yes,Normal
<5,Severe,Low,no,no,yes,Congested
5-12,Severe,Low,no,no,no,Normal
5-12,Moderate,High,no,no,no,Normal
<5,Moderate,Low,no,no,yes,Normal
<5,Severe,Normal,no,no,no,Abnormal
5-12,Severe,High,no,no,no,Normal
5-12,Severe,Normal,no,no,no,Normal
5-12,Moderate,Normal,no,no,no,Normal
12+,Mild,Low,no,no,no,Normal
12+,Mild,Low,no,no,no,Normal
12+,Moderate,Low,no,no,no,Normal
<5,Severe,High,yes,yes,no,Abnormal
<5,Severe,High,no,no,no,Normal
5-12,Moderate,Low,yes,no,no,Normal
<5,Moderate,Low,yes,yes,no,Abnormal
5-12,Moderate,Low,yes,no,no,Normal
12+,Mild,Low,no,no,no,Normal
5-12,Moderate,Normal,yes,yes,yes,Abnormal
12+,Mild,Low,no,no,yes,Normal
5-12,Mild,Low,no,no,no,Normal
<5,Moderate,Normal,no,no,yes,Abnormal
5-12,Moderate,High,no,no,yes,Normal
5-12,Severe,High,no,no,no,Congested
5-12,Mild,High,no,yes,yes,Normal
12+,Moderate,High,yes,yes,yes,Abnormal
5-12,Severe,Normal,no,yes,no,Congested
5-12,Moderate,Low,yes,yes,no,Abnormal
5-12,Severe,High,no,no,no,Normal
<5,Severe,Low,no,no,no,Normal
<5,Severe,Low,no,no,no,Normal
<5,Moderate,High,no,no,no,Congested
5-12,Moderate,Low,no,no,no,Normal
12+,Mild,Normal,no,no,no,Congested
5-12,Mild,High,yes,yes,yes,Abnormal
5-12,Moderate,Normal,no,no,no,Normal
12+,Mild,Normal,yes,no,yes,Abnormal
5-12,Moderate,Low,no,no,yes,Normal
<5,Severe,Low,no,no,no,Normal
12+,Severe,Low,yes,yes,no,Abnormal
<5,Severe,Low,no,no,yes,Normal
<5,Severe,High,no,no,yes,Normal
5-12,Moderate,Normal,no,no,no,Normal
<5,Severe,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Severe,Low,no,no,yes,Normal
5-12,Severe,High,no,no,no,Normal
<5,Severe,High,yes,no,yes,Abnormal
5-12,Mild,Low,no,no,no,Normal
5-12,Severe,High,no,no,no,Normal
<5,Severe,Normal,no,no,no,Normal
<5,Severe,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Moderate,Normal,yes,yes,yes,Congested
5-12,Severe,High,no,no,no,Normal
12+,Mild,Normal,yes,no,yes,Normal
<5,Moderate,Low,yes,yes,yes,Normal
<5,Severe,Low,no,no,yes,Normal
5-12,Severe,Normal,no,no,no,Congested
5-12,Severe,Normal,no,no,yes,Normal
5-12,Moderate,Low,no,no,yes,Normal
12+,Severe,Low,no,no,no,Abnormal
<5,Severe,Low,yes,yes,no,Abnormal
<5,Severe,High,no,no,no,Normal
<5,Severe,High,no,no,yes,Normal
5-12,Severe,High,no,no,yes,Congested
<5,Mild,Low,no,no,no,Normal
<5,Severe,Low,no,no,no,Normal
<5,Moderate,Normal,no,no,yes,Congested
<5,Moderate,Normal,yes,yes,yes,Congested
5-12,Moderate,Low,yes,yes,no,Abnormal
<5,Severe,High,no,no,no,Normal
5-12,Moderate,Normal,no,no,no,Congested
<5,Moderate,High,no,no,yes,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,yes,no,no,Normal
<5,Moderate,Low,yes,yes,yes,Abnormal
5-12,Severe,High,yes,yes,yes,Congested
5-12,Severe,Normal,no,no,yes,Normal
5-12,Severe,Normal,no,no,no,Abnormal
5-12,Severe,Normal,no,no,no,Normal
5-12,Moderate,High,no,no,no,Normal
<5,Moderate,Low,no,no,yes,Normal
<5,Severe,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,Normal,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
12+,Mild,Low,no,no,yes,Normal
<5,Moderate,Low,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
5-12,Severe,High,no,no,no,Normal
5-12,Moderate,Low,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
<5,Moderate,Low,yes,yes,yes,Normal
12+,Moderate,Normal,no,no,no,Normal
5-12,Mild,High,no,no,yes,Normal
5-12,Severe,High,no,no,yes,Normal
12+,Mild,Low,no,no,no,Normal
<5,Severe,High,no,no,no,Normal
5-12,Severe,Normal,yes,no,no,Normal
5-12,Severe,Low,yes,yes,yes,Normal
<5,Moderate,Normal,yes,yes,yes,Abnormal
<5,Moderate,Low,no,no,no,Normal
12+,Severe,High,no,no,no,Normal
12+,Moderate,Low,yes,yes,yes,Abnormal
<5,Moderate,High,no,no,no,Normal
5-12,Mild,Normal,no,no,no,Normal
12+,Mild,Normal,yes,yes,yes,Abnormal
<5,Moderate,Low,yes,yes,yes,Abnormal
<5,Moderate,Low,no,no,no,Normal
5-12,Moderate,Low,no,no,yes,Normal
<5,Severe,High,no,no,no,Normal
12+,Mild,High,no,no,no,Normal
12+,Severe,Normal,no,no,no,Normal
<5,Moderate,Normal,no,no,no,Congested
<5,Moderate,Normal,no,no,yes,Congested
5-12,Moderate,Normal,no,no,no,Normal
5-12,Moderate,Low,no,yes,no,Abnormal
<5,Moderate,Low,no,no,no,Normal
<5,Severe,Low,no,no,no,Congested
<5,Moderate,High,no,no,yes,Congested
<5,Severe,High,no,yes,no,Normal
<5,Severe,Low,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
5-12,Severe,Normal,yes,yes,yes,Abnormal
5-12,Moderate,Low,no,no,yes,Normal
<5,Severe,High,yes,yes,no,Abnormal
5-12,Moderate,Low,no,no,no,Normal
12+,Severe,High,no,no,no,Normal
5-12,Moderate,Low,yes,yes,no,Congested
5-12,Moderate,Normal,no,yes,no,Normal
<5,Severe,Normal,no,no,yes,Congested
<5,Severe,Low,no,no,no,Congested
12+,Severe,High,no,no,yes,Normal
5-12,Moderate,Low,yes,yes,yes,Normal
<5,Severe,High,no,no,no,Normal
<5,Moderate,Low,no,no,no,Normal
12+,Mild,High,no,no,no,Normal
5-12,Moderate,High,no,yes,no,Abnormal
<5,Moderate,Normal,no,no,no,Normal
