J,L,O
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,1602,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,2754,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1887,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,1977,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,1740,<=50K
Female,0,<=50K
Female,0,<=50K
Female,1092,<=50K
Male,0,>50K
Male,1977,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,1669,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,2377,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,1902,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,1974,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,1887,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,1876,<=50K
Female,0,<=50K
Male,1980,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,1902,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,2415,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,2002,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1977,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,1573,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,625,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,1977,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,>50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,2258,>50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,1848,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Male,1887,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,1848,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1602,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,1668,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,1590,<=50K
Male,0,<=50K
Male,1590,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,1848,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,1740,<=50K
Male,1887,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,213,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1902,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1740,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1974,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,1977,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,1602,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Female,0,>50K
Female,2472,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,1651,<=50K
Male,1740,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,1977,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,1977,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1902,>50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,1504,<=50K
Female,0,<=50K
Male,1902,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,419,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1887,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,2057,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,1887,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,1719,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,1902,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,1887,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,2415,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,1408,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,1755,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,1974,<=50K
Male,0,<=50K
Male,1741,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
